var1,var2,qv1,qv2,qv12,interaction,,,,,,,,,,,,,,,,,,,
52,X5,X11,0.587666350201619,0.104532833355218,0.599379865262398,"Enhance, bi-",,,,,,,,,,,,,,,,,,
53,X5,X12,0.587666350201619,0.169565873577552,0.606148304321423,"Enhance, bi-",,,,,,,,,,,,,,,,,,
54,X5,X13,0.587666350201619,0.175544095870405,0.604058669529712,"Enhance, bi-",,,,,,,,,,,,,,,,,,
55,X5,X14,0.587666350201619,0.0916115378899529,0.613145508091166,"Enhance, bi-",,,,,,,,,,,,,,,,,,
56,X6,X7,0.110875888876285,0.646154160063816,0.689894677141201,"Enhance, bi-",,,,,,,,,,,,,,,,,,
57,X6,X8,0.110875888876285,0.0679363434928403,0.153648021222298,"Enhance, bi-",,,,,,,,,,,,,,,,,,
58,X6,X9,0.110875888876285,0.542348000993967,0.631506618678796,"Enhance, bi-",,,,,,,,,,,,,,,,,,
59,X6,X10,0.110875888876285,0.40479988323152,0.536531785795603,"Enhance, nonlinear",,,,,,,,,,,,,,,,,,
60,X6,X11,0.110875888876285,0.104532833355218,0.200663351572432,"Enhance, bi-",,,,,,,,,,,,,,,,,,
61,X6,X12,0.110875888876285,0.169565873577552,0.254947216775738,"Enhance, bi-",,,,,,,,,,,,,,,,,,
62,X6,X13,0.110875888876285,0.175544095870405,0.279160453496537,"Enhance, bi-",,,,,,,,,,,,,,,,,,
63,X6,X14,0.110875888876285,0.0916115378899529,0.168891372432079,"Enhance, bi-",,,,,,,,,,,,,,,,,,
64,X7,X8,0.646154160063816,0.0679363434928403,0.651613072348172,"Enhance, bi-",,,,,,,,,,,,,,,,,,
65,X7,X9,0.646154160063816,0.542348000993967,0.708806836840061,"Enhance, bi-",,,,,,,,,,,,,,,,,,
66,X7,X10,0.646154160063816,0.40479988323152,0.693783802390839,"Enhance, bi-",,,,,,,,,,,,,,,,,,
67,X7,X11,0.646154160063816,0.104532833355218,0.655206942530601,"Enhance, bi-",,,,,,,,,,,,,,,,,,
68,X7,X12,0.646154160063816,0.169565873577552,0.656837430881086,"Enhance, bi-",,,,,,,,,,,,,,,,,,
69,X7,X13,0.646154160063816,0.175544095870405,0.657990707637478,"Enhance, bi-",,,,,,,,,,,,,,,,,,
70,X7,X14,0.646154160063816,0.0916115378899529,0.652119907338565,"Enhance, bi-",,,,,,,,,,,,,,,,,,
71,X8,X9,0.0679363434928403,0.542348000993967,0.555307981616473,"Enhance, bi-",,,,,,,,,,,,,,,,,,
72,X8,X10,0.0679363434928403,0.40479988323152,0.419817087952151,"Enhance, bi-",,,,,,,,,,,,,,,,,,
73,X8,X11,0.0679363434928403,0.104532833355218,0.138449967918564,"Enhance, bi-",,,,,,,,,,,,,,,,,,
74,X8,X12,0.0679363434928403,0.169565873577552,0.194621197775006,"Enhance, bi-",,,,,,,,,,,,,,,,,,
75,X8,X13,0.0679363434928403,0.175544095870405,0.197627785637907,"Enhance, bi-",,,,,,,,,,,,,,,,,,
76,X8,X14,0.0679363434928403,0.0916115378899529,0.146099635084026,"Enhance, bi-",,,,,,,,,,,,,,,,,,
77,X9,X10,0.542348000993967,0.40479988323152,0.60294960868915,"Enhance, bi-",,,,,,,,,,,,,,,,,,
78,X9,X11,0.542348000993967,0.104532833355218,0.554893003861039,"Enhance, bi-",,,,,,,,,,,,,,,,,,
79,X9,X12,0.542348000993967,0.169565873577552,0.553476960498948,"Enhance, bi-",,,,,,,,,,,,,,,,,,
80,X9,X13,0.542348000993967,0.175544095870405,0.561012833662777,"Enhance, bi-",,,,,,,,,,,,,,,,,,
81,X9,X14,0.542348000993967,0.0916115378899529,0.58965140490303,"Enhance, bi-",,,,,,,,,,,,,,,,,,
82,X10,X11,0.40479988323152,0.104532833355218,0.443146557548161,"Enhance, bi-",,,,,,,,,,,,,,,,,,
83,X10,X12,0.40479988323152,0.169565873577552,0.449299716223648,"Enhance, bi-",,,,,,,,,,,,,,,,,,
84,X10,X13,0.40479988323152,0.175544095870405,0.447979766902445,"Enhance, bi-",,,,,,,,,,,,,,,,,,
85,X10,X14,0.40479988323152,0.0916115378899529,0.46556200451423,"Enhance, bi-",,,,,,,,,,,,,,,,,,
86,X11,X12,0.104532833355218,0.169565873577552,0.241441084606784,"Enhance, bi-",,,,,,,,,,,,,,,,,,
87,X11,X13,0.104532833355218,0.175544095870405,0.216525883812049,"Enhance, bi-",,,,,,,,,,,,,,,,,,
88,X11,X14,0.104532833355218,0.0916115378899529,0.200424902095065,"Enhance, nonlinear",,,,,,,,,,,,,,,,,,
89,X12,X13,0.169565873577552,0.175544095870405,0.279141851014051,"Enhance, bi-",,,,,,,,,,,,,,,,,,
90,X12,X14,0.169565873577552,0.0916115378899529,0.234921708769891,"Enhance, bi-",,,,,,,,,,,,,,,,,,
91,X13,X14,0.175544095870405,0.0916115378899529,0.251429845383726,"Enhance, bi-",,,,,,,,,,,,,,,,,,
