LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,SLER,ZLER,typemesli,typeLER,type,NUMBER,QUADRANT
23,2.86943,0.022384,2.285027519,0.664865827,0.87897807,0.01875664,0.006160649,0.588795168,HIGH,HIGH,HIGHHIGH,1,1
24,2.45233,0.015414,2.285027519,0.664865827,0.251633449,0.01875664,0.006160649,-0.542579162,HIGH,LOW,HIGHLOW,2,4
25,2.21381,0.014574,2.285027519,0.664865827,-0.107115625,0.01875664,0.006160649,-0.678928436,LOW,LOW,LOWLOW,4,3
26,2.82576,0.018336,2.285027519,0.664865827,0.813295645,0.01875664,0.006160649,-0.068278474,HIGH,LOW,HIGHLOW,2,4
27,2.57488,0.017151,2.285027519,0.664865827,0.435956354,0.01875664,0.006160649,-0.260628342,HIGH,LOW,HIGHLOW,2,4
28,2.55653,0.00652,2.285027519,0.664865827,0.4083568,0.01875664,0.006160649,-1.986258257,HIGH,LOW,HIGHLOW,2,4
29,2.39726,0.010538,2.285027519,0.664865827,0.168804707,0.01875664,0.006160649,-1.334054231,HIGH,LOW,HIGHLOW,2,4
30,2.70751,0.007597,2.285027519,0.664865827,0.635440211,0.01875664,0.006160649,-1.81143901,HIGH,LOW,HIGHLOW,2,4
31,2.85672,0.020331,2.285027519,0.664865827,0.859861431,0.01875664,0.006160649,0.255551051,HIGH,HIGH,HIGHHIGH,1,1
32,2.41772,0.006924,2.285027519,0.664865827,0.199577834,0.01875664,0.006160649,-1.920680749,HIGH,LOW,HIGHLOW,2,4
33,3.8326,0.008929,2.285027519,0.664865827,2.3276463,0.01875664,0.006160649,-1.595228019,HIGH,LOW,HIGHLOW,2,4
34,2.20922,0.019179,2.285027519,0.664865827,-0.114019274,0.01875664,0.006160649,0.068557761,LOW,HIGH,LOWHIGH,3,2
35,2.49921,0.00578,2.285027519,0.664865827,0.322143917,0.01875664,0.006160649,-2.106375474,HIGH,LOW,HIGHLOW,2,4
36,2.59504,0.005522,2.285027519,0.664865827,0.466278261,0.01875664,0.006160649,-2.14825418,HIGH,LOW,HIGHLOW,2,4
37,2.48327,0.007193,2.285027519,0.664865827,0.298169154,0.01875664,0.006160649,-1.877016517,HIGH,LOW,HIGHLOW,2,4
38,2.49469,0.005442,2.285027519,0.664865827,0.315345552,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
39,2.53925,0.009454,2.285027519,0.664865827,0.382366594,0.01875664,0.006160649,-1.510009722,HIGH,LOW,HIGHLOW,2,4
40,2.93151,0.005442,2.285027519,0.664865827,0.972350293,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
41,2.69082,0.010155,2.285027519,0.664865827,0.610337402,0.01875664,0.006160649,-1.396223007,HIGH,LOW,HIGHLOW,2,4
42,2.44984,0.012725,2.285027519,0.664865827,0.247888333,0.01875664,0.006160649,-0.979059158,HIGH,LOW,HIGHLOW,2,4
43,0.76005,0.007333,2.285027519,0.664865827,-2.293662056,0.01875664,0.006160649,-1.854291638,LOW,LOW,LOWLOW,4,3
44,2.74599,0.022162,2.285027519,0.664865827,0.69331655,0.01875664,0.006160649,0.552760003,HIGH,HIGH,HIGHHIGH,1,1
45,2.39078,0.006111,2.285027519,0.664865827,0.15905838,0.01875664,0.006160649,-2.052647367,HIGH,LOW,HIGHLOW,2,4
46,3.3833,0.024242,2.285027519,0.664865827,1.651870855,0.01875664,0.006160649,0.890386776,HIGH,HIGH,HIGHHIGH,1,1
47,3.09072,0.021399,2.285027519,0.664865827,1.211812142,0.01875664,0.006160649,0.428909413,HIGH,HIGH,HIGHHIGH,1,1
48,2.95772,0.022503,2.285027519,0.664865827,1.011771781,0.01875664,0.006160649,0.608111315,HIGH,HIGH,HIGHHIGH,1,1
49,1.14945,0.02515,2.285027519,0.664865827,-1.707979976,0.01875664,0.006160649,1.037773848,LOW,HIGH,LOWHIGH,3,2
50,2.93838,0.018889,2.285027519,0.664865827,0.982683205,0.01875664,0.006160649,0.021484798,HIGH,HIGH,HIGHHIGH,1,1
51,2.81829,0.02045,2.285027519,0.664865827,0.802060296,0.01875664,0.006160649,0.274867198,HIGH,HIGH,HIGHHIGH,1,1
52,1.28223,0.021257,2.285027519,0.664865827,-1.508270509,0.01875664,0.006160649,0.405859893,LOW,HIGH,LOWHIGH,3,2
53,3.56753,0.018949,2.285027519,0.664865827,1.928964356,0.01875664,0.006160649,0.031224031,HIGH,HIGH,HIGHHIGH,1,1
54,3.58254,0.022539,2.285027519,0.664865827,1.95154034,0.01875664,0.006160649,0.613954856,HIGH,HIGH,HIGHHIGH,1,1
55,2.45178,0.011347,2.285027519,0.664865827,0.250806215,0.01875664,0.006160649,-1.202736895,HIGH,LOW,HIGHLOW,2,4
56,2.97526,0.018753,2.285027519,0.664865827,1.038153043,0.01875664,0.006160649,-0.000590799,HIGH,LOW,HIGHLOW,2,4
57,2.4547,0.009688,2.285027519,0.664865827,0.255198078,0.01875664,0.006160649,-1.472026711,HIGH,LOW,HIGHLOW,2,4
58,2.94766,0.017172,2.285027519,0.664865827,0.996640908,0.01875664,0.006160649,-0.257219611,HIGH,LOW,HIGHLOW,2,4
59,2.7258,0.021425,2.285027519,0.664865827,0.662949521,0.01875664,0.006160649,0.433129748,HIGH,HIGH,HIGHHIGH,1,1
60,3.25388,0.022047,2.285027519,0.664865827,1.457215039,0.01875664,0.006160649,0.534093138,HIGH,HIGH,HIGHHIGH,1,1
61,1.1391,0.022091,2.285027519,0.664865827,-1.723547027,0.01875664,0.006160649,0.541235243,LOW,HIGH,LOWHIGH,3,2
62,2.82709,0.021228,2.285027519,0.664865827,0.815296049,0.01875664,0.006160649,0.401152596,HIGH,HIGH,HIGHHIGH,1,1
63,2.77551,0.022442,2.285027519,0.664865827,0.737716486,0.01875664,0.006160649,0.598209761,HIGH,HIGH,HIGHHIGH,1,1
64,2.8561,0.005442,2.285027519,0.664865827,0.858928912,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
65,2.84128,0.022018,2.285027519,0.664865827,0.836638701,0.01875664,0.006160649,0.529385842,HIGH,HIGH,HIGHHIGH,1,1
66,3.16698,0.02176,2.285027519,0.664865827,1.326511976,0.01875664,0.006160649,0.487507136,HIGH,HIGH,HIGHHIGH,1,1
67,2.61196,0.009438,2.285027519,0.664865827,0.491727005,0.01875664,0.006160649,-1.512606852,HIGH,LOW,HIGHLOW,2,4
68,0.629332,0.024629,2.285027519,0.664865827,-2.490270145,0.01875664,0.006160649,0.953204834,LOW,HIGH,LOWHIGH,3,2
69,3.11585,0.022842,2.285027519,0.664865827,1.249609242,0.01875664,0.006160649,0.663137987,HIGH,HIGH,HIGHHIGH,1,1
70,2.98127,0.021944,2.285027519,0.664865827,1.047192461,0.01875664,0.006160649,0.51737412,HIGH,HIGH,HIGHHIGH,1,1
71,2.85618,0.022442,2.285027519,0.664865827,0.859049237,0.01875664,0.006160649,0.598209761,HIGH,HIGH,HIGHHIGH,1,1
72,2.71141,0.021652,2.285027519,0.664865827,0.641306056,0.01875664,0.006160649,0.469976516,HIGH,HIGH,HIGHHIGH,1,1
73,2.7595,0.021842,2.285027519,0.664865827,0.71363644,0.01875664,0.006160649,0.500817423,HIGH,HIGH,HIGHHIGH,1,1
74,3.39311,0.022641,2.285027519,0.664865827,1.666625712,0.01875664,0.006160649,0.630511553,HIGH,HIGH,HIGHHIGH,1,1
75,3.11917,0.022507,2.285027519,0.664865827,1.25460273,0.01875664,0.006160649,0.608760598,HIGH,HIGH,HIGHHIGH,1,1
76,2.81859,0.021226,2.285027519,0.664865827,0.802511514,0.01875664,0.006160649,0.400827955,HIGH,HIGH,HIGHHIGH,1,1
77,2.81027,0.02193,2.285027519,0.664865827,0.789997711,0.01875664,0.006160649,0.515101632,HIGH,HIGH,HIGHHIGH,1,1
78,3.38245,0.016031,2.285027519,0.664865827,1.650592401,0.01875664,0.006160649,-0.442427374,HIGH,LOW,HIGHLOW,2,4
79,2.85546,0.022325,2.285027519,0.664865827,0.857966312,0.01875664,0.006160649,0.579218255,HIGH,HIGH,HIGHHIGH,1,1
80,3.06479,0.021696,2.285027519,0.664865827,1.172811792,0.01875664,0.006160649,0.47711862,HIGH,HIGH,HIGHHIGH,1,1
81,2.6832,0.021827,2.285027519,0.664865827,0.598876443,0.01875664,0.006160649,0.498382614,HIGH,HIGH,HIGHHIGH,1,1
82,2.7442,0.021908,2.285027519,0.664865827,0.690624278,0.01875664,0.006160649,0.51153058,HIGH,HIGH,HIGHHIGH,1,1
83,2.91747,0.021476,2.285027519,0.664865827,0.95123325,0.01875664,0.006160649,0.441408096,HIGH,HIGH,HIGHHIGH,1,1
84,2.54072,0.006369,2.285027519,0.664865827,0.384577566,0.01875664,0.006160649,-2.010768662,HIGH,LOW,HIGHLOW,2,4
85,2.77814,0.021944,2.285027519,0.664865827,0.741672171,0.01875664,0.006160649,0.51737412,HIGH,HIGH,HIGHHIGH,1,1
86,2.46027,0.022296,2.285027519,0.664865827,0.263575709,0.01875664,0.006160649,0.574510959,HIGH,HIGH,HIGHHIGH,1,1
87,2.93467,0.022457,2.285027519,0.664865827,0.977103132,0.01875664,0.006160649,0.600644569,HIGH,HIGH,HIGHHIGH,1,1
88,2.83204,0.021242,2.285027519,0.664865827,0.82274116,0.01875664,0.006160649,0.403425084,HIGH,HIGH,HIGHHIGH,1,1
89,2.90902,0.021184,2.285027519,0.664865827,0.938523919,0.01875664,0.006160649,0.394010492,HIGH,HIGH,HIGHHIGH,1,1
90,2.59372,0.022314,2.285027519,0.664865827,0.464292898,0.01875664,0.006160649,0.577432729,HIGH,HIGH,HIGHHIGH,1,1
91,2.74443,0.02073,2.285027519,0.664865827,0.690970212,0.01875664,0.006160649,0.320316956,HIGH,HIGH,HIGHHIGH,1,1
92,2.75949,0.022093,2.285027519,0.664865827,0.713621399,0.01875664,0.006160649,0.541559884,HIGH,HIGH,HIGHHIGH,1,1
93,3.02058,0.022038,2.285027519,0.664865827,1.106317172,0.01875664,0.006160649,0.532632253,HIGH,HIGH,HIGHHIGH,1,1
94,2.78292,0.020335,2.285027519,0.664865827,0.748861592,0.01875664,0.006160649,0.256200333,HIGH,HIGH,HIGHHIGH,1,1
95,1.13395,0.022149,2.285027519,0.664865827,-1.731292951,0.01875664,0.006160649,0.550649836,LOW,HIGH,LOWHIGH,3,2
96,2.61494,0.022442,2.285027519,0.664865827,0.496209112,0.01875664,0.006160649,0.598209761,HIGH,HIGH,HIGHHIGH,1,1
97,2.61895,0.020598,2.285027519,0.664865827,0.502240404,0.01875664,0.006160649,0.298890641,HIGH,HIGH,HIGHHIGH,1,1
98,2.6323,0.021663,2.285027519,0.664865827,0.522319643,0.01875664,0.006160649,0.471762042,HIGH,HIGH,HIGHHIGH,1,1
99,3.49974,0.021769,2.285027519,0.664865827,1.827003935,0.01875664,0.006160649,0.488968022,HIGH,HIGH,HIGHHIGH,1,1
100,3.32787,0.021883,2.285027519,0.664865827,1.56850065,0.01875664,0.006160649,0.507472566,HIGH,HIGH,HIGHHIGH,1,1
101,2.46871,0.017379,2.285027519,0.664865827,0.276269999,0.01875664,0.006160649,-0.223619254,HIGH,LOW,HIGHLOW,2,4
102,3.24663,0.021499,2.285027519,0.664865827,1.446310583,0.01875664,0.006160649,0.445141469,HIGH,HIGH,HIGHHIGH,1,1
103,1.01228,0.021125,2.285027519,0.664865827,-1.914292279,0.01875664,0.006160649,0.384433578,LOW,HIGH,LOWHIGH,3,2
104,2.73349,0.02114,2.285027519,0.664865827,0.674515765,0.01875664,0.006160649,0.386868387,HIGH,HIGH,HIGHHIGH,1,1
105,2.76957,0.021506,2.285027519,0.664865827,0.728782353,0.01875664,0.006160649,0.446277713,HIGH,HIGH,HIGHHIGH,1,1
106,2.96343,0.021023,2.285027519,0.664865827,1.02035998,0.01875664,0.006160649,0.367876881,HIGH,HIGH,HIGHHIGH,1,1
107,2.89924,0.021871,2.285027519,0.664865827,0.923814184,0.01875664,0.006160649,0.505524719,HIGH,HIGH,HIGHHIGH,1,1
108,2.54387,0.011725,2.285027519,0.664865827,0.389315364,0.01875664,0.006160649,-1.141379722,HIGH,LOW,HIGHLOW,2,4
109,2.98575,0.005715,2.285027519,0.664865827,1.053930663,0.01875664,0.006160649,-2.116926311,HIGH,LOW,HIGHLOW,2,4
110,0.668245,0.018447,2.285027519,0.664865827,-2.431742547,0.01875664,0.006160649,-0.050260892,LOW,LOW,LOWLOW,4,3
111,2.75245,0.005996,2.285027519,0.664865827,0.703032796,0.01875664,0.006160649,-2.071314232,HIGH,LOW,HIGHLOW,2,4
112,2.77264,0.013203,2.285027519,0.664865827,0.733399826,0.01875664,0.006160649,-0.901469929,HIGH,LOW,HIGHLOW,2,4
113,2.58473,0.007411,2.285027519,0.664865827,0.450771373,0.01875664,0.006160649,-1.841630634,HIGH,LOW,HIGHLOW,2,4
114,2.97422,0.016193,2.285027519,0.664865827,1.036588818,0.01875664,0.006160649,-0.416131443,HIGH,LOW,HIGHLOW,2,4
115,3.33185,0.023512,2.285027519,0.664865827,1.57448682,0.01875664,0.006160649,0.771892764,HIGH,HIGH,HIGHHIGH,1,1
116,3.13262,0.023073,2.285027519,0.664865827,1.274832376,0.01875664,0.006160649,0.700634037,HIGH,HIGH,HIGHHIGH,1,1
117,3.28951,0.022742,2.285027519,0.664865827,1.510804799,0.01875664,0.006160649,0.64690593,HIGH,HIGH,HIGHHIGH,1,1
118,3.1417,0.02201,2.285027519,0.664865827,1.288489267,0.01875664,0.006160649,0.528087277,HIGH,HIGH,HIGHHIGH,1,1
119,2.73489,0.023341,2.285027519,0.664865827,0.676621453,0.01875664,0.006160649,0.744135948,HIGH,HIGH,HIGHHIGH,1,1
120,2.83588,0.022422,2.285027519,0.664865827,0.828516761,0.01875664,0.006160649,0.59496335,HIGH,HIGH,HIGHHIGH,1,1
121,2.55857,0.021367,2.285027519,0.664865827,0.411425088,0.01875664,0.006160649,0.423715155,HIGH,HIGH,HIGHHIGH,1,1
122,3.06198,0.017847,2.285027519,0.664865827,1.168585375,0.01875664,0.006160649,-0.14765323,HIGH,LOW,HIGHLOW,2,4
123,2.93301,0.022193,2.285027519,0.664865827,0.974606387,0.01875664,0.006160649,0.557791941,HIGH,HIGH,HIGHHIGH,1,1
124,1.23445,0.022808,2.285027519,0.664865827,-1.580134633,0.01875664,0.006160649,0.657619087,LOW,HIGH,LOWHIGH,3,2
125,2.75033,0.021201,2.285027519,0.664865827,0.699844183,0.01875664,0.006160649,0.396769941,HIGH,HIGH,HIGHHIGH,1,1
126,2.51659,0.023386,2.285027519,0.664865827,0.348284529,0.01875664,0.006160649,0.751440373,HIGH,HIGH,HIGHHIGH,1,1
127,2.85775,0.022495,2.285027519,0.664865827,0.861410616,0.01875664,0.006160649,0.606812751,HIGH,HIGH,HIGHHIGH,1,1
128,2.88024,0.022825,2.285027519,0.664865827,0.89523699,0.01875664,0.006160649,0.660378537,HIGH,HIGH,HIGHHIGH,1,1
129,2.80294,0.022808,2.285027519,0.664865827,0.778972931,0.01875664,0.006160649,0.657619087,HIGH,HIGH,HIGHHIGH,1,1
130,2.63433,0.020985,2.285027519,0.664865827,0.525372891,0.01875664,0.006160649,0.361708699,HIGH,HIGH,HIGHHIGH,1,1
131,2.75754,0.022697,2.285027519,0.664865827,0.710688476,0.01875664,0.006160649,0.639601505,HIGH,HIGH,HIGHHIGH,1,1
132,0.633094,0.021564,2.285027519,0.664865827,-2.484611861,0.01875664,0.006160649,0.455692306,LOW,HIGH,LOWHIGH,3,2
133,2.50368,0.023093,2.285027519,0.664865827,0.328867078,0.01875664,0.006160649,0.703880448,HIGH,HIGH,HIGHHIGH,1,1
134,2.50772,0.021279,2.285027519,0.664865827,0.334943492,0.01875664,0.006160649,0.409430945,HIGH,HIGH,HIGHHIGH,1,1
135,3.35579,0.023061,2.285027519,0.664865827,1.610494085,0.01875664,0.006160649,0.69868619,HIGH,HIGH,HIGHHIGH,1,1
136,2.202,0.015485,2.285027519,0.664865827,-0.124878608,0.01875664,0.006160649,-0.531054402,LOW,LOW,LOWLOW,4,3
137,2.75509,0.022339,2.285027519,0.664865827,0.707003522,0.01875664,0.006160649,0.581490743,HIGH,HIGH,HIGHHIGH,1,1
138,2.38376,0.020921,2.285027519,0.664865827,0.148499859,0.01875664,0.006160649,0.351320183,HIGH,HIGH,HIGHHIGH,1,1
139,2.91381,0.025016,2.285027519,0.664865827,0.94572838,0.01875664,0.006160649,1.016022892,HIGH,HIGH,HIGHHIGH,1,1
140,0.955797,0.020482,2.285027519,0.664865827,-1.999246262,0.01875664,0.006160649,0.280061456,LOW,HIGH,LOWHIGH,3,2
141,2.27207,0.021453,2.285027519,0.664865827,-0.019488923,0.01875664,0.006160649,0.437674723,LOW,HIGH,LOWHIGH,3,2
142,2.96378,0.022336,2.285027519,0.664865827,1.020886402,0.01875664,0.006160649,0.581003781,HIGH,HIGH,HIGHHIGH,1,1
143,1.12411,0.024197,2.285027519,0.664865827,-1.746092929,0.01875664,0.006160649,0.883082351,LOW,HIGH,LOWHIGH,3,2
144,2.89431,0.022887,2.285027519,0.664865827,0.916399155,0.01875664,0.006160649,0.670442412,HIGH,HIGH,HIGHHIGH,1,1
145,1.05153,0.020584,2.285027519,0.664865827,-1.855257812,0.01875664,0.006160649,0.296618153,LOW,HIGH,LOWHIGH,3,2
146,2.54359,0.024238,2.285027519,0.664865827,0.388894226,0.01875664,0.006160649,0.889737494,HIGH,HIGH,HIGHHIGH,1,1
147,2.74981,0.021944,2.285027519,0.664865827,0.699062071,0.01875664,0.006160649,0.51737412,HIGH,HIGH,HIGHHIGH,1,1
148,2.07412,0.024374,2.285027519,0.664865827,-0.317218167,0.01875664,0.006160649,0.91181309,LOW,HIGH,LOWHIGH,3,2
149,2.79709,0.021754,2.285027519,0.664865827,0.770174163,0.01875664,0.006160649,0.486533213,HIGH,HIGH,HIGHHIGH,1,1
150,2.72068,0.021359,2.285027519,0.664865827,0.655248719,0.01875664,0.006160649,0.42241659,HIGH,HIGH,HIGHHIGH,1,1
151,2.55752,0.02133,2.285027519,0.664865827,0.409845822,0.01875664,0.006160649,0.417709294,HIGH,HIGH,HIGHHIGH,1,1
152,2.75275,0.022092,2.285027519,0.664865827,0.703484015,0.01875664,0.006160649,0.541397564,HIGH,HIGH,HIGHHIGH,1,1
153,2.76217,0.022569,2.285027519,0.664865827,0.717652288,0.01875664,0.006160649,0.618824473,HIGH,HIGH,HIGHHIGH,1,1
154,2.75275,0.021447,2.285027519,0.664865827,0.703484015,0.01875664,0.006160649,0.4367008,HIGH,HIGH,HIGHHIGH,1,1
155,1.13627,0.021769,2.285027519,0.664865827,-1.727803525,0.01875664,0.006160649,0.488968022,LOW,HIGH,LOWHIGH,3,2
156,1.08822,0.021125,2.285027519,0.664865827,-1.800073745,0.01875664,0.006160649,0.384433578,LOW,HIGH,LOWHIGH,3,2
157,3.07741,0.020745,2.285027519,0.664865827,1.191793065,0.01875664,0.006160649,0.322751764,HIGH,HIGH,HIGHHIGH,1,1
158,3.02728,0.021849,2.285027519,0.664865827,1.116394394,0.01875664,0.006160649,0.501953667,HIGH,HIGH,HIGHHIGH,1,1
159,2.86858,0.021769,2.285027519,0.664865827,0.877699617,0.01875664,0.006160649,0.488968022,HIGH,HIGH,HIGHHIGH,1,1
160,2.1639,0.021374,2.285027519,0.664865827,-0.182183403,0.01875664,0.006160649,0.424851399,LOW,HIGH,LOWHIGH,3,2
161,2.7601,0.021037,2.285027519,0.664865827,0.714538877,0.01875664,0.006160649,0.370149369,HIGH,HIGH,HIGHHIGH,1,1
162,2.65827,0.019312,2.285027519,0.664865827,0.561380156,0.01875664,0.006160649,0.090146396,HIGH,HIGH,HIGHHIGH,1,1
163,2.5748,0.021242,2.285027519,0.664865827,0.435836029,0.01875664,0.006160649,0.403425084,HIGH,HIGH,HIGHHIGH,1,1
164,2.37744,0.005442,2.285027519,0.664865827,0.138994181,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
165,2.39885,0.005542,2.285027519,0.664865827,0.171196167,0.01875664,0.006160649,-2.145007768,HIGH,LOW,HIGHLOW,2,4
166,2.20455,0.018267,2.285027519,0.664865827,-0.121043247,0.01875664,0.006160649,-0.079478593,LOW,LOW,LOWLOW,4,3
167,2.98124,0.022978,2.285027519,0.664865827,1.047147339,0.01875664,0.006160649,0.685213583,HIGH,HIGH,HIGHHIGH,1,1
168,2.45732,0.005601,2.285027519,0.664865827,0.259138723,0.01875664,0.006160649,-2.135430855,HIGH,LOW,HIGHLOW,2,4
169,2.45732,0.005442,2.285027519,0.664865827,0.259138723,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
170,2.3332,0.006894,2.285027519,0.664865827,0.07245444,0.01875664,0.006160649,-1.925550366,HIGH,LOW,HIGHLOW,2,4
171,2.79692,0.006532,2.285027519,0.664865827,0.769918472,0.01875664,0.006160649,-1.98431041,HIGH,LOW,HIGHLOW,2,4
172,2.51875,0.006158,2.285027519,0.664865827,0.351533305,0.01875664,0.006160649,-2.045018301,HIGH,LOW,HIGHLOW,2,4
173,2.56921,0.009501,2.285027519,0.664865827,0.427428317,0.01875664,0.006160649,-1.502380656,HIGH,LOW,HIGHLOW,2,4
174,2.48165,0.006794,2.285027519,0.664865827,0.295732573,0.01875664,0.006160649,-1.941782422,HIGH,LOW,HIGHLOW,2,4
175,2.28901,0.009952,2.285027519,0.664865827,0.005989902,0.01875664,0.006160649,-1.429174082,HIGH,LOW,HIGHLOW,2,4
176,2.54408,0.007097,2.285027519,0.664865827,0.389631217,0.01875664,0.006160649,-1.892599292,HIGH,LOW,HIGHLOW,2,4
177,2.37039,0.013722,2.285027519,0.664865827,0.128390538,0.01875664,0.006160649,-0.817225556,HIGH,LOW,HIGHLOW,2,4
178,2.20601,0.018191,2.285027519,0.664865827,-0.118847315,0.01875664,0.006160649,-0.091814956,LOW,LOW,LOWLOW,4,3
179,2.39985,0.005442,2.285027519,0.664865827,0.17270023,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
180,2.32515,0.006218,2.285027519,0.664865827,0.060346734,0.01875664,0.006160649,-2.035279067,HIGH,LOW,HIGHLOW,2,4
181,1.91925,0.008865,2.285027519,0.664865827,-0.550152383,0.01875664,0.006160649,-1.605616535,LOW,LOW,LOWLOW,4,3
182,2.7111,0.020119,2.285027519,0.664865827,0.640839797,0.01875664,0.006160649,0.221139091,HIGH,HIGH,HIGHHIGH,1,1
183,2.30569,0.011905,2.285027519,0.664865827,0.031077671,0.01875664,0.006160649,-1.11216202,HIGH,LOW,HIGHLOW,2,4
184,2.57829,0.006715,2.285027519,0.664865827,0.441085208,0.01875664,0.006160649,-1.954605747,HIGH,LOW,HIGHLOW,2,4
185,2.51641,0.005566,2.285027519,0.664865827,0.348013798,0.01875664,0.006160649,-2.141112075,HIGH,LOW,HIGHLOW,2,4
186,2.22652,0.009361,2.285027519,0.664865827,-0.087998986,0.01875664,0.006160649,-1.525105535,LOW,LOW,LOWLOW,4,3
187,2.25187,0.006304,2.285027519,0.664865827,-0.049870992,0.01875664,0.006160649,-2.021319499,LOW,LOW,LOWLOW,4,3
188,2.4791,0.009736,2.285027519,0.664865827,0.291897212,0.01875664,0.006160649,-1.464235323,HIGH,LOW,HIGHLOW,2,4
189,2.80552,0.008661,2.285027519,0.664865827,0.782853413,0.01875664,0.006160649,-1.63872993,HIGH,LOW,HIGHLOW,2,4
190,3.2541,0.008112,2.285027519,0.664865827,1.457545933,0.01875664,0.006160649,-1.727843919,HIGH,LOW,HIGHLOW,2,4
191,2.44476,0.006098,2.285027519,0.664865827,0.240247694,0.01875664,0.006160649,-2.054757535,HIGH,LOW,HIGHLOW,2,4
192,2.29505,0.012729,2.285027519,0.664865827,0.015074442,0.01875664,0.006160649,-0.978409876,HIGH,LOW,HIGHLOW,2,4
193,2.50315,0.005442,2.285027519,0.664865827,0.328069924,0.01875664,0.006160649,-2.161239825,HIGH,LOW,HIGHLOW,2,4
194,1.91332,0.011127,2.285027519,0.664865827,-0.559071475,0.01875664,0.006160649,-1.238447419,LOW,LOW,LOWLOW,4,3
195,2.19016,0.008867,2.285027519,0.664865827,-0.142686712,0.01875664,0.006160649,-1.605291893,LOW,LOW,LOWLOW,4,3
196,2.0472,0.009396,2.285027519,0.664865827,-0.357707539,0.01875664,0.006160649,-1.519424315,LOW,LOW,LOWLOW,4,3
