LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,SLER,ZLER,typemesli,typeLER,type,NUMBER,QUADRANT
1,2.38344,0.021619,1.955770553,0.67912856,0.629732678,0.01859694,0.007131405,0.423767794,HIGH,HIGH,HIGHHIGH,1,1
2,2.64231,0.02368,1.955770553,0.67912856,1.010912348,0.01859694,0.007131405,0.712771147,HIGH,HIGH,HIGHHIGH,1,1
3,2.44402,0.021723,1.955770553,0.67912856,0.718935229,0.01859694,0.007131405,0.438351175,HIGH,HIGH,HIGHHIGH,1,1
4,2.4872,0.023177,1.955770553,0.67912856,0.782516711,0.01859694,0.007131405,0.642238063,HIGH,HIGH,HIGHHIGH,1,1
5,2.39233,0.021379,1.955770553,0.67912856,0.642822983,0.01859694,0.007131405,0.390113837,HIGH,HIGH,HIGHHIGH,1,1
6,2.63815,0.017871,1.955770553,0.67912856,1.004786851,0.01859694,0.007131405,-0.101794831,HIGH,LOW,HIGHLOW,2,4
7,2.49771,0.023439,1.955770553,0.67912856,0.797992426,0.01859694,0.007131405,0.678976966,HIGH,HIGH,HIGHHIGH,1,1
8,2.40371,0.025223,1.955770553,0.67912856,0.659579752,0.01859694,0.007131405,0.929138044,HIGH,HIGH,HIGHHIGH,1,1
9,0.641281,0.038934,1.955770553,0.67912856,-1.935553342,0.01859694,0.007131405,2.851760549,LOW,HIGH,LOWHIGH,3,2
10,0.965802,0.021716,1.955770553,0.67912856,-1.4577042,0.01859694,0.007131405,0.437369601,LOW,HIGH,LOWHIGH,3,2
11,2.25447,0.021652,1.955770553,0.67912856,0.439827544,0.01859694,0.007131405,0.428395213,HIGH,HIGH,HIGHHIGH,1,1
12,2.38973,0.021755,1.955770553,0.67912856,0.638994548,0.01859694,0.007131405,0.442838369,HIGH,HIGH,HIGHHIGH,1,1
13,1.7978,0.014571,1.955770553,0.67912856,-0.232607731,0.01859694,0.007131405,-0.564536736,LOW,LOW,LOWLOW,4,3
14,2.30773,0.029271,1.955770553,0.67912856,0.518251577,0.01859694,0.007131405,1.496768115,HIGH,HIGH,HIGHHIGH,1,1
15,1.85279,0.017566,1.955770553,0.67912856,-0.151636317,0.01859694,0.007131405,-0.144563401,LOW,LOW,LOWLOW,4,3
16,1.97307,0.012836,1.955770553,0.67912856,0.025473007,0.01859694,0.007131405,-0.807826798,HIGH,LOW,HIGHLOW,2,4
17,2.18983,0.012497,1.955770553,0.67912856,0.344646744,0.01859694,0.007131405,-0.855363012,HIGH,LOW,HIGHLOW,2,4
18,2.53664,0.022527,1.955770553,0.67912856,0.855315888,0.01859694,0.007131405,0.55109193,HIGH,HIGH,HIGHHIGH,1,1
19,2.35665,0.02284,1.955770553,0.67912856,0.590285066,0.01859694,0.007131405,0.594982299,HIGH,HIGH,HIGHHIGH,1,1
20,2.41432,0.022349,1.955770553,0.67912856,0.675202714,0.01859694,0.007131405,0.526131912,HIGH,HIGH,HIGHHIGH,1,1
21,1.87617,0.013392,1.955770553,0.67912856,-0.117209845,0.01859694,0.007131405,-0.729861799,LOW,LOW,LOWLOW,4,3
22,2.63538,0.015091,1.955770553,0.67912856,1.000708094,0.01859694,0.007131405,-0.49161983,HIGH,LOW,HIGHLOW,2,4
23,2.38277,0.023373,1.955770553,0.67912856,0.62874612,0.01859694,0.007131405,0.669722128,HIGH,HIGH,HIGHHIGH,1,1
24,2.45351,0.017753,1.955770553,0.67912856,0.732909019,0.01859694,0.007131405,-0.118341359,HIGH,LOW,HIGHLOW,2,4
25,1.8129,0.012951,1.955770553,0.67912856,-0.210373355,0.01859694,0.007131405,-0.791700944,LOW,LOW,LOWLOW,4,3
26,2.02381,0.015895,1.955770553,0.67912856,0.100186402,0.01859694,0.007131405,-0.378879075,HIGH,LOW,HIGHLOW,2,4
27,2.04083,0.017345,1.955770553,0.67912856,0.125247931,0.01859694,0.007131405,-0.175553086,HIGH,LOW,HIGHLOW,2,4
28,2.27669,0.00687,1.955770553,0.67912856,0.472545945,0.01859694,0.007131405,-1.644408073,HIGH,LOW,HIGHLOW,2,4
29,1.91995,0.011021,1.955770553,0.67912856,-0.052744878,0.01859694,0.007131405,-1.062334846,LOW,LOW,LOWLOW,4,3
30,2.34745,0.00728,1.955770553,0.67912856,0.576738294,0.01859694,0.007131405,-1.586915897,HIGH,LOW,HIGHLOW,2,4
31,2.38425,0.020166,1.955770553,0.67912856,0.630925383,0.01859694,0.007131405,0.220021131,HIGH,HIGH,HIGHHIGH,1,1
32,2.2058,0.006955,1.955770553,0.67912856,0.368162174,0.01859694,0.007131405,-1.632488964,HIGH,LOW,HIGHLOW,2,4
33,2.92427,0.009522,1.955770553,0.67912856,1.426091471,0.01859694,0.007131405,-1.272531851,HIGH,LOW,HIGHLOW,2,4
34,2.09618,0.019284,1.955770553,0.67912856,0.206749436,0.01859694,0.007131405,0.09634284,HIGH,HIGH,HIGHHIGH,1,1
35,2.24927,0.00525,1.955770553,0.67912856,0.432170673,0.01859694,0.007131405,-1.871572281,HIGH,LOW,HIGHLOW,2,4
36,2.30426,0.009635,1.955770553,0.67912856,0.513142087,0.01859694,0.007131405,-1.256686447,HIGH,LOW,HIGHLOW,2,4
37,2.24233,0.041039,1.955770553,0.67912856,0.421951695,0.01859694,0.007131405,3.146933794,HIGH,HIGH,HIGHHIGH,1,1
38,2.24274,0.005209,1.955770553,0.67912856,0.42255541,0.01859694,0.007131405,-1.877321499,HIGH,LOW,HIGHLOW,2,4
39,2.53598,0.009737,1.955770553,0.67912856,0.854344054,0.01859694,0.007131405,-1.242383515,HIGH,LOW,HIGHLOW,2,4
40,2.73362,0.00523,1.955770553,0.67912856,1.145364064,0.01859694,0.007131405,-1.874376778,HIGH,LOW,HIGHLOW,2,4
41,2.56486,0.010505,1.955770553,0.67912856,0.896869139,0.01859694,0.007131405,-1.134690853,HIGH,LOW,HIGHLOW,2,4
42,2.3786,0.013081,1.955770553,0.67912856,0.622605898,0.01859694,0.007131405,-0.773471718,HIGH,LOW,HIGHLOW,2,4
43,2.37185,0.006901,1.955770553,0.67912856,0.61266669,0.01859694,0.007131405,-1.640061104,HIGH,LOW,HIGHLOW,2,4
44,2.53596,0.022385,1.955770553,0.67912856,0.854314604,0.01859694,0.007131405,0.531180006,HIGH,HIGH,HIGHHIGH,1,1
45,2.06129,0.006245,1.955770553,0.67912856,0.155374774,0.01859694,0.007131405,-1.732048586,HIGH,LOW,HIGHLOW,2,4
46,2.93826,0.024724,1.955770553,0.67912856,1.4466914,0.01859694,0.007131405,0.859165859,HIGH,HIGH,HIGHHIGH,1,1
47,2.59785,0.021767,1.955770553,0.67912856,0.945446098,0.01859694,0.007131405,0.444521067,HIGH,HIGH,HIGHHIGH,1,1
48,2.55469,0.023038,1.955770553,0.67912856,0.881894066,0.01859694,0.007131405,0.622746813,HIGH,HIGH,HIGHHIGH,1,1
49,0.965438,0.025043,1.955770553,0.67912856,-1.458240181,0.01859694,0.007131405,0.903897577,LOW,HIGH,LOWHIGH,3,2
50,2.46142,0.019389,1.955770553,0.67912856,0.744556299,0.01859694,0.007131405,0.111066446,HIGH,HIGH,HIGHHIGH,1,1
51,2.48399,0.021138,1.955770553,0.67912856,0.777790065,0.01859694,0.007131405,0.356319656,HIGH,HIGH,HIGHHIGH,1,1
52,1.00852,0.02136,1.955770553,0.67912856,-1.394803002,0.01859694,0.007131405,0.387449566,LOW,HIGH,LOWHIGH,3,2
53,2.33208,0.019129,1.955770553,0.67912856,0.554106349,0.01859694,0.007131405,0.074607993,HIGH,HIGH,HIGHHIGH,1,1
54,2.9959,0.02252,1.955770553,0.67912856,1.531564874,0.01859694,0.007131405,0.550110356,HIGH,HIGH,HIGHHIGH,1,1
55,2.25935,0.012043,1.955770553,0.67912856,0.447013224,0.01859694,0.007131405,-0.91902508,HIGH,LOW,HIGHLOW,2,4
56,2.60521,0.0194,1.955770553,0.67912856,0.956283516,0.01859694,0.007131405,0.112608919,HIGH,HIGH,HIGHHIGH,1,1
57,2.25905,0.010075,1.955770553,0.67912856,0.446571481,0.01859694,0.007131405,-1.194987526,HIGH,LOW,HIGHLOW,2,4
58,2.5331,0.017465,1.955770553,0.67912856,0.850103325,0.01859694,0.007131405,-0.158726108,HIGH,LOW,HIGHLOW,2,4
59,2.30904,0.021454,1.955770553,0.67912856,0.520180519,0.01859694,0.007131405,0.400630699,HIGH,HIGH,HIGHHIGH,1,1
60,2.81082,0.021116,1.955770553,0.67912856,1.259039153,0.01859694,0.007131405,0.35323471,HIGH,HIGH,HIGHHIGH,1,1
61,2.48692,0.022398,1.955770553,0.67912856,0.782104418,0.01859694,0.007131405,0.533002928,HIGH,HIGH,HIGHHIGH,1,1
62,0.888669,0.02037,1.955770553,0.67912856,-1.571280634,0.01859694,0.007131405,0.248626994,LOW,HIGH,LOWHIGH,3,2
63,2.30301,0.022323,1.955770553,0.67912856,0.511301493,0.01859694,0.007131405,0.522486067,HIGH,HIGH,HIGHHIGH,1,1
64,2.5093,0.00525,1.955770553,0.67912856,0.815058414,0.01859694,0.007131405,-1.871572281,HIGH,LOW,HIGHLOW,2,4
65,2.42978,0.0217,1.955770553,0.67912856,0.697967182,0.01859694,0.007131405,0.435126004,HIGH,HIGH,HIGHHIGH,1,1
66,2.54538,0.022133,1.955770553,0.67912856,0.868185321,0.01859694,0.007131405,0.495843351,HIGH,HIGH,HIGHHIGH,1,1
67,2.32527,0.009396,1.955770553,0.67912856,0.544078793,0.01859694,0.007131405,-1.290200178,HIGH,LOW,HIGHLOW,2,4
68,0.602218,0.024825,1.955770553,0.67912856,-1.993072643,0.01859694,0.007131405,0.873328566,LOW,HIGH,LOWHIGH,3,2
69,2.57514,0.022525,1.955770553,0.67912856,0.912006185,0.01859694,0.007131405,0.550811481,HIGH,HIGH,HIGHHIGH,1,1
70,2.60128,0.022009,1.955770553,0.67912856,0.950496688,0.01859694,0.007131405,0.478455474,HIGH,HIGH,HIGHHIGH,1,1
71,2.39102,0.023765,1.955770553,0.67912856,0.640894041,0.01859694,0.007131405,0.724690257,HIGH,HIGH,HIGHHIGH,1,1
72,2.33102,0.022268,1.955770553,0.67912856,0.552545525,0.01859694,0.007131405,0.514773702,HIGH,HIGH,HIGHHIGH,1,1
73,2.39959,0.021879,1.955770553,0.67912856,0.653513154,0.01859694,0.007131405,0.460226247,HIGH,HIGH,HIGHHIGH,1,1
74,2.78242,0.022686,1.955770553,0.67912856,1.217220856,0.01859694,0.007131405,0.573387677,HIGH,HIGH,HIGHHIGH,1,1
75,2.69983,0.022271,1.955770553,0.67912856,1.095609125,0.01859694,0.007131405,0.515194376,HIGH,HIGH,HIGHHIGH,1,1
76,2.47712,0.022155,1.955770553,0.67912856,0.76767416,0.01859694,0.007131405,0.498928297,HIGH,HIGH,HIGHHIGH,1,1
77,2.38903,0.022301,1.955770553,0.67912856,0.637963815,0.01859694,0.007131405,0.519401121,HIGH,HIGH,HIGHHIGH,1,1
78,2.76033,0.015404,1.955770553,0.67912856,1.184693878,0.01859694,0.007131405,-0.447729461,HIGH,LOW,HIGHLOW,2,4
79,2.35469,0.022625,1.955770553,0.67912856,0.587399015,0.01859694,0.007131405,0.564833963,HIGH,HIGH,HIGHHIGH,1,1
80,2.59203,0.021197,1.955770553,0.67912856,0.936876292,0.01859694,0.007131405,0.36459292,HIGH,HIGH,HIGHHIGH,1,1
81,0.706303,0.022171,1.955770553,0.67912856,-1.839810056,0.01859694,0.007131405,0.501171894,LOW,HIGH,LOWHIGH,3,2
82,2.38843,0.021798,1.955770553,0.67912856,0.63708033,0.01859694,0.007131405,0.448868037,HIGH,HIGH,HIGHHIGH,1,1
83,2.41969,0.02196,1.955770553,0.67912856,0.683109906,0.01859694,0.007131405,0.471584457,HIGH,HIGH,HIGHHIGH,1,1
84,2.27903,0.008377,1.955770553,0.67912856,0.475991537,0.01859694,0.007131405,-1.43308927,HIGH,LOW,HIGHLOW,2,4
85,2.38589,0.021603,1.955770553,0.67912856,0.633340243,0.01859694,0.007131405,0.421524197,HIGH,HIGH,HIGHHIGH,1,1
86,2.30405,0.022528,1.955770553,0.67912856,0.512832868,0.01859694,0.007131405,0.551232155,HIGH,HIGH,HIGHHIGH,1,1
87,2.39651,0.022463,1.955770553,0.67912856,0.64897793,0.01859694,0.007131405,0.542117542,HIGH,HIGH,HIGHHIGH,1,1
88,2.41903,0.021311,1.955770553,0.67912856,0.682138073,0.01859694,0.007131405,0.380578549,HIGH,HIGH,HIGHHIGH,1,1
89,2.32664,0.021882,1.955770553,0.67912856,0.546096084,0.01859694,0.007131405,0.460646921,HIGH,HIGH,HIGHHIGH,1,1
90,2.27434,0.023352,1.955770553,0.67912856,0.469085628,0.01859694,0.007131405,0.666777407,HIGH,HIGH,HIGHHIGH,1,1
91,2.35396,0.020759,1.955770553,0.67912856,0.586324108,0.01859694,0.007131405,0.303174449,HIGH,HIGH,HIGHHIGH,1,1
92,2.41265,0.022331,1.955770553,0.67912856,0.67274368,0.01859694,0.007131405,0.523607866,HIGH,HIGH,HIGHHIGH,1,1
93,2.58249,0.022124,1.955770553,0.67912856,0.922828878,0.01859694,0.007131405,0.494581328,HIGH,HIGH,HIGHHIGH,1,1
94,2.48553,0.020821,1.955770553,0.67912856,0.780057677,0.01859694,0.007131405,0.311868388,HIGH,HIGH,HIGHHIGH,1,1
95,0.786651,0.022187,1.955770553,0.67912856,-1.721499614,0.01859694,0.007131405,0.503415491,LOW,HIGH,LOWHIGH,3,2
96,2.22761,0.02097,1.955770553,0.67912856,0.400276859,0.01859694,0.007131405,0.332761886,HIGH,HIGH,HIGHHIGH,1,1
97,2.59089,0.021489,1.955770553,0.67912856,0.93519767,0.01859694,0.007131405,0.405538567,HIGH,HIGH,HIGHHIGH,1,1
98,2.18738,0.023459,1.955770553,0.67912856,0.341039179,0.01859694,0.007131405,0.681781462,HIGH,HIGH,HIGHHIGH,1,1
99,2.89579,0.022171,1.955770553,0.67912856,1.384155376,0.01859694,0.007131405,0.501171894,HIGH,HIGH,HIGHHIGH,1,1
100,2.74935,0.021674,1.955770553,0.67912856,1.168526099,0.01859694,0.007131405,0.431480159,HIGH,HIGH,HIGHHIGH,1,1
101,1.96732,0.017804,1.955770553,0.67912856,0.017006274,0.01859694,0.007131405,-0.111189894,HIGH,LOW,HIGHLOW,2,4
102,2.63063,0.021709,1.955770553,0.67912856,0.993713837,0.01859694,0.007131405,0.436388028,HIGH,HIGH,HIGHHIGH,1,1
103,0.679627,0.021376,1.955770553,0.67912856,-1.879089806,0.01859694,0.007131405,0.389693163,LOW,HIGH,LOWHIGH,3,2
104,2.35664,0.021587,1.955770553,0.67912856,0.590270341,0.01859694,0.007131405,0.4192806,HIGH,HIGH,HIGHHIGH,1,1
105,2.36278,0.021668,1.955770553,0.67912856,0.599311339,0.01859694,0.007131405,0.43063881,HIGH,HIGH,HIGHHIGH,1,1
106,2.51574,0.020444,1.955770553,0.67912856,0.824541155,0.01859694,0.007131405,0.259003631,HIGH,HIGH,HIGHHIGH,1,1
107,2.4682,0.022187,1.955770553,0.67912856,0.754539681,0.01859694,0.007131405,0.503415491,HIGH,HIGH,HIGHHIGH,1,1
108,2.66867,0.012619,1.955770553,0.67912856,1.049726796,0.01859694,0.007131405,-0.838255584,HIGH,LOW,HIGHLOW,2,4
109,3.12564,0.005623,1.955770553,0.67912856,1.722603814,0.01859694,0.007131405,-1.819268424,HIGH,LOW,HIGHLOW,2,4
110,1.0039,0.018952,1.955770553,0.67912856,-1.401605837,0.01859694,0.007131405,0.049788199,LOW,HIGH,LOWHIGH,3,2
111,2.75803,0.005919,1.955770553,0.67912856,1.181307185,0.01859694,0.007131405,-1.777761877,HIGH,LOW,HIGHLOW,2,4
112,2.86733,0.014031,1.955770553,0.67912856,1.34224873,0.01859694,0.007131405,-0.640258139,HIGH,LOW,HIGHLOW,2,4
113,2.68029,0.007631,1.955770553,0.67912856,1.066836958,0.01859694,0.007131405,-1.537696985,HIGH,LOW,HIGHLOW,2,4
114,3.09598,0.018257,1.955770553,0.67912856,1.678930198,0.01859694,0.007131405,-0.04766805,HIGH,LOW,HIGHLOW,2,4
115,2.52012,0.015483,1.955770553,0.67912856,0.830990596,0.01859694,0.007131405,-0.4366517,HIGH,LOW,HIGHLOW,2,4
116,3.09692,0.023786,1.955770553,0.67912856,1.680314324,0.01859694,0.007131405,0.727634978,HIGH,HIGH,HIGHHIGH,1,1
117,3.24329,0.022874,1.955770553,0.67912856,1.895840528,0.01859694,0.007131405,0.599749943,HIGH,HIGH,HIGHHIGH,1,1
118,3.04796,0.02234,1.955770553,0.67912856,1.608221936,0.01859694,0.007131405,0.524869889,HIGH,HIGH,HIGHHIGH,1,1
119,2.6283,0.023834,1.955770553,0.67912856,0.99028297,0.01859694,0.007131405,0.73436577,HIGH,HIGH,HIGHHIGH,1,1
120,2.76338,0.022572,1.955770553,0.67912856,1.189184927,0.01859694,0.007131405,0.557402047,HIGH,HIGH,HIGHHIGH,1,1
121,2.78541,0.021527,1.955770553,0.67912856,1.221623557,0.01859694,0.007131405,0.41086711,HIGH,HIGH,HIGHHIGH,1,1
122,3.10557,0.019684,1.955770553,0.67912856,1.693051235,0.01859694,0.007131405,0.152432768,HIGH,HIGH,HIGHHIGH,1,1
123,2.86939,0.02209,1.955770553,0.67912856,1.345282029,0.01859694,0.007131405,0.489813684,HIGH,HIGH,HIGHHIGH,1,1
124,2.77888,0.023096,1.955770553,0.67912856,1.212008294,0.01859694,0.007131405,0.630879853,HIGH,HIGH,HIGHHIGH,1,1
125,2.64314,0.021555,1.955770553,0.67912856,1.012134502,0.01859694,0.007131405,0.414793405,HIGH,HIGH,HIGHHIGH,1,1
126,2.72597,0.023131,1.955770553,0.67912856,1.134099628,0.01859694,0.007131405,0.635787721,HIGH,HIGH,HIGHHIGH,1,1
127,2.56895,0.022512,1.955770553,0.67912856,0.902891563,0.01859694,0.007131405,0.548988558,HIGH,HIGH,HIGHHIGH,1,1
128,2.73898,0.023842,1.955770553,0.67912856,1.153256531,0.01859694,0.007131405,0.735487568,HIGH,HIGH,HIGHHIGH,1,1
129,0.821102,0.023231,1.955770553,0.67912856,-1.670771369,0.01859694,0.007131405,0.649810203,LOW,HIGH,LOWHIGH,3,2
130,2.61942,0.020777,1.955770553,0.67912856,0.977207389,0.01859694,0.007131405,0.305698496,HIGH,HIGH,HIGHHIGH,1,1
131,2.63795,0.022776,1.955770553,0.67912856,1.004492356,0.01859694,0.007131405,0.58600791,HIGH,HIGH,HIGHHIGH,1,1
132,0.771849,0.02154,1.955770553,0.67912856,-1.743295193,0.01859694,0.007131405,0.412690033,LOW,HIGH,LOWHIGH,3,2
133,2.44226,0.021401,1.955770553,0.67912856,0.716343673,0.01859694,0.007131405,0.393198783,HIGH,HIGH,HIGHHIGH,1,1
134,2.32966,0.021557,1.955770553,0.67912856,0.550542959,0.01859694,0.007131405,0.415073855,HIGH,HIGH,HIGHHIGH,1,1
135,3.07787,0.023982,1.955770553,0.67912856,1.652263671,0.01859694,0.007131405,0.755119043,HIGH,HIGH,HIGHHIGH,1,1
136,2.03109,0.015371,1.955770553,0.67912856,0.110906022,0.01859694,0.007131405,-0.45235688,HIGH,LOW,HIGHLOW,2,4
137,2.61133,0.023447,1.955770553,0.67912856,0.965295064,0.01859694,0.007131405,0.680098764,HIGH,HIGH,HIGHHIGH,1,1
138,2.4095,0.020954,1.955770553,0.67912856,0.668105383,0.01859694,0.007131405,0.330518289,HIGH,HIGH,HIGHHIGH,1,1
139,2.70149,0.025024,1.955770553,0.67912856,1.098053434,0.01859694,0.007131405,0.901233305,HIGH,HIGH,HIGHHIGH,1,1
140,0.856544,0.020613,1.955770553,0.67912856,-1.618583901,0.01859694,0.007131405,0.282701625,LOW,HIGH,LOWHIGH,3,2
141,2.42114,0.021703,1.955770553,0.67912856,0.685244995,0.01859694,0.007131405,0.435546679,HIGH,HIGH,HIGHHIGH,1,1
142,2.72312,0.022514,1.955770553,0.67912856,1.129903073,0.01859694,0.007131405,0.549269008,HIGH,HIGH,HIGHHIGH,1,1
143,0.935395,0.024039,1.955770553,0.67912856,-1.502477755,0.01859694,0.007131405,0.763111858,LOW,HIGH,LOWHIGH,3,2
144,2.72277,0.024492,1.955770553,0.67912856,1.129387707,0.01859694,0.007131405,0.826633701,HIGH,HIGH,HIGHHIGH,1,1
145,0.920969,0.020931,1.955770553,0.67912856,-1.523719683,0.01859694,0.007131405,0.327293118,LOW,HIGH,LOWHIGH,3,2
146,2.53348,0.024225,1.955770553,0.67912856,0.850662866,0.01859694,0.007131405,0.789193674,HIGH,HIGH,HIGHHIGH,1,1
147,2.54896,0.02213,1.955770553,0.67912856,0.873456783,0.01859694,0.007131405,0.495422677,HIGH,HIGH,HIGHHIGH,1,1
148,2.12599,0.024527,1.955770553,0.67912856,0.250643923,0.01859694,0.007131405,0.83154157,HIGH,HIGH,HIGHHIGH,1,1
149,2.47138,0.02183,1.955770553,0.67912856,0.759222152,0.01859694,0.007131405,0.453355231,HIGH,HIGH,HIGHHIGH,1,1
150,2.43298,0.021441,1.955770553,0.67912856,0.702679102,0.01859694,0.007131405,0.398807776,HIGH,HIGH,HIGHHIGH,1,1
151,2.36359,0.021343,1.955770553,0.67912856,0.600504044,0.01859694,0.007131405,0.385065744,HIGH,HIGH,HIGHHIGH,1,1
152,2.49441,0.021557,1.955770553,0.67912856,0.793133257,0.01859694,0.007131405,0.415073855,HIGH,HIGH,HIGHHIGH,1,1
153,2.46564,0.022685,1.955770553,0.67912856,0.750770144,0.01859694,0.007131405,0.573247452,HIGH,HIGH,HIGHHIGH,1,1
154,2.46531,0.021376,1.955770553,0.67912856,0.750284228,0.01859694,0.007131405,0.389693163,HIGH,HIGH,HIGHHIGH,1,1
155,0.924596,0.021765,1.955770553,0.67912856,-1.518379015,0.01859694,0.007131405,0.444240618,LOW,HIGH,LOWHIGH,3,2
156,2.40214,0.020597,1.955770553,0.67912856,0.657267966,0.01859694,0.007131405,0.280458028,HIGH,HIGH,HIGHHIGH,1,1
157,2.65926,0.020727,1.955770553,0.67912856,1.035870804,0.01859694,0.007131405,0.298687255,HIGH,HIGH,HIGHHIGH,1,1
158,2.51439,0.021791,1.955770553,0.67912856,0.822553313,0.01859694,0.007131405,0.447886463,HIGH,HIGH,HIGHHIGH,1,1
159,2.5028,0.021814,1.955770553,0.67912856,0.805487325,0.01859694,0.007131405,0.451111634,HIGH,HIGH,HIGHHIGH,1,1
160,2.05742,0.021246,1.955770553,0.67912856,0.149676295,0.01859694,0.007131405,0.371463936,HIGH,HIGH,HIGHHIGH,1,1
161,2.37261,0.02117,1.955770553,0.67912856,0.613785771,0.01859694,0.007131405,0.36080685,HIGH,HIGH,HIGHHIGH,1,1
162,2.188,0.018278,1.955770553,0.67912856,0.341952114,0.01859694,0.007131405,-0.044723329,HIGH,LOW,HIGHLOW,2,4
163,2.30369,0.021246,1.955770553,0.67912856,0.512302777,0.01859694,0.007131405,0.371463936,HIGH,HIGH,HIGHHIGH,1,1
164,2.18068,0.005209,1.955770553,0.67912856,0.331173595,0.01859694,0.007131405,-1.877321499,HIGH,LOW,HIGHLOW,2,4
165,2.19401,0.005804,1.955770553,0.67912856,0.35080169,0.01859694,0.007131405,-1.793887731,HIGH,LOW,HIGHLOW,2,4
166,1.80169,0.01848,1.955770553,0.67912856,-0.226879802,0.01859694,0.007131405,-0.016397915,LOW,LOW,LOWLOW,4,3
167,2.53876,0.023633,1.955770553,0.67912856,0.858437535,0.01859694,0.007131405,0.706180581,HIGH,HIGH,HIGHHIGH,1,1
168,2.23007,0.006071,1.955770553,0.67912856,0.403899148,0.01859694,0.007131405,-1.756447704,HIGH,LOW,HIGHLOW,2,4
169,2.23007,0.005883,1.955770553,0.67912856,0.403899148,0.01859694,0.007131405,-1.78280997,HIGH,LOW,HIGHLOW,2,4
170,2.15895,0.007179,1.955770553,0.67912856,0.299176708,0.01859694,0.007131405,-1.601078604,HIGH,LOW,HIGHLOW,2,4
171,2.20797,0.006913,1.955770553,0.67912856,0.371357445,0.01859694,0.007131405,-1.638378406,HIGH,LOW,HIGHLOW,2,4
172,2.25088,0.006502,1.955770553,0.67912856,0.434541358,0.01859694,0.007131405,-1.696010807,HIGH,LOW,HIGHLOW,2,4
173,2.16494,0.010406,1.955770553,0.67912856,0.307996835,0.01859694,0.007131405,-1.14857311,HIGH,LOW,HIGHLOW,2,4
174,2.24074,0.005362,1.955770553,0.67912856,0.419610459,0.01859694,0.007131405,-1.855867101,HIGH,LOW,HIGHLOW,2,4
175,2.14664,0.00966,1.955770553,0.67912856,0.281050537,0.01859694,0.007131405,-1.253180826,HIGH,LOW,HIGHLOW,2,4
176,2.26127,0.008921,1.955770553,0.67912856,0.449840376,0.01859694,0.007131405,-1.356806968,HIGH,LOW,HIGHLOW,2,4
177,2.18061,0.014024,1.955770553,0.67912856,0.331070522,0.01859694,0.007131405,-0.641239712,HIGH,LOW,HIGHLOW,2,4
178,1.79635,0.017941,1.955770553,0.67912856,-0.23474282,0.01859694,0.007131405,-0.091979093,LOW,LOW,LOWLOW,4,3
179,2.2141,0.006259,1.955770553,0.67912856,0.380383718,0.01859694,0.007131405,-1.730085438,HIGH,LOW,HIGHLOW,2,4
180,2.15692,0.005725,1.955770553,0.67912856,0.296187583,0.01859694,0.007131405,-1.804965492,HIGH,LOW,HIGHLOW,2,4
181,1.56341,0.010299,1.955770553,0.67912856,-0.577741206,0.01859694,0.007131405,-1.163577166,LOW,LOW,LOWLOW,4,3
182,2.41097,0.020556,1.955770553,0.67912856,0.670269922,0.01859694,0.007131405,0.27470881,HIGH,HIGH,HIGHHIGH,1,1
183,2.15342,0.014534,1.955770553,0.67912856,0.29103392,0.01859694,0.007131405,-0.569725054,HIGH,LOW,HIGHLOW,2,4
184,2.28957,0.005209,1.955770553,0.67912856,0.491511426,0.01859694,0.007131405,-1.877321499,HIGH,LOW,HIGHLOW,2,4
185,2.25664,0.005415,1.955770553,0.67912856,0.443022816,0.01859694,0.007131405,-1.848435186,HIGH,LOW,HIGHLOW,2,4
186,2.11648,0.008649,1.955770553,0.67912856,0.236640684,0.01859694,0.007131405,-1.394948119,HIGH,LOW,HIGHLOW,2,4
187,2.12981,0.006184,1.955770553,0.67912856,0.256268779,0.01859694,0.007131405,-1.7406023,HIGH,LOW,HIGHLOW,2,4
188,2.25032,0.045795,1.955770553,0.67912856,0.433716772,0.01859694,0.007131405,3.813843037,HIGH,HIGH,HIGHHIGH,1,1
189,2.26446,0.005209,1.955770553,0.67912856,0.454537572,0.01859694,0.007131405,-1.877321499,HIGH,LOW,HIGHLOW,2,4
190,2.57979,0.008229,1.955770553,0.67912856,0.918853195,0.01859694,0.007131405,-1.453842543,HIGH,LOW,HIGHLOW,2,4
191,2.21422,0.005209,1.955770553,0.67912856,0.380560415,0.01859694,0.007131405,-1.877321499,HIGH,LOW,HIGHLOW,2,4
192,1.85098,0.013431,1.955770553,0.67912856,-0.154301497,0.01859694,0.007131405,-0.724393031,LOW,LOW,LOWLOW,4,3
193,2.26383,0.005248,1.955770553,0.67912856,0.453609913,0.01859694,0.007131405,-1.871852731,HIGH,LOW,HIGHLOW,2,4
194,1.64752,0.011207,1.955770553,0.67912856,-0.453891313,0.01859694,0.007131405,-1.03625303,LOW,LOW,LOWLOW,4,3
195,2.09886,0.007721,1.955770553,0.67912856,0.21069567,0.01859694,0.007131405,-1.525076752,HIGH,LOW,HIGHLOW,2,4
196,1.73758,0.009145,1.955770553,0.67912856,-0.321280191,0.01859694,0.007131405,-1.325396608,LOW,LOW,LOWLOW,4,3
197,1.84528,0.010647,1.955770553,0.67912856,-0.162694606,0.01859694,0.007131405,-1.114778929,LOW,LOW,LOWLOW,4,3
