OBJECTID_12 *,OID,Shape *,OID,RASTERVALU,距离,Shape_Length,Shape_Area,LID,mesli,AVERAGE,S,Z-Score
122,324,面,5107,3.221135,0,12000,9000000,122,3.221135,2.162318219,0.662851466,1.597366584
123,391,面,5164,2.826751,0,12000,9000000,123,2.826751,2.162318219,0.662851466,1.002385626
124,193,面,5197,1.088885,0,12000,9000000,124,1.088885,2.162318219,0.662851466,-1.619417432
125,243,面,5201,2.685538,0,12000,9000000,125,2.685538,2.162318219,0.662851466,0.789346948
126,399,面,5221,2.86744,0,12000,9000000,126,2.86744,2.162318219,0.662851466,1.063770419
127,214,面,5256,2.820769,0,12000,9000000,127,2.820769,2.162318219,0.662851466,0.99336098
128,287,面,5363,2.824348,0,12000,9000000,128,2.824348,2.162318219,0.662851466,0.998760379
129,65,面,5380,2.930017,0,12000,9000000,129,2.930017,2.162318219,0.662851466,1.158176184
130,225,面,5418,2.704757,0,12000,9000000,130,2.704757,2.162318219,0.662851466,0.818341377
131,484,面,5444,2.72255,0,12000,9000000,131,2.72255,2.162318219,0.662851466,0.845184495
132,154,面,5518,0.610499,0,12000,9000000,132,0.610499,2.162318219,0.662851466,-2.34112663
133,257,面,5542,2.79308,0,12000,9000000,133,2.79308,2.162318219,0.662851466,0.951588424
134,436,面,5607,2.496392,0,12000,9000000,134,2.496392,2.162318219,0.662851466,0.503994935
135,99,面,5609,3.178037,0,12000,9000000,135,3.178037,2.162318219,0.662851466,1.532347492
136,174,面,5656,2.139359,0,12000,9000000,136,2.139359,2.162318219,0.662851466,-0.034637049
137,107,面,5685,2.714912,0,12000,9000000,137,2.714912,2.162318219,0.662851466,0.833661552
138,280,面,5705,2.717199,0,12000,9000000,138,2.717199,2.162318219,0.662851466,0.837111797
139,250,面,5720,2.773828,0,12000,9000000,139,2.773828,2.162318219,0.662851466,0.922544209
140,446,面,5740,0.866593,0,12000,9000000,140,0.866593,2.162318219,0.662851466,-1.954774614
141,101,面,5746,2.551015,1500,6966.324162,1418008.824,141,2.551015,2.162318219,0.662851466,0.586401029
142,201,面,5798,2.753871,0,12000,9000000,142,2.753871,2.162318219,0.662851466,0.892436408
143,91,面,5804,0.915258,0,12000,9000000,143,0.915258,2.162318219,0.662851466,-1.88135696
144,463,面,5811,2.817992,0,12000,9000000,144,2.817992,2.162318219,0.662851466,0.989171504
145,421,面,5814,0.917434,0,12000,9000000,145,0.917434,2.162318219,0.662851466,-1.878074173
146,361,面,5821,2.704881,0,12000,9000000,146,2.704881,2.162318219,0.662851466,0.818528448
147,312,面,5839,2.604702,0,12000,9000000,147,2.604702,2.162318219,0.662851466,0.667395041
148,151,面,5857,2.22408,0,12000,9000000,148,2.22408,2.162318219,0.662851466,0.093175899
149,262,面,5873,2.497482,0,12000,9000000,149,2.497482,2.162318219,0.662851466,0.505639346
150,228,面,5905,2.535841,0,12000,9000000,150,2.535841,2.162318219,0.662851466,0.563509022
151,126,面,5912,2.407516,0,12000,9000000,151,2.407516,2.162318219,0.662851466,0.369913614
152,208,面,5927,2.562862,0,12000,9000000,152,2.562862,2.162318219,0.662851466,0.604273811
153,369,面,5932,2.596588,0,12000,9000000,153,2.596588,2.162318219,0.662851466,0.655153988
