LID,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,ERI,AVERAGE,S,Z-score
46,6680000,0,0,1480000,840000,0,0.742222222,0,0,0.164444444,0.093333333,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.024475762,0.018349227,0.00692192,0.885091906
47,7500000,60000,1340000,0,60000,0,0.837053571,0.006696429,0.149553571,0,0.006696429,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021751668,0.018349227,0.00692192,0.491545872
48,8410000,460000,0,130000,0,0,0.934444444,0.051111111,0,0.014444444,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022730781,0.018349227,0.00692192,0.632996952
49,6130000,0,0,1830000,1040000,0,0.681111111,0,0,0.203333333,0.115555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.024713113,0.018349227,0.00692192,0.919381672
50,5460000,1830000,1190000,450000,70000,0,0.606666667,0.203333333,0.132222222,0.05,0.007777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.019012043,0.018349227,0.00692192,0.095756097
51,6710000,1790000,0,500000,0,0,0.745555556,0.198888889,0,0.055555556,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020604569,0.018349227,0.00692192,0.325826091
52,7570000,0,0,0,1430000,0,0.841111111,0,0,0,0.158888889,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021163704,0.018349227,0.00692192,0.406603539
53,6100000,2260000,420000,220000,0,0,0.677777778,0.251111111,0.046666667,0.024444444,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.018731943,0.018349227,0.00692192,0.055290443
54,8310000,420000,0,30000,240000,0,0.923333333,0.046666667,0,0.003333333,0.026666667,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022266924,0.018349227,0.00692192,0.565984183
55,2870000,6130000,0,0,0,0,0.318888889,0.681111111,0,0,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.010939886,0.018349227,0.00692192,-1.070417088
56,6150000,2550000,0,300000,0,0,0.683333333,0.283333333,0,0.033333333,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.018732576,0.018349227,0.00692192,0.055381892
57,1920000,6970000,0,110000,0,0,0.213333333,0.774444444,0,0.012222222,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.009399503,0.018349227,0.00692192,-1.292954056
58,5840000,3030000,0,40000,90000,0,0.648888889,0.336666667,0,0.004444444,0.01,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.017192076,0.018349227,0.00692192,-0.16717198
59,6780000,0,0,410000,1810000,0,0.753333333,0,0,0.045555556,0.201111111,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021207458,0.018349227,0.00692192,0.412924618
60,7420000,0,0,0,1580000,0,0.824444444,0,0,0,0.175555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020922528,0.018349227,0.00692192,0.371761181
61,8210000,0,0,0,790000,0,0.912222222,0,0,0,0.087777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022192724,0.018349227,0.00692192,0.555264613
62,6950000,0,0,0,2050000,0,0.772222222,0,0,0,0.227777778,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.020166841,0.018349227,0.00692192,0.262588142
63,8000000,0,0,80000,920000,0,0.888888889,0,0,0.008888889,0.102222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.022111458,0.018349227,0.00692192,0.543524228
64,0,9000000,0,0,0,0,0,1,0,0,0,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.005076736,0.018349227,0.00692192,-1.917458133
65,7780000,0,0,0,1220000,0,0.864444444,0,0,0,0.135555556,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021501352,0.018349227,0.00692192,0.455383071
66,8050000,20000,10000,0,920000,0,0.894444444,0.002222222,0.001111111,0,0.102222222,0,0.023462921,0.005076736,0.013491715,0.03783513,0.008992327,2.713376604,0.021931767,0.018349227,0.00692192,0.517564522
