LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,S,Z-score,typemesli,typeLER,type,NUMBER,QUADRANT
1,2.38425,0.021421,1.950166924,0.682104078,0.636388331,0.01832996,0.00692192,0.443768808,HIGH,HIGH,HIGHHIGH,1,1
2,2.64307,0.023463,1.950166924,0.682104078,1.015831892,0.01832996,0.00692192,0.73876819,HIGH,HIGH,HIGHHIGH,1,1
3,2.44479,0.021503,1.950166924,0.682104078,0.725143115,0.01832996,0.00692192,0.455628957,HIGH,HIGH,HIGHHIGH,1,1
4,2.48794,0.023116,1.950166924,0.682104078,0.788403256,0.01832996,0.00692192,0.688709532,HIGH,HIGH,HIGHHIGH,1,1
5,2.39305,0.021246,1.950166924,0.682104078,0.649289588,0.01832996,0.00692192,0.418506596,HIGH,HIGH,HIGHHIGH,1,1
6,2.63889,0.017466,1.950166924,0.682104078,1.009703795,0.01832996,0.00692192,-0.127647106,HIGH,LOW,HIGHLOW,2,4
7,2.49839,0.023232,1.950166924,0.682104078,0.803723498,0.01832996,0.00692192,0.705443185,HIGH,HIGH,HIGHHIGH,1,1
8,2.4044,0.025345,1.950166924,0.682104078,0.665929278,0.01832996,0.00692192,1.010732921,HIGH,HIGH,HIGHHIGH,1,1
9,0.641394,0.037835,1.950166924,0.682104078,-1.91872907,0.01832996,0.00692192,2.815101038,LOW,HIGH,LOWHIGH,3,2
10,0.967387,0.021517,1.950166924,0.682104078,-1.440806403,0.01832996,0.00692192,0.457705838,LOW,HIGH,LOWHIGH,3,2
11,2.25513,0.021453,1.950166924,0.682104078,0.447091706,0.01832996,0.00692192,0.448414484,HIGH,HIGH,HIGHHIGH,1,1
12,2.39038,0.021514,1.950166924,0.682104078,0.64537523,0.01832996,0.00692192,0.457131864,HIGH,HIGH,HIGHHIGH,1,1
13,1.79833,0.014124,1.950166924,0.682104078,-0.222600815,0.01832996,0.00692192,-0.610406254,LOW,LOW,LOWLOW,4,3
14,2.30823,0.028993,1.950166924,0.682104078,0.524939064,0.01832996,0.00692192,1.537678656,HIGH,HIGH,HIGHHIGH,1,1
15,1.8533,0.017661,1.950166924,0.682104078,-0.142011941,0.01832996,0.00692192,-0.099362755,LOW,LOW,LOWLOW,4,3
16,1.97351,0.013657,1.950166924,0.682104078,0.034222162,0.01832996,0.00692192,-0.677860085,HIGH,LOW,HIGHLOW,2,4
17,2.19007,0.011893,1.950166924,0.682104078,0.351710368,0.01832996,0.00692192,-0.93267495,HIGH,LOW,HIGHLOW,2,4
18,2.53717,0.022303,1.950166924,0.682104078,0.860576992,0.01832996,0.00692192,0.571192854,HIGH,HIGH,HIGHHIGH,1,1
19,2.35718,0.022651,1.950166924,0.682104078,0.596702306,0.01832996,0.00692192,0.621534092,HIGH,HIGH,HIGHHIGH,1,1
20,2.41485,0.022182,1.950166924,0.682104078,0.68124952,0.01832996,0.00692192,0.553761995,HIGH,HIGH,HIGHHIGH,1,1
21,1.87668,0.013943,1.950166924,0.682104078,-0.107735646,0.01832996,0.00692192,-0.636551747,LOW,LOW,LOWLOW,4,3
22,2.63583,0.014693,1.950166924,0.682104078,1.005217676,0.01832996,0.00692192,-0.528177041,HIGH,LOW,HIGHLOW,2,4
23,2.38331,0.023149,1.950166924,0.682104078,0.635010242,0.01832996,0.00692192,0.693465728,HIGH,HIGH,HIGHHIGH,1,1
24,2.45408,0.017343,1.950166924,0.682104078,0.738762738,0.01832996,0.00692192,-0.145404896,HIGH,LOW,HIGHLOW,2,4
25,1.81324,0.013309,1.950166924,0.682104078,-0.200741981,0.01832996,0.00692192,-0.728171418,LOW,LOW,LOWLOW,4,3
26,2.02422,0.015879,1.950166924,0.682104078,0.108565655,0.01832996,0.00692192,-0.356810704,HIGH,LOW,HIGHLOW,2,4
27,2.04119,0.0174,1.950166924,0.682104078,0.133444556,0.01832996,0.00692192,-0.137197491,HIGH,LOW,HIGHLOW,2,4
28,2.27691,0.006546,1.950166924,0.682104078,0.479022317,0.01832996,0.00692192,-1.705154453,HIGH,LOW,HIGHLOW,2,4
29,1.87806,0.011146,1.950166924,0.682104078,-0.105712495,0.01832996,0.00692192,-1.040691663,LOW,LOW,LOWLOW,4,3
30,2.34768,0.007073,1.950166924,0.682104078,0.582774812,0.01832996,0.00692192,-1.629041751,HIGH,LOW,HIGHLOW,2,4
31,2.38463,0.019793,1.950166924,0.682104078,0.636945431,0.01832996,0.00692192,0.208613374,HIGH,HIGH,HIGHHIGH,1,1
32,2.20599,0.006719,1.950166924,0.682104078,0.375049914,0.01832996,0.00692192,-1.680181612,HIGH,LOW,HIGHLOW,2,4
33,2.9247,0.00904,1.950166924,0.682104078,1.428716096,0.01832996,0.00692192,-1.344848331,HIGH,LOW,HIGHLOW,2,4
34,2.09629,0.019383,1.950166924,0.682104078,0.214224018,0.01832996,0.00692192,0.149268565,HIGH,HIGH,HIGHHIGH,1,1
35,2.24944,0.005077,1.950166924,0.682104078,0.438749871,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
36,2.30443,0.008213,1.950166924,0.682104078,0.519368066,0.01832996,0.00692192,-1.464321259,HIGH,LOW,HIGHLOW,2,4
37,2.24259,0.067279,1.950166924,0.682104078,0.428707415,0.01832996,0.00692192,7.068766462,HIGH,HIGH,HIGHHIGH,1,1
38,2.24299,0.005077,1.950166924,0.682104078,0.429293836,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
39,2.53702,0.009155,1.950166924,0.682104078,0.860357085,0.01832996,0.00692192,-1.328251346,HIGH,LOW,HIGHLOW,2,4
40,2.73451,0.005077,1.950166924,0.682104078,1.14988768,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
41,2.55578,0.008518,1.950166924,0.682104078,0.887860219,0.01832996,0.00692192,-1.420258338,HIGH,LOW,HIGHLOW,2,4
42,2.37946,0.012534,1.950166924,0.682104078,0.629365943,0.01832996,0.00692192,-0.840128801,HIGH,LOW,HIGHLOW,2,4
43,2.37267,0.006647,1.950166924,0.682104078,0.61941145,0.01832996,0.00692192,-1.690667576,HIGH,LOW,HIGHLOW,2,4
44,2.53728,0.022192,1.950166924,0.682104078,0.860738258,0.01832996,0.00692192,0.555185733,HIGH,HIGH,HIGHHIGH,1,1
45,2.06226,0.00585,1.950166924,0.682104078,0.164334271,0.01832996,0.00692192,-1.805747647,HIGH,LOW,HIGHLOW,2,4
46,2.93955,0.024476,1.950166924,0.682104078,1.450486968,0.01832996,0.00692192,0.885091906,HIGH,HIGH,HIGHHIGH,1,1
47,2.59884,0.021752,1.950166924,0.682104078,0.950988415,0.01832996,0.00692192,0.491545872,HIGH,HIGH,HIGHHIGH,1,1
48,2.55589,0.022731,1.950166924,0.682104078,0.888021484,0.01832996,0.00692192,0.632996952,HIGH,HIGH,HIGHHIGH,1,1
49,0.967585,0.024713,1.950166924,0.682104078,-1.440516125,0.01832996,0.00692192,0.919381672,LOW,HIGH,LOWHIGH,3,2
50,2.46231,0.019012,1.950166924,0.682104078,0.750828345,0.01832996,0.00692192,0.095756097,HIGH,HIGH,HIGHHIGH,1,1
51,2.48503,0.020605,1.950166924,0.682104078,0.784137045,0.01832996,0.00692192,0.325826091,HIGH,HIGH,HIGHHIGH,1,1
52,1.01064,0.021164,1.950166924,0.682104078,-1.377395259,0.01832996,0.00692192,0.406603539,LOW,HIGH,LOWHIGH,3,2
53,2.33258,0.018732,1.950166924,0.682104078,0.560637428,0.01832996,0.00692192,0.055290443,HIGH,HIGH,HIGHHIGH,1,1
54,2.99697,0.022267,1.950166924,0.682104078,1.534667669,0.01832996,0.00692192,0.565984183,HIGH,HIGH,HIGHHIGH,1,1
55,2.25984,0.01094,1.950166924,0.682104078,0.453996811,0.01832996,0.00692192,-1.070417088,HIGH,LOW,HIGHLOW,2,4
56,2.60574,0.018733,1.950166924,0.682104078,0.961104173,0.01832996,0.00692192,0.055381892,HIGH,HIGH,HIGHHIGH,1,1
57,2.25953,0.009399,1.950166924,0.682104078,0.453542335,0.01832996,0.00692192,-1.292954056,HIGH,LOW,HIGHLOW,2,4
58,2.53419,0.017192,1.950166924,0.682104078,0.856208158,0.01832996,0.00692192,-0.16717198,HIGH,LOW,HIGHLOW,2,4
59,2.30988,0.021208,1.950166924,0.682104078,0.527358049,0.01832996,0.00692192,0.412924618,HIGH,HIGH,HIGHHIGH,1,1
60,2.81194,0.020923,1.950166924,0.682104078,1.263404081,0.01832996,0.00692192,0.371761181,HIGH,HIGH,HIGHHIGH,1,1
61,2.48801,0.022193,1.950166924,0.682104078,0.788505879,0.01832996,0.00692192,0.555264613,HIGH,HIGH,HIGHHIGH,1,1
62,0.890697,0.020167,1.950166924,0.682104078,-1.553237926,0.01832996,0.00692192,0.262588142,LOW,HIGH,LOWHIGH,3,2
63,2.30387,0.022111,1.950166924,0.682104078,0.518547077,0.01832996,0.00692192,0.543524228,HIGH,HIGH,HIGHHIGH,1,1
64,2.50994,0.005077,1.950166924,0.682104078,0.820656398,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
65,2.43083,0.021501,1.950166924,0.682104078,0.70467703,0.01832996,0.00692192,0.455383071,HIGH,HIGH,HIGHHIGH,1,1
66,2.54641,0.021932,1.950166924,0.682104078,0.874123312,0.01832996,0.00692192,0.517564522,HIGH,HIGH,HIGHHIGH,1,1
67,2.32573,0.008754,1.950166924,0.682104078,0.550594972,0.01832996,0.00692192,-1.386212868,HIGH,LOW,HIGHLOW,2,4
68,0.602218,0.024561,1.950166924,0.682104078,-1.97616312,0.01832996,0.00692192,0.897369426,LOW,HIGH,LOWHIGH,3,2
69,2.576,0.022301,1.950166924,0.682104078,0.917503789,0.01832996,0.00692192,0.570861154,HIGH,HIGH,HIGHHIGH,1,1
70,2.60222,0.021807,1.950166924,0.682104078,0.95594367,0.01832996,0.00692192,0.499516783,HIGH,HIGH,HIGHHIGH,1,1
71,2.3917,0.023506,1.950166924,0.682104078,0.647310418,0.01832996,0.00692192,0.744946967,HIGH,HIGH,HIGHHIGH,1,1
72,2.33176,0.022048,1.950166924,0.682104078,0.559435266,0.01832996,0.00692192,0.534359141,HIGH,HIGH,HIGHHIGH,1,1
73,2.40031,0.021678,1.950166924,0.682104078,0.659933125,0.01832996,0.00692192,0.480934076,HIGH,HIGH,HIGHHIGH,1,1
74,2.78332,0.022446,1.950166924,0.682104078,1.221445675,0.01832996,0.00692192,0.591814012,HIGH,HIGH,HIGHHIGH,1,1
75,2.70071,0.022029,1.950166924,0.682104078,1.100335125,0.01832996,0.00692192,0.531625795,HIGH,HIGH,HIGHHIGH,1,1
76,2.47801,0.021936,1.950166924,0.682104078,0.77384536,0.01832996,0.00692192,0.518099345,HIGH,HIGH,HIGHHIGH,1,1
77,2.38969,0.022096,1.950166924,0.682104078,0.644363654,0.01832996,0.00692192,0.541327728,HIGH,HIGH,HIGHHIGH,1,1
78,2.76122,0.014779,1.950166924,0.682104078,1.189045927,0.01832996,0.00692192,-0.515773689,HIGH,LOW,HIGHLOW,2,4
79,2.35534,0.022418,1.950166924,0.682104078,0.59400477,0.01832996,0.00692192,0.58778435,HIGH,HIGH,HIGHHIGH,1,1
80,2.59273,0.021003,1.950166924,0.682104078,0.942030838,0.01832996,0.00692192,0.3833753,HIGH,HIGH,HIGHHIGH,1,1
81,0.707869,0.021968,1.950166924,0.682104078,-1.821273268,0.01832996,0.00692192,0.522745021,LOW,HIGH,LOWHIGH,3,2
82,2.38919,0.021598,1.950166924,0.682104078,0.643630628,0.01832996,0.00692192,0.469319957,HIGH,HIGH,HIGHHIGH,1,1
83,2.42033,0.021791,1.950166924,0.682104078,0.689283485,0.01832996,0.00692192,0.497193872,HIGH,HIGH,HIGHHIGH,1,1
84,2.27943,0.008483,1.950166924,0.682104078,0.482716768,0.01832996,0.00692192,-1.425431902,HIGH,LOW,HIGHLOW,2,4
85,2.38661,0.021389,1.950166924,0.682104078,0.639848214,0.01832996,0.00692192,0.439123275,HIGH,HIGH,HIGHHIGH,1,1
86,2.30463,0.022321,1.950166924,0.682104078,0.519661277,0.01832996,0.00692192,0.57384732,HIGH,HIGH,HIGHHIGH,1,1
87,2.39725,0.022257,1.950166924,0.682104078,0.655447006,0.01832996,0.00692192,0.564555966,HIGH,HIGH,HIGHHIGH,1,1
88,2.41973,0.021099,1.950166924,0.682104078,0.688403854,0.01832996,0.00692192,0.39731233,HIGH,HIGH,HIGHHIGH,1,1
89,2.32722,0.021678,1.950166924,0.682104078,0.55277939,0.01832996,0.00692192,0.480870943,HIGH,HIGH,HIGHHIGH,1,1
90,2.27491,0.02315,1.950166924,0.682104078,0.476090213,0.01832996,0.00692192,0.693592138,HIGH,HIGH,HIGHHIGH,1,1
91,2.35463,0.020553,1.950166924,0.682104078,0.592963873,0.01832996,0.00692192,0.318336117,HIGH,HIGH,HIGHHIGH,1,1
92,2.41332,0.02206,1.950166924,0.682104078,0.679006461,0.01832996,0.00692192,0.53605029,HIGH,HIGH,HIGHHIGH,1,1
93,2.58312,0.021932,1.950166924,0.682104078,0.927942078,0.01832996,0.00692192,0.517611041,HIGH,HIGH,HIGHHIGH,1,1
94,2.48617,0.020525,1.950166924,0.682104078,0.785808344,0.01832996,0.00692192,0.314338237,HIGH,HIGH,HIGHHIGH,1,1
95,0.788221,0.022,1.950166924,0.682104078,-1.703473063,0.01832996,0.00692192,0.527390698,LOW,HIGH,LOWHIGH,3,2
96,2.2282,0.020504,1.950166924,0.682104078,0.407610928,0.01832996,0.00692192,0.31136753,HIGH,HIGH,HIGHHIGH,1,1
97,2.59155,0.021292,1.950166924,0.682104078,0.940300896,0.01832996,0.00692192,0.425186246,HIGH,HIGH,HIGHHIGH,1,1
98,2.18793,0.023381,1.950166924,0.682104078,0.348573017,0.01832996,0.00692192,0.726883336,HIGH,HIGH,HIGHHIGH,1,1
99,2.89641,0.021968,1.950166924,0.682104078,1.387241487,0.01832996,0.00692192,0.522745021,HIGH,HIGH,HIGHHIGH,1,1
100,2.74996,0.021429,1.950166924,0.682104078,1.172538182,0.01832996,0.00692192,0.444957062,HIGH,HIGH,HIGHHIGH,1,1
101,1.96661,0.017145,1.950166924,0.682104078,0.024106404,0.01832996,0.00692192,-0.174017769,HIGH,LOW,HIGHLOW,2,4
102,2.6312,0.02132,1.950166924,0.682104078,0.998429855,0.01832996,0.00692192,0.429184847,HIGH,HIGH,HIGHHIGH,1,1
103,0.681089,0.021148,1.950166924,0.682104078,-1.860534139,0.01832996,0.00692192,0.404280773,LOW,HIGH,LOWHIGH,3,2
104,2.35722,0.021405,1.950166924,0.682104078,0.596760948,0.01832996,0.00692192,0.441446042,HIGH,HIGH,HIGHHIGH,1,1
105,2.36337,0.021421,1.950166924,0.682104078,0.605777167,0.01832996,0.00692192,0.443768808,HIGH,HIGH,HIGHHIGH,1,1
106,2.51633,0.020262,1.950166924,0.682104078,0.83002447,0.01832996,0.00692192,0.276319882,HIGH,HIGH,HIGHHIGH,1,1
107,2.46879,0.021984,1.950166924,0.682104078,0.760328361,0.01832996,0.00692192,0.525067932,HIGH,HIGH,HIGHHIGH,1,1
108,2.66996,0.011656,1.950166924,0.682104078,1.055254028,0.01832996,0.00692192,-0.96692802,HIGH,LOW,HIGHLOW,2,4
109,3.12762,0.005407,1.950166924,0.682104078,1.726207354,0.01832996,0.00692192,-1.869725709,HIGH,LOW,HIGHLOW,2,4
110,1.00492,0.018558,1.950166924,0.682104078,-1.385781076,0.01832996,0.00692192,0.03009512,LOW,HIGH,LOWHIGH,3,2
111,2.75937,0.005522,1.950166924,0.682104078,1.186333731,0.01832996,0.00692192,-1.853068624,HIGH,LOW,HIGHLOW,2,4
112,2.86856,0.012989,1.950166924,0.682104078,1.346411941,0.01832996,0.00692192,-0.774435174,HIGH,LOW,HIGHLOW,2,4
113,2.68158,0.006997,1.950166924,0.682104078,1.072289551,0.01832996,0.00692192,-1.640030033,HIGH,LOW,HIGHLOW,2,4
114,3.09772,0.01758,1.950166924,0.682104078,1.682372401,0.01832996,0.00692192,-0.111164395,HIGH,LOW,HIGHLOW,2,4
115,2.52119,0.01457,1.950166924,0.682104078,0.837149482,0.01832996,0.00692192,-0.546046072,HIGH,LOW,HIGHLOW,2,4
116,3.09851,0.023454,1.950166924,0.682104078,1.683530582,0.01832996,0.00692192,0.737552198,HIGH,HIGH,HIGHHIGH,1,1
117,3.24489,0.022658,1.950166924,0.682104078,1.898131264,0.01832996,0.00692192,0.622516189,HIGH,HIGH,HIGHHIGH,1,1
118,3.04955,0.022133,1.950166924,0.682104078,1.61175268,0.01832996,0.00692192,0.546675955,HIGH,HIGH,HIGHHIGH,1,1
119,2.62987,0.023606,1.950166924,0.682104078,0.996480006,0.01832996,0.00692192,0.759499867,HIGH,HIGH,HIGHHIGH,1,1
120,2.7649,0.022368,1.950166924,0.682104078,1.194440998,0.01832996,0.00692192,0.58054734,HIGH,HIGH,HIGHHIGH,1,1
121,2.78693,0.021264,1.950166924,0.682104078,1.226738122,0.01832996,0.00692192,0.421056755,HIGH,HIGH,HIGHHIGH,1,1
122,3.10703,0.019094,1.950166924,0.682104078,1.696021345,0.01832996,0.00692192,0.107550657,HIGH,HIGH,HIGHHIGH,1,1
123,2.87087,0.021887,1.950166924,0.682104078,1.349798521,0.01832996,0.00692192,0.511130902,HIGH,HIGH,HIGHHIGH,1,1
124,2.78034,0.022927,1.950166924,0.682104078,1.21707684,0.01832996,0.00692192,0.661325221,HIGH,HIGH,HIGHHIGH,1,1
125,2.64462,0.021351,1.950166924,0.682104078,1.018104272,0.01832996,0.00692192,0.433719428,HIGH,HIGH,HIGHHIGH,1,1
126,2.72743,0.02292,1.950166924,0.682104078,1.139508032,0.01832996,0.00692192,0.66038213,HIGH,HIGH,HIGHHIGH,1,1
127,2.57042,0.022305,1.950166924,0.682104078,0.909323219,0.01832996,0.00692192,0.571524409,HIGH,HIGH,HIGHHIGH,1,1
128,2.74038,0.0236,1.950166924,0.682104078,1.158493405,0.01832996,0.00692192,0.758583936,HIGH,HIGH,HIGHHIGH,1,1
129,0.821697,0.023012,1.950166924,0.682104078,-1.654395509,0.01832996,0.00692192,0.673618487,LOW,HIGH,LOWHIGH,3,2
130,2.62077,0.020617,1.950166924,0.682104078,0.983138934,0.01832996,0.00692192,0.327580084,HIGH,HIGH,HIGHHIGH,1,1
131,2.63929,0.022562,1.950166924,0.682104078,1.010290215,0.01832996,0.00692192,0.608579159,HIGH,HIGH,HIGHHIGH,1,1
132,0.772324,0.021335,1.950166924,0.682104078,-1.726778891,0.01832996,0.00692192,0.431380915,LOW,HIGH,LOWHIGH,3,2
133,2.44351,0.020932,1.950166924,0.682104078,0.723266569,0.01832996,0.00692192,0.373152269,HIGH,HIGH,HIGHHIGH,1,1
134,2.33105,0.021381,1.950166924,0.682104078,0.558394369,0.01832996,0.00692192,0.437940656,HIGH,HIGH,HIGHHIGH,1,1
135,3.0791,0.02381,1.950166924,0.682104078,1.655074514,0.01832996,0.00692192,0.788843894,HIGH,HIGH,HIGHHIGH,1,1
136,2.03214,0.016386,1.950166924,0.682104078,0.120176786,0.01832996,0.00692192,-0.283642417,HIGH,LOW,HIGHLOW,2,4
137,2.61252,0.023249,1.950166924,0.682104078,0.971044005,0.01832996,0.00692192,0.707939747,HIGH,HIGH,HIGHHIGH,1,1
138,2.41058,0.020746,1.950166924,0.682104078,0.674989479,0.01832996,0.00692192,0.346210032,HIGH,HIGH,HIGHHIGH,1,1
139,2.70264,0.024729,1.950166924,0.682104078,1.103164605,0.01832996,0.00692192,0.921736077,HIGH,HIGH,HIGHHIGH,1,1
140,0.858539,0.020424,1.950166924,0.682104078,-1.600383224,0.01832996,0.00692192,0.29975341,LOW,HIGH,LOWHIGH,3,2
141,2.42219,0.021498,1.950166924,0.682104078,0.692010341,0.01832996,0.00692192,0.454949666,HIGH,HIGH,HIGHHIGH,1,1
142,2.72422,0.022284,1.950166924,0.682104078,1.134802006,0.01832996,0.00692192,0.568427869,HIGH,HIGH,HIGHHIGH,1,1
143,0.937398,0.023785,1.950166924,0.682104078,-1.484771835,0.01832996,0.00692192,0.78533663,LOW,HIGH,LOWHIGH,3,2
144,2.72387,0.024313,1.950166924,0.682104078,1.134288888,0.01832996,0.00692192,0.86155725,HIGH,HIGH,HIGHHIGH,1,1
145,0.92294,0.020712,1.950166924,0.682104078,-1.505968014,0.01832996,0.00692192,0.341374813,LOW,HIGH,LOWHIGH,3,2
146,2.53449,0.023998,1.950166924,0.682104078,0.856647973,0.01832996,0.00692192,0.816086193,HIGH,HIGH,HIGHHIGH,1,1
147,2.55005,0.021918,1.950166924,0.682104078,0.879459741,0.01832996,0.00692192,0.515602783,HIGH,HIGH,HIGHHIGH,1,1
148,2.12698,0.024224,1.950166924,0.682104078,0.259217151,0.01832996,0.00692192,0.848763689,HIGH,HIGH,HIGHHIGH,1,1
149,2.47244,0.02163,1.950166924,0.682104078,0.765679451,0.01832996,0.00692192,0.473965633,HIGH,HIGH,HIGHHIGH,1,1
150,2.43402,0.021244,1.950166924,0.682104078,0.709353736,0.01832996,0.00692192,0.418217803,HIGH,HIGH,HIGHHIGH,1,1
151,2.36463,0.021003,1.950166924,0.682104078,0.607624392,0.01832996,0.00692192,0.3833753,HIGH,HIGH,HIGHHIGH,1,1
152,2.49539,0.021388,1.950166924,0.682104078,0.799325343,0.01832996,0.00692192,0.439044251,HIGH,HIGH,HIGHHIGH,1,1
153,2.46663,0.022496,1.950166924,0.682104078,0.757161689,0.01832996,0.00692192,0.599114155,HIGH,HIGH,HIGHHIGH,1,1
154,2.4663,0.02118,1.950166924,0.682104078,0.756677892,0.01832996,0.00692192,0.40892645,HIGH,HIGH,HIGHHIGH,1,1
155,0.926501,0.021566,1.950166924,0.682104078,-1.500747403,0.01832996,0.00692192,0.46467428,LOW,HIGH,LOWHIGH,3,2
156,2.40295,0.020408,1.950166924,0.682104078,0.663803502,0.01832996,0.00692192,0.297430644,HIGH,HIGH,HIGHHIGH,1,1
157,2.66001,0.020537,1.950166924,0.682104078,1.040666811,0.01832996,0.00692192,0.316013206,HIGH,HIGH,HIGHHIGH,1,1
158,2.5151,0.021564,1.950166924,0.682104078,0.828221226,0.01832996,0.00692192,0.46446899,HIGH,HIGH,HIGHHIGH,1,1
159,2.50343,0.021614,1.950166924,0.682104078,0.8111124,0.01832996,0.00692192,0.471642867,HIGH,HIGH,HIGHHIGH,1,1
160,2.05804,0.020955,1.950166924,0.682104078,0.158147531,0.01832996,0.00692192,0.376406858,HIGH,HIGH,HIGHHIGH,1,1
161,2.37322,0.020954,1.950166924,0.682104078,0.620217779,0.01832996,0.00692192,0.37627019,HIGH,HIGH,HIGHHIGH,1,1
162,2.18862,0.01809,1.950166924,0.682104078,0.349584592,0.01832996,0.00692192,-0.037451605,HIGH,LOW,HIGHLOW,2,4
163,2.30428,0.021051,1.950166924,0.682104078,0.519148158,0.01832996,0.00692192,0.390343743,HIGH,HIGH,HIGHHIGH,1,1
164,2.18087,0.005077,1.950166924,0.682104078,0.33822269,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
165,2.1942,0.011586,1.950166924,0.682104078,0.357765162,0.01832996,0.00692192,-0.977149318,HIGH,LOW,HIGHLOW,2,4
166,1.802,0.018268,1.950166924,0.682104078,-0.217220405,0.01832996,0.00692192,-0.011744863,LOW,LOW,LOWLOW,4,3
167,2.53916,0.023436,1.950166924,0.682104078,0.863494436,0.01832996,0.00692192,0.734946418,HIGH,HIGH,HIGHHIGH,1,1
168,2.23022,0.005608,1.950166924,0.682104078,0.410572353,0.01832996,0.00692192,-1.840722772,HIGH,LOW,HIGHLOW,2,4
169,2.23022,0.005614,1.950166924,0.682104078,0.410572353,0.01832996,0.00692192,-1.839904068,HIGH,LOW,HIGHLOW,2,4
170,2.15906,0.006609,1.950166924,0.682104078,0.306248097,0.01832996,0.00692192,-1.696105951,HIGH,LOW,HIGHLOW,2,4
171,2.20807,0.006486,1.950166924,0.682104078,0.378099302,0.01832996,0.00692192,-1.713814045,HIGH,LOW,HIGHLOW,2,4
172,2.25108,0.006139,1.950166924,0.682104078,0.441154196,0.01832996,0.00692192,-1.763987266,HIGH,LOW,HIGHLOW,2,4
173,2.16523,0.009869,1.950166924,0.682104078,0.315293638,0.01832996,0.00692192,-1.225116371,HIGH,LOW,HIGHLOW,2,4
174,2.24083,0.005198,1.950166924,0.682104078,0.426127164,0.01832996,0.00692192,-1.899897975,HIGH,LOW,HIGHLOW,2,4
175,2.14676,0.009129,1.950166924,0.682104078,0.288215659,0.01832996,0.00692192,-1.332047691,HIGH,LOW,HIGHLOW,2,4
176,2.26141,0.008526,1.950166924,0.682104078,0.456298512,0.01832996,0.00692192,-1.419177279,HIGH,LOW,HIGHLOW,2,4
177,2.18072,0.013241,1.950166924,0.682104078,0.338002782,0.01832996,0.00692192,-0.737958588,HIGH,LOW,HIGHLOW,2,4
178,1.79659,0.01765,1.950166924,0.682104078,-0.225151746,0.01832996,0.00692192,-0.101031656,LOW,LOW,LOWLOW,4,3
179,2.21427,0.005768,1.950166924,0.682104078,0.387188824,0.01832996,0.00692192,-1.817548564,HIGH,LOW,HIGHLOW,2,4
180,2.15703,0.00544,1.950166924,0.682104078,0.303272012,0.01832996,0.00692192,-1.865016755,HIGH,LOW,HIGHLOW,2,4
181,1.56376,0.009714,1.950166924,0.682104078,-0.566492616,0.01832996,0.00692192,-1.247498891,LOW,LOW,LOWLOW,4,3
182,2.41129,0.020214,1.950166924,0.682104078,0.676030375,0.01832996,0.00692192,0.269456901,HIGH,HIGH,HIGHHIGH,1,1
183,2.15352,0.014084,1.950166924,0.682104078,0.29812617,0.01832996,0.00692192,-0.616243652,HIGH,LOW,HIGHLOW,2,4
184,2.28978,0.005077,1.950166924,0.682104078,0.497890406,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
185,2.25688,0.005179,1.950166924,0.682104078,0.449657297,0.01832996,0.00692192,-1.902701388,HIGH,LOW,HIGHLOW,2,4
186,2.11654,0.008602,1.950166924,0.682104078,0.243911569,0.01832996,0.00692192,-1.408186686,HIGH,LOW,HIGHLOW,2,4
187,2.12991,0.008893,1.950166924,0.682104078,0.263512684,0.01832996,0.00692192,-1.366108908,HIGH,LOW,HIGHLOW,2,4
188,2.25054,0.110335,1.950166924,0.682104078,0.440362528,0.01832996,0.00692192,13.28911943,HIGH,HIGH,HIGHHIGH,1,1
189,2.26464,0.005077,1.950166924,0.682104078,0.46103386,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
190,2.5706,0.007803,1.950166924,0.682104078,0.909587108,0.01832996,0.00692192,-1.523604236,HIGH,LOW,HIGHLOW,2,4
191,2.21435,0.005077,1.950166924,0.682104078,0.387306108,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
192,1.85114,0.013107,1.950166924,0.682104078,-0.145178613,0.01832996,0.00692192,-0.757378779,LOW,LOW,LOWLOW,4,3
193,2.26395,0.005116,1.950166924,0.682104078,0.460022284,0.01832996,0.00692192,-1.911801321,HIGH,LOW,HIGHLOW,2,4
194,1.64766,0.010698,1.950166924,0.682104078,-0.443490859,0.01832996,0.00692192,-1.105395246,LOW,LOW,LOWLOW,4,3
195,2.09894,0.00724,1.950166924,0.682104078,0.218109055,0.01832996,0.00692192,-1.605002466,HIGH,LOW,HIGHLOW,2,4
196,2.17159,0.008741,1.950166924,0.682104078,0.324617728,0.01832996,0.00692192,-1.388109886,HIGH,LOW,HIGHLOW,2,4
197,1.84564,0.010347,1.950166924,0.682104078,-0.153241898,0.01832996,0.00692192,-1.156043768,LOW,LOW,LOWLOW,4,3
