LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,S,Z-score,typemesli,typeLER,type,NUMBER,QUADRANT
17518,1.82612,0.020613,1.950166924,0.682104078,-0.181859232,0.01832996,0.00692192,-0.79169816,LOW,HIGH,LOWHIGH,3,2
17519,1.9779,0.020939,1.950166924,0.682104078,0.04065813,0.01832996,0.00692192,0.524404532,HIGH,HIGH,HIGHHIGH,1,1
17520,2.00085,0.022357,1.950166924,0.682104078,0.074304022,0.01832996,0.00692192,-0.10145885,HIGH,HIGH,HIGHHIGH,1,1
17521,2.57178,0.021726,1.950166924,0.682104078,0.91131705,0.01832996,0.00692192,-1.073341132,HIGH,HIGH,HIGHHIGH,1,1
17522,2.08706,0.022434,1.950166924,0.682104078,0.200692358,0.01832996,0.00692192,0.548364071,HIGH,HIGH,HIGHHIGH,1,1
17523,2.58663,0.022772,1.950166924,0.682104078,0.933087921,0.01832996,0.00692192,-0.599637709,HIGH,HIGH,HIGHHIGH,1,1
17524,2.33248,0.021855,1.950166924,0.682104078,0.560490823,0.01832996,0.00692192,-1.784168951,HIGH,HIGH,HIGHHIGH,1,1
17525,2.40151,0.022064,1.950166924,0.682104078,0.661692388,0.01832996,0.00692192,-0.516426832,HIGH,HIGH,HIGHHIGH,1,1
17526,2.24984,0.011238,1.950166924,0.682104078,0.439336291,0.01832996,0.00692192,0.711558252,HIGH,LOW,HIGHLOW,2,4
17527,2.51777,0.02208,1.950166924,0.682104078,0.832135585,0.01832996,0.00692192,-1.864333563,HIGH,HIGH,HIGHHIGH,1,1
17528,2.34529,0.022208,1.950166924,0.682104078,0.579270948,0.01832996,0.00692192,-1.765828518,HIGH,HIGH,HIGHHIGH,1,1
17529,0.602218,0.022505,1.950166924,0.682104078,-1.97616312,0.01832996,0.00692192,-1.294859597,LOW,HIGH,LOWHIGH,3,2
17530,0.611188,0.033595,1.950166924,0.682104078,-1.963012635,0.01832996,0.00692192,-1.761035917,LOW,HIGH,LOWHIGH,3,2
17531,2.37888,0.021903,1.950166924,0.682104078,0.628515632,0.01832996,0.00692192,-1.917458133,HIGH,HIGH,HIGHHIGH,1,1
17532,2.55509,0.023179,1.950166924,0.682104078,0.886848643,0.01832996,0.00692192,-1.914506784,HIGH,HIGH,HIGHHIGH,1,1
17533,2.32708,0.01845,1.950166924,0.682104078,0.552574142,0.01832996,0.00692192,1.013450231,HIGH,HIGH,HIGHHIGH,1,1
17534,0.602982,0.023884,1.950166924,0.682104078,-1.975043057,0.01832996,0.00692192,-1.845503237,LOW,HIGH,LOWHIGH,3,2
17535,2.32433,0.022594,1.950166924,0.682104078,0.5485425,0.01832996,0.00692192,6.466522684,HIGH,HIGH,HIGHHIGH,1,1
17536,2.48308,0.022434,1.950166924,0.682104078,0.781278243,0.01832996,0.00692192,-1.840722772,HIGH,HIGH,HIGHHIGH,1,1
17537,2.24615,0.006753,1.950166924,0.682104078,0.43392656,0.01832996,0.00692192,-0.504950535,HIGH,LOW,HIGHLOW,2,4
17538,0.842651,0.012869,1.950166924,0.682104078,-1.623675857,0.01832996,0.00692192,-1.917458133,LOW,LOW,LOWLOW,4,3
17539,1.81531,0.021979,1.950166924,0.682104078,-0.197707253,0.01832996,0.00692192,-1.917458133,LOW,HIGH,LOWHIGH,3,2
17540,2.33767,0.017647,1.950166924,0.682104078,0.568099632,0.01832996,0.00692192,-0.230411518,HIGH,LOW,HIGHLOW,2,4
17541,2.14162,0.01092,1.950166924,0.682104078,0.280680152,0.01832996,0.00692192,0.663307475,HIGH,LOW,HIGHLOW,2,4
17542,1.81126,0.022145,1.950166924,0.682104078,-0.203644764,0.01832996,0.00692192,0.50044586,LOW,HIGH,LOWHIGH,3,2
17543,2.39861,0.014199,1.950166924,0.682104078,0.657440837,0.01832996,0.00692192,0.673729006,HIGH,LOW,HIGHLOW,2,4
17544,2.22981,0.005999,1.950166924,0.682104078,0.409971271,0.01832996,0.00692192,0.5668156,HIGH,LOW,HIGHLOW,2,4
17545,1.82206,0.014775,1.950166924,0.682104078,-0.187811403,0.01832996,0.00692192,-0.460304539,LOW,LOW,LOWLOW,4,3
17546,2.26921,0.023275,1.950166924,0.682104078,0.467733717,0.01832996,0.00692192,0.871774936,HIGH,HIGH,HIGHHIGH,1,1
17547,2.17767,0.005444,1.950166924,0.682104078,0.333531324,0.01832996,0.00692192,0.694460683,HIGH,LOW,HIGHLOW,2,4
17548,2.23646,0.006126,1.950166924,0.682104078,0.419720517,0.01832996,0.00692192,-0.871415787,HIGH,LOW,HIGHLOW,2,4
17549,2.22802,0.009386,1.950166924,0.682104078,0.407347038,0.01832996,0.00692192,0.40892645,HIGH,LOW,HIGHLOW,2,4
17550,2.25354,0.006159,1.950166924,0.682104078,0.444760684,0.01832996,0.00692192,0.592271978,HIGH,LOW,HIGHLOW,2,4
17551,2.20023,0.005077,1.950166924,0.682104078,0.366605455,0.01832996,0.00692192,0.620303941,HIGH,LOW,HIGHLOW,2,4
17552,2.14596,0.005097,1.950166924,0.682104078,0.287042817,0.01832996,0.00692192,0.262588142,HIGH,LOW,HIGHLOW,2,4
17553,2.23514,0.025364,1.950166924,0.682104078,0.417785328,0.01832996,0.00692192,0.776740171,HIGH,HIGH,HIGHHIGH,1,1
17554,2.29293,0.005575,1.950166924,0.682104078,0.502508469,0.01832996,0.00692192,0.466997191,HIGH,LOW,HIGHLOW,2,4
17555,2.18922,0.06311,1.950166924,0.682104078,0.350464224,0.01832996,0.00692192,-0.156010625,HIGH,HIGH,HIGHHIGH,1,1
17556,2.35316,0.005608,1.950166924,0.682104078,0.590808777,0.01832996,0.00692192,-0.011916348,HIGH,LOW,HIGHLOW,2,4
17557,2.09536,0.014854,1.950166924,0.682104078,0.212860589,0.01832996,0.00692192,-1.635659424,HIGH,LOW,HIGHLOW,2,4
17558,2.77894,0.005077,1.950166924,0.682104078,1.215024367,0.01832996,0.00692192,-0.35931969,HIGH,LOW,HIGHLOW,2,4
17559,2.5846,0.005077,1.950166924,0.682104078,0.930111835,0.01832996,0.00692192,0.508808136,HIGH,LOW,HIGHLOW,2,4
17560,2.32184,0.016754,1.950166924,0.682104078,0.54489203,0.01832996,0.00692192,0.362442379,HIGH,LOW,HIGHLOW,2,4
17561,2.90427,0.022941,1.950166924,0.682104078,1.398764656,0.01832996,0.00692192,0.603415563,HIGH,HIGH,HIGHHIGH,1,1
17562,2.15806,0.021813,1.950166924,0.682104078,0.304782045,0.01832996,0.00692192,0.523843416,HIGH,HIGH,HIGHHIGH,1,1
17563,2.64195,0.023013,1.950166924,0.682104078,1.014189913,0.01832996,0.00692192,0.466152916,HIGH,HIGH,HIGHHIGH,1,1
17564,2.60572,0.022273,1.950166924,0.682104078,0.961074852,0.01832996,0.00692192,0.499516783,HIGH,HIGH,HIGHHIGH,1,1
17565,2.45982,0.015163,1.950166924,0.682104078,0.747177876,0.01832996,0.00692192,0.502085579,HIGH,LOW,HIGHLOW,2,4
17566,0.797106,0.024384,1.950166924,0.682104078,-1.690447192,0.01832996,0.00692192,-0.83550884,LOW,HIGH,LOWHIGH,3,2
17567,2.64024,0.023156,1.950166924,0.682104078,1.011682965,0.01832996,0.00692192,0.536682051,HIGH,HIGH,HIGHHIGH,1,1
17568,2.33606,0.012317,1.950166924,0.682104078,0.565739289,0.01832996,0.00692192,0.552941847,HIGH,LOW,HIGHLOW,2,4
17569,2.69053,0.02118,1.950166924,0.682104078,1.085410716,0.01832996,0.00692192,-0.630812154,HIGH,HIGH,HIGHHIGH,1,1
17570,2.76657,0.022449,1.950166924,0.682104078,1.196889305,0.01832996,0.00692192,-0.463741591,HIGH,HIGH,HIGHHIGH,1,1
17571,2.79017,0.022643,1.950166924,0.682104078,1.23148813,0.01832996,0.00692192,0.654719973,HIGH,HIGH,HIGHHIGH,1,1
17572,2.52664,0.020167,1.950166924,0.682104078,0.845139465,0.01832996,0.00692192,-0.591893036,HIGH,HIGH,HIGHHIGH,1,1
17573,2.49774,0.023726,1.950166924,0.682104078,0.802770565,0.01832996,0.00692192,0.539004817,HIGH,HIGH,HIGHHIGH,1,1
17574,2.51372,0.021582,1.950166924,0.682104078,0.826198075,0.01832996,0.00692192,0.473965633,HIGH,HIGH,HIGHHIGH,1,1
17575,2.16675,0.017269,1.950166924,0.682104078,0.317522037,0.01832996,0.00692192,0.422863335,HIGH,LOW,HIGHLOW,2,4
17576,0.792445,0.018267,1.950166924,0.682104078,-1.69728046,0.01832996,0.00692192,-1.375675474,LOW,LOW,LOWLOW,4,3
17577,2.34647,0.007027,1.950166924,0.682104078,0.581000889,0.01832996,0.00692192,-0.475057383,HIGH,LOW,HIGHLOW,2,4
17578,2.27966,0.015862,1.950166924,0.682104078,0.48305396,0.01832996,0.00692192,-1.551229088,HIGH,LOW,HIGHLOW,2,4
17579,2.37489,0.021871,1.950166924,0.682104078,0.622666085,0.01832996,0.00692192,-1.775626378,HIGH,HIGH,HIGHHIGH,1,1
17580,2.4058,0.020858,1.950166924,0.682104078,0.66798175,0.01832996,0.00692192,0.517278185,HIGH,HIGH,HIGHHIGH,1,1
17581,2.57629,0.022526,1.950166924,0.682104078,0.917928944,0.01832996,0.00692192,0.233612653,HIGH,HIGH,HIGHHIGH,1,1
17582,2.45613,0.021975,1.950166924,0.682104078,0.741768144,0.01832996,0.00692192,-0.284452741,HIGH,HIGH,HIGHHIGH,1,1
17583,2.44778,0.021576,1.950166924,0.682104078,0.72952661,0.01832996,0.00692192,0.55991029,HIGH,HIGH,HIGHHIGH,1,1
17584,2.46548,0.021807,1.950166924,0.682104078,0.75547573,0.01832996,0.00692192,-0.323947999,HIGH,HIGH,HIGHHIGH,1,1
17585,2.59253,0.021825,1.950166924,0.682104078,0.941737627,0.01832996,0.00692192,0.362469828,HIGH,HIGH,HIGHHIGH,1,1
17586,2.2392,0.012566,1.950166924,0.682104078,0.423737499,0.01832996,0.00692192,0.499516783,HIGH,LOW,HIGHLOW,2,4
17587,0.808611,0.022064,1.950166924,0.682104078,-1.673580265,0.01832996,0.00692192,0.511130902,LOW,HIGH,LOWHIGH,3,2
17588,2.57947,0.022177,1.950166924,0.682104078,0.922590989,0.01832996,0.00692192,0.760622532,HIGH,HIGH,HIGHHIGH,1,1
17589,2.38281,0.013983,1.950166924,0.682104078,0.634277217,0.01832996,0.00692192,-0.633020212,HIGH,LOW,HIGHLOW,2,4
17590,2.09577,0.015139,1.950166924,0.682104078,0.213461671,0.01832996,0.00692192,0.345717972,HIGH,LOW,HIGHLOW,2,4
17591,2.41831,0.022881,1.950166924,0.682104078,0.68632206,0.01832996,0.00692192,0.499516783,HIGH,HIGH,HIGHHIGH,1,1
17592,2.22313,0.014252,1.950166924,0.682104078,0.400178044,0.01832996,0.00692192,1.177738184,HIGH,LOW,HIGHLOW,2,4
17593,2.40765,0.02208,1.950166924,0.682104078,0.670693946,0.01832996,0.00692192,0.385698067,HIGH,HIGH,HIGHHIGH,1,1
17594,2.43745,0.02163,1.950166924,0.682104078,0.714382294,0.01832996,0.00692192,-0.821476894,HIGH,HIGH,HIGHHIGH,1,1
17595,2.45187,0.021276,1.950166924,0.682104078,0.735522763,0.01832996,0.00692192,0.366799696,HIGH,HIGH,HIGHHIGH,1,1
17596,1.96898,0.008827,1.950166924,0.682104078,0.027580947,0.01832996,0.00692192,0.429831922,HIGH,LOW,HIGHLOW,2,4
17597,1.98053,0.015061,1.950166924,0.682104078,0.044513846,0.01832996,0.00692192,0.46467428,HIGH,LOW,HIGHLOW,2,4
17598,1.92889,0.007612,1.950166924,0.682104078,-0.031193075,0.01832996,0.00692192,0.262588142,LOW,LOW,LOWLOW,4,3
17599,2.26895,0.006058,1.950166924,0.682104078,0.467352544,0.01832996,0.00692192,0.462209357,HIGH,LOW,HIGHLOW,2,4
17600,0.605308,0.02193,1.950166924,0.682104078,-1.97163302,0.01832996,0.00692192,0.506485225,LOW,HIGH,LOWHIGH,3,2
17601,2.39642,0.019966,1.950166924,0.682104078,0.654230183,0.01832996,0.00692192,0.452904135,HIGH,HIGH,HIGHHIGH,1,1
17602,2.56291,0.01638,1.950166924,0.682104078,0.898313169,0.01832996,0.00692192,-1.797099901,HIGH,LOW,HIGHLOW,2,4
17603,2.45205,0.022225,1.950166924,0.682104078,0.735786652,0.01832996,0.00692192,0.551883759,HIGH,HIGH,HIGHHIGH,1,1
17604,0.923987,0.016107,1.950166924,0.682104078,-1.504433057,0.01832996,0.00692192,0.569201643,LOW,LOW,LOWLOW,4,3
17605,2.20272,0.020858,1.950166924,0.682104078,0.370255925,0.01832996,0.00692192,2.664764706,HIGH,HIGH,HIGHHIGH,1,1
17606,2.43531,0.021807,1.950166924,0.682104078,0.711244943,0.01832996,0.00692192,-1.157458405,HIGH,HIGH,HIGHHIGH,1,1
17607,2.25608,0.021887,1.950166924,0.682104078,0.448484456,0.01832996,0.00692192,0.701554958,HIGH,HIGH,HIGHHIGH,1,1
17608,2.4469,0.023614,1.950166924,0.682104078,0.728236485,0.01832996,0.00692192,0.77925248,HIGH,HIGH,HIGHHIGH,1,1
17609,2.36438,0.013968,1.950166924,0.682104078,0.607257879,0.01832996,0.00692192,0.336918679,HIGH,LOW,HIGHLOW,2,4
17610,2.71851,0.020742,1.950166924,0.682104078,1.126430849,0.01832996,0.00692192,0.209865917,HIGH,HIGH,HIGHHIGH,1,1
17611,2.20604,0.021807,1.950166924,0.682104078,0.375123217,0.01832996,0.00692192,0.501839549,HIGH,HIGH,HIGHHIGH,1,1
17612,2.65454,0.026501,1.950166924,0.682104078,1.032647507,0.01832996,0.00692192,0.381052534,HIGH,HIGH,HIGHHIGH,1,1
17613,0.755753,0.021019,1.950166924,0.682104078,-1.751072837,0.01832996,0.00692192,0.111604301,LOW,HIGH,LOWHIGH,3,2
17614,0.750684,0.012663,1.950166924,0.682104078,-1.758504255,0.01832996,0.00692192,0.17469836,LOW,LOW,LOWLOW,4,3
17615,0.602218,0.020888,1.950166924,0.682104078,-1.97616312,0.01832996,0.00692192,-0.883257155,LOW,HIGH,LOWHIGH,3,2
17616,2.30126,0.021324,1.950166924,0.682104078,0.514720682,0.01832996,0.00692192,-0.428884786,HIGH,HIGH,HIGHHIGH,1,1
17617,2.37126,0.021566,1.950166924,0.682104078,0.617344317,0.01832996,0.00692192,-0.009464571,HIGH,HIGH,HIGHHIGH,1,1
17618,2.27303,0.020167,1.950166924,0.682104078,0.473334036,0.01832996,0.00692192,-1.828725955,HIGH,HIGH,HIGHHIGH,1,1
17619,2.12251,0.021549,1.950166924,0.682104078,0.252663899,0.01832996,0.00692192,-0.496107902,HIGH,HIGH,HIGHHIGH,1,1
17620,2.41281,0.021855,1.950166924,0.682104078,0.678258774,0.01832996,0.00692192,0.600516511,HIGH,HIGH,HIGHHIGH,1,1
17621,2.46215,0.021484,1.950166924,0.682104078,0.750593777,0.01832996,0.00692192,-1.16529756,HIGH,HIGH,HIGHHIGH,1,1
17622,2.42434,0.00591,1.950166924,0.682104078,0.695162353,0.01832996,0.00692192,0.334283427,HIGH,LOW,HIGHLOW,2,4
17623,0.714336,0.022169,1.950166924,0.682104078,-1.81179231,0.01832996,0.00692192,-0.526218624,LOW,HIGH,LOWHIGH,3,2
17624,0.712743,0.022289,1.950166924,0.682104078,-1.814127731,0.01832996,0.00692192,-0.047295117,LOW,HIGH,LOWHIGH,3,2
17625,0.603112,0.036795,1.950166924,0.682104078,-1.97485247,0.01832996,0.00692192,0.633845994,LOW,HIGH,LOWHIGH,3,2
17626,2.30607,0.010337,1.950166924,0.682104078,0.521772391,0.01832996,0.00692192,0.673634235,HIGH,LOW,HIGHLOW,2,4
17627,2.53529,0.023205,1.950166924,0.682104078,0.857820815,0.01832996,0.00692192,0.724704894,HIGH,HIGH,HIGHHIGH,1,1
17628,2.59258,0.023743,1.950166924,0.682104078,0.94181093,0.01832996,0.00692192,0.61019244,HIGH,HIGH,HIGHHIGH,1,1
17629,2.34788,0.020681,1.950166924,0.682104078,0.583068023,0.01832996,0.00692192,0.769676957,HIGH,HIGH,HIGHHIGH,1,1
17630,2.30275,0.019802,1.950166924,0.682104078,0.516905099,0.01832996,0.00692192,0.712916979,HIGH,HIGH,HIGHHIGH,1,1
17631,2.44126,0.021823,1.950166924,0.682104078,0.719967952,0.01832996,0.00692192,0.471405939,HIGH,HIGH,HIGHHIGH,1,1
17632,2.46839,0.020987,1.950166924,0.682104078,0.759741941,0.01832996,0.00692192,0.610771037,HIGH,HIGH,HIGHHIGH,1,1
17633,0.649,0.019122,1.950166924,0.682104078,-1.907578279,0.01832996,0.00692192,0.485074402,LOW,HIGH,LOWHIGH,3,2
17634,1.82671,0.019558,1.950166924,0.682104078,-0.180994261,0.01832996,0.00692192,0.486939202,LOW,HIGH,LOWHIGH,3,2
17635,2.89122,0.012235,1.950166924,0.682104078,1.379632678,0.01832996,0.00692192,0.680571183,HIGH,LOW,HIGHLOW,2,4
17636,2.78114,0.015381,1.950166924,0.682104078,1.218249682,0.01832996,0.00692192,-1.120496548,HIGH,LOW,HIGHLOW,2,4
17637,4.06261,0.018284,1.950166924,0.682104078,3.096951247,0.01832996,0.00692192,0.320658883,HIGH,LOW,HIGHLOW,2,4
17638,2.73086,0.005691,1.950166924,0.682104078,1.144536591,0.01832996,0.00692192,0.751157528,HIGH,LOW,HIGHLOW,2,4
17639,2.66022,0.014915,1.950166924,0.682104078,1.040974682,0.01832996,0.00692192,0.651954844,HIGH,LOW,HIGHLOW,2,4
17640,3.35085,0.022506,1.950166924,0.682104078,2.053474126,0.01832996,0.00692192,0.308776341,HIGH,HIGH,HIGHHIGH,1,1
17641,2.46316,0.010283,1.950166924,0.682104078,0.752074489,0.01832996,0.00692192,0.705032461,HIGH,LOW,HIGHLOW,2,4
17642,3.42938,0.020663,1.950166924,0.682104078,2.168603184,0.01832996,0.00692192,0.385148219,HIGH,HIGH,HIGHHIGH,1,1
17643,3.6516,0.014707,1.950166924,0.682104078,2.494389244,0.01832996,0.00692192,0.334595913,HIGH,LOW,HIGHLOW,2,4
17644,2.74761,0.018022,1.950166924,0.682104078,1.16909296,0.01832996,0.00692192,0.632879066,HIGH,LOW,HIGHLOW,2,4
17645,2.79758,0.022737,1.950166924,0.682104078,1.242351575,0.01832996,0.00692192,0.814980575,HIGH,HIGH,HIGHHIGH,1,1
17646,2.89355,0.023012,1.950166924,0.682104078,1.383048579,0.01832996,0.00692192,0.459203832,HIGH,HIGH,HIGHHIGH,1,1
17647,2.93516,0.023366,1.950166924,0.682104078,1.444051,0.01832996,0.00692192,0.39028061,HIGH,HIGH,HIGHHIGH,1,1
17648,3.20934,0.022573,1.950166924,0.682104078,1.846013118,0.01832996,0.00692192,0.477449927,HIGH,HIGH,HIGHHIGH,1,1
17649,2.82948,0.023677,1.950166924,0.682104078,1.289118632,0.01832996,0.00692192,0.536682051,HIGH,HIGH,HIGHHIGH,1,1
17650,2.83096,0.023284,1.950166924,0.682104078,1.291288389,0.01832996,0.00692192,0.40892645,HIGH,HIGH,HIGHHIGH,1,1
17651,2.82392,0.021612,1.950166924,0.682104078,1.280967383,0.01832996,0.00692192,0.271879495,HIGH,HIGH,HIGHHIGH,1,1
17652,2.59874,0.022577,1.950166924,0.682104078,0.95084181,0.01832996,0.00692192,0.767464709,HIGH,HIGH,HIGHHIGH,1,1
17653,2.58921,0.021707,1.950166924,0.682104078,0.936870335,0.01832996,0.00692192,0.374083947,HIGH,HIGH,HIGHHIGH,1,1
17654,0.971711,0.02172,1.950166924,0.682104078,-1.434467195,0.01832996,0.00692192,0.390343743,LOW,HIGH,LOWHIGH,3,2
17655,2.52115,0.02306,1.950166924,0.682104078,0.83709084,0.01832996,0.00692192,0.634240827,HIGH,HIGH,HIGHHIGH,1,1
17656,2.42442,0.010593,1.950166924,0.682104078,0.695279637,0.01832996,0.00692192,0.497193872,HIGH,LOW,HIGHLOW,2,4
17657,2.44426,0.020569,1.950166924,0.682104078,0.724366108,0.01832996,0.00692192,-0.048973987,HIGH,HIGH,HIGHHIGH,1,1
17658,2.46651,0.023549,1.950166924,0.682104078,0.756985763,0.01832996,0.00692192,0.422831841,HIGH,HIGH,HIGHHIGH,1,1
17659,2.84646,0.022862,1.950166924,0.682104078,1.314012194,0.01832996,0.00692192,-1.12948914,HIGH,HIGH,HIGHHIGH,1,1
17660,2.41107,0.020487,1.950166924,0.682104078,0.675707844,0.01832996,0.00692192,-1.858327137,HIGH,HIGH,HIGHHIGH,1,1
17661,2.52968,0.023229,1.950166924,0.682104078,0.849596263,0.01832996,0.00692192,-1.002112625,HIGH,HIGH,HIGHHIGH,1,1
17662,2.4415,0.021015,1.950166924,0.682104078,0.720319804,0.01832996,0.00692192,-1.763987266,HIGH,HIGH,HIGHHIGH,1,1
17663,2.80931,0.020665,1.950166924,0.682104078,1.259548364,0.01832996,0.00692192,-1.899749895,HIGH,HIGH,HIGHHIGH,1,1
17664,0.908783,0.02273,1.950166924,0.682104078,-1.526722911,0.01832996,0.00692192,-1.410200145,LOW,HIGH,LOWHIGH,3,2
17665,2.33799,0.023991,1.950166924,0.682104078,0.568568769,0.01832996,0.00692192,-1.238730658,HIGH,HIGH,HIGHHIGH,1,1
17666,2.58694,0.021528,1.950166924,0.682104078,0.933542397,0.01832996,0.00692192,-1.917458133,HIGH,HIGH,HIGHHIGH,1,1
17667,2.41805,0.021051,1.950166924,0.682104078,0.685940886,0.01832996,0.00692192,-1.917458133,HIGH,HIGH,HIGHHIGH,1,1
17668,2.64213,0.021654,1.950166924,0.682104078,1.014453803,0.01832996,0.00692192,-1.890895848,HIGH,HIGH,HIGHHIGH,1,1
17669,0.858823,0.022064,1.950166924,0.682104078,-1.599966865,0.01832996,0.00692192,-1.807929701,LOW,HIGH,LOWHIGH,3,2
17670,2.56082,0.02118,1.950166924,0.682104078,0.89524912,0.01832996,0.00692192,-1.914506784,HIGH,HIGH,HIGHHIGH,1,1
17671,0.765527,0.020231,1.950166924,0.682104078,-1.736743646,0.01832996,0.00692192,-1.873187754,LOW,HIGH,LOWHIGH,3,2
17672,2.83631,0.023662,1.950166924,0.682104078,1.299131766,0.01832996,0.00692192,-1.711297836,HIGH,HIGH,HIGHHIGH,1,1
17673,2.4989,0.020939,1.950166924,0.682104078,0.804471185,0.01832996,0.00692192,11.72839832,HIGH,HIGH,HIGHHIGH,1,1
17674,0.7462,0.021051,1.950166924,0.682104078,-1.765078032,0.01832996,0.00692192,-1.917458133,LOW,HIGH,LOWHIGH,3,2
17675,2.4452,0.022739,1.950166924,0.682104078,0.725744196,0.01832996,0.00692192,-0.433717405,HIGH,HIGH,HIGHHIGH,1,1
17676,2.26274,0.021791,1.950166924,0.682104078,0.458248361,0.01832996,0.00692192,-1.852528167,HIGH,HIGH,HIGHHIGH,1,1
17677,2.28474,0.01801,1.950166924,0.682104078,0.490501504,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
17678,2.46796,0.021276,1.950166924,0.682104078,0.759111538,0.01832996,0.00692192,-1.300357783,HIGH,HIGH,HIGHHIGH,1,1
17679,2.71199,0.010531,1.950166924,0.682104078,1.116872191,0.01832996,0.00692192,-1.909353445,HIGH,LOW,HIGHLOW,2,4
17680,2.24018,0.005486,1.950166924,0.682104078,0.42517423,0.01832996,0.00692192,0.631065407,HIGH,LOW,HIGHLOW,2,4
17681,2.56664,0.011413,1.950166924,0.682104078,0.903781543,0.01832996,0.00692192,0.148276932,HIGH,LOW,HIGHLOW,2,4
17682,2.25438,0.006139,1.950166924,0.682104078,0.445992167,0.01832996,0.00692192,-1.619860194,HIGH,LOW,HIGHLOW,2,4
17683,2.27788,0.005199,1.950166924,0.682104078,0.480444388,0.01832996,0.00692192,-1.371244188,HIGH,LOW,HIGHLOW,2,4
17684,2.18573,0.008588,1.950166924,0.682104078,0.345347702,0.01832996,0.00692192,0.454338563,HIGH,LOW,HIGHLOW,2,4
17685,2.23411,0.009775,1.950166924,0.682104078,0.416275295,0.01832996,0.00692192,-0.982773625,HIGH,LOW,HIGHLOW,2,4
17686,2.26833,0.005077,1.950166924,0.682104078,0.466443592,0.01832996,0.00692192,-1.084487028,HIGH,LOW,HIGHLOW,2,4
17687,2.38946,0.005077,1.950166924,0.682104078,0.644026462,0.01832996,0.00692192,-1.356801807,HIGH,LOW,HIGHLOW,2,4
17688,2.32866,0.005261,1.950166924,0.682104078,0.554890505,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
17689,2.1435,0.005835,1.950166924,0.682104078,0.283436329,0.01832996,0.00692192,-1.861280508,HIGH,LOW,HIGHLOW,2,4
17690,2.21761,0.005097,1.950166924,0.682104078,0.392085438,0.01832996,0.00692192,-1.814160487,HIGH,LOW,HIGHLOW,2,4
17691,2.23997,0.005383,1.950166924,0.682104078,0.424866359,0.01832996,0.00692192,1.342685492,HIGH,LOW,HIGHLOW,2,4
17692,2.16994,0.006504,1.950166924,0.682104078,0.322198742,0.01832996,0.00692192,-0.938485043,HIGH,LOW,HIGHLOW,2,4
17693,1.96538,0.099532,1.950166924,0.682104078,0.02230316,0.01832996,0.00692192,-1.81396921,HIGH,HIGH,HIGHHIGH,1,1
17694,2.21385,0.005077,1.950166924,0.682104078,0.386573083,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
17695,1.77374,0.015347,1.950166924,0.682104078,-0.258651032,0.01832996,0.00692192,0.281209277,LOW,LOW,LOWLOW,4,3
17696,2.21307,0.005526,1.950166924,0.682104078,0.385429562,0.01832996,0.00692192,-1.389483637,HIGH,LOW,HIGHLOW,2,4
17697,2.11733,0.005077,1.950166924,0.682104078,0.24506975,0.01832996,0.00692192,0.435806132,HIGH,LOW,HIGHLOW,2,4
17698,2.18728,0.009348,1.950166924,0.682104078,0.347620083,0.01832996,0.00692192,-0.811206188,HIGH,LOW,HIGHLOW,2,4
17699,2.18029,0.005133,1.950166924,0.682104078,0.33737238,0.01832996,0.00692192,-1.487136462,HIGH,LOW,HIGHLOW,2,4
17700,2.29653,0.022717,1.950166924,0.682104078,0.507786256,0.01832996,0.00692192,-1.521762984,HIGH,HIGH,HIGHHIGH,1,1
17701,2.50493,0.019376,1.950166924,0.682104078,0.813311478,0.01832996,0.00692192,0.571524409,HIGH,HIGH,HIGHHIGH,1,1
17702,2.17811,0.007137,1.950166924,0.682104078,0.334176387,0.01832996,0.00692192,0.5418939,HIGH,LOW,HIGHLOW,2,4
17703,2.14289,0.008858,1.950166924,0.682104078,0.282542038,0.01832996,0.00692192,-0.14430289,HIGH,LOW,HIGHLOW,2,4
17704,2.33308,0.021494,1.950166924,0.682104078,0.561370454,0.01832996,0.00692192,-1.153984658,HIGH,HIGH,HIGHHIGH,1,1
17705,2.23252,0.011546,1.950166924,0.682104078,0.413944272,0.01832996,0.00692192,-0.544569603,HIGH,LOW,HIGHLOW,2,4
17706,0.851745,0.010842,1.950166924,0.682104078,-1.610343581,0.01832996,0.00692192,0.090360772,LOW,LOW,LOWLOW,4,3
17707,1.65593,0.008958,1.950166924,0.682104078,-0.43136661,0.01832996,0.00692192,-0.116471448,LOW,LOW,LOWLOW,4,3
17708,2.12235,0.005077,1.950166924,0.682104078,0.252429331,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
17709,2.16641,0.005466,1.950166924,0.682104078,0.317023579,0.01832996,0.00692192,-1.917458133,HIGH,LOW,HIGHLOW,2,4
17710,2.1783,0.005792,1.950166924,0.682104078,0.334454936,0.01832996,0.00692192,0.445252934,HIGH,LOW,HIGHLOW,2,4
17711,0.607261,0.027643,1.950166924,0.682104078,-1.968769821,0.01832996,0.00692192,-1.870236261,LOW,HIGH,LOWHIGH,3,2
