y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
2.535279751,87.16666667,1.021488051,1139.033325,16.40555509,1233.631958,7466.833333,481.7746785,0,3.461224476,1364.40332,9839.067383,2624.540365,8565.531576,4140.174154
2.918381929,144.5,0.767839948,1126.366699,16.3722229,1215.324626,8214.5,607.0269368,0,3.064063946,1012.564738,6458.371257,4083.366618,24834.48307,2220.490397
2.624288956,97.33333333,0.950318495,1124.166707,16.35972214,1235.682332,7159.833333,338.9343363,0,11.73959128,1028.182505,1477.828817,1310.748169,12335.62988,9272.803385
2.712389549,90.66666667,0.69974939,1111.900004,16.3388888,1224.019368,8197.416667,655.3574829,0,4.144292752,1505.522776,7137.266439,2589.249023,7068.756022,466.6666667
2.619457006,146.6666667,2.075379292,1119.733378,16.3388888,1229.006388,6317.666667,240.2242432,0,4.126746893,1014.458282,3735.598063,733.3333333,13655.57747,123.5702209
2.920779467,107.1666667,0.376484474,1117.250061,16.37361081,1218.690999,6937.166667,594.0911865,0.893333356,1.392516891,1604.98643,1178.960205,866.6666667,4740.742676,5666.666667
2.741862377,176.5,1.805447618,1104.666667,16.34444427,1218.698934,7346.333333,523.0608317,0,1.177136322,582.8884633,6359.032552,1733.333333,26223.8112,1344.36849
2.715066115,165.6666667,5.069204013,1064.899963,16.60000038,1122.117757,6490.5,459.4865011,0,0.54954496,546.292455,18245.57031,1476.822306,24720.18685,83.33333333
0.666377982,133,0,1045.99998,16.54166667,973.0095418,848.9166667,4,0,0,372.8756002,14949.49316,5635.217936,24712.10091,0
1.219580511,155.6666667,1.342631896,1094.900045,16.36805598,1238.99943,5217.25,215.8096517,0,5.80724287,565.65271,1133.333333,33.33333333,28924.46484,3769.392578
2.451294581,124.6666667,0.507159432,1094.899963,16.26805623,1242.33785,7143.583333,323.1929169,0,6.188478629,1006.074677,3659.368083,4133.69515,10558.15658,8266.05599
2.646411498,119.6666667,0.389215777,1085.733378,16.25277774,1241.66394,8555.666667,718.4624023,0,5.619078,1042.791423,656.7934367,6227.436361,14299.4694,11459.84212
2.057913184,368,11.06530555,1071.900045,15.97222233,1160.688436,6597.666667,727.0137329,0,0.870965958,492.65271,17916.05273,1060.596924,31999.07487,796.8408407
2.598608176,169,1.7093304,1004.800028,16.375,1202.944132,7146.916667,568.206543,0,1.972094297,433.4240875,19554.46875,148.2153727,23193.5651,1266.666667
2.112607638,321.8333333,5.737529278,1056,16.05138874,1189.083333,5178.666667,539.3068339,0,1.551564495,668.0705719,5125.555013,441.1389465,18287.28906,2015.293294
2.286387086,256,12.91462104,1002.93337,16.00833257,1153.015137,7015.75,663.3046366,0,1.352768938,397.7521998,12237.43522,2370.793213,11051.76855,3233.333333
2.32104365,383.5,7.815073331,1030.033386,15.72152774,1169.708252,7597.5,836.3823853,0,0.600888491,597.4754435,8108.260254,366.6666667,15232.34408,5962.713542
2.834949176,168.8333333,0.614734322,1006.233358,16.21111107,1226.949137,8066.416667,632.0817057,0,4.569019953,675.1950022,935.3969116,273.3057658,7734.625,1623.254435
2.546484629,215.1666667,3.392794609,996.1000163,16.10972277,1215.215861,6074.583333,617.3411255,0,2.019149224,524.1664759,291.4863078,4577.591471,16199.50293,4667.025065
2.639186223,199.3333333,2.453774373,1000.06661,16.12083308,1224.673381,6840.833333,618.6258138,0,3.369232893,668.5481567,1203.466797,566.6666667,10734.26367,3247.169596
2.126114845,474.5,10.47349183,1035.199972,15.45694478,1176.996338,6029.333333,584.4211222,0,1.654886564,858.7925212,2813.762858,5520.408691,10050.28027,4019.319661
3.009167035,280.8333333,5.301016013,949.1666667,16.1694444,1183.144328,6945.666667,744.2487996,0,1.652600487,559.1382802,1068.480754,6933.540202,10116.35319,6335.703451
2.647699515,235,1.844412406,1001.933431,15.92222246,1206.969727,8117.916667,605.0490519,0,3.888847828,1113.232646,15327.80534,1453.136963,23358.23698,963.0635173
2.424246073,265.3333333,6.991019885,1004.700053,15.6916666,1194.019775,7088,755.5371501,0,0.636362255,903.7981059,6906.558431,405.1223653,16395.34766,3287.092529
2.076039116,303.1666667,6.334312757,941.1999919,15.88333321,1185.001424,7827.416667,766.9353841,0.714679162,2.950923363,488.2243907,1018.95874,1297.703898,5533.888509,1269.280151
2.504309416,251.8333333,4.260623773,926.0333252,16.00833321,1202.663371,6756.833333,566.6343994,1.976862033,4.145815372,626.7516556,567.1756999,566.6666667,3581.066813,2544.568197
2.346175353,259.1666667,19.65913264,944.6666463,16.04722214,1194.025513,7744.833333,705.4701538,0,0.38892288,441.2736257,12952.15495,1074.697713,26454.1901,5767.213867
2.436245998,674.6666667,15.26638349,980.1666667,15.28888925,1141.39502,7975.083333,884.7827148,0,0.216454163,458.9665731,15857.1071,2970.690023,25733.72266,6190.707682
2.190216025,333.5,12.47004859,976.1333415,15.74027761,1185.765137,6904.333333,732.9789836,0,0.964745204,531.1501719,18656.05208,2240.056803,27218.09635,2734.448405
2.538594643,595,24.49566968,998.2667033,15.13888868,1146.417725,9026.25,975.7075195,0,0.516236256,470.8836772,22114.4362,2161.989746,29719.10026,4070.823975
2.651929379,242.6666667,6.421477477,906.0666911,16.02569485,1190.705485,6549.083333,610.7112935,0.391666651,2.608385642,464.8693873,66.66666667,1298.952515,3134.319499,4299.288574
2.332918247,463.6666667,9.436042786,956.4666545,15.60972182,1166.81425,7434.833333,827.2399902,0,0.408942759,470.0014699,17174.35091,1480.115356,28903.70768,8488.692708
3.442070564,359.5,13.59867795,929.666687,15.68124994,1162.519613,7794.916667,815.3696696,0,0.382049759,354.9976807,5515.584147,6882.662272,10316.24382,7082.234375
2.18877689,311.6666667,1.458627303,882.9666951,16.04999955,1189.337443,6867.25,630.8565877,0,2.075600664,476.1923879,1647.716919,785.8678589,16547.6276,6667.885417
2.418164412,708.1666667,23.81845474,916.5999756,15.25000032,1106.703817,8370.833333,963.3499146,0,0.325518151,353.6187286,5788.977051,6171.763346,11992.66341,11078.98405
2.469798009,459,22.97992579,926.3332926,15.05694453,1130.366333,8274.916667,888.0186564,0,0.344995171,455.4892222,21973.79492,8266.05599,40834.10938,18652.00586
2.466992219,546.1666667,11.62869803,975.5666504,14.625,1085.559814,7590.916667,950.0893148,0,0.242264082,285.1554871,14489.84635,7266.666667,21073.48177,7873.890625
2.411150217,1130,17.55390263,950.4333496,13.21944427,989.8654785,8767.416667,943.3333333,0,0.081179923,354.5040232,11101.2321,7370.750651,18698.23503,13581.66276
2.526732127,144.6666667,5.990002791,1301.050049,16.25555547,1146.576904,7918.833333,911.8551839,0,1.549325804,503.2645721,25335.56836,1834.234212,35186.05078,3045.412354
2.812826475,304.3333333,18.78112284,1284.900024,15.96944427,1128.760824,8294.583333,999.6840007,0,0.701867898,793.7506205,18965.09766,2743.661051,19438.91862,3444.008219
2.616287708,118.1666667,1.537165562,1274.666667,16.20833397,1115.399251,7788.416667,810.3638509,0,2.623219927,904.2297363,8346.526693,1267.763184,10633.51204,639.007019
2.409559647,94.5,2.39041996,1278.43335,16.27499962,1171.661499,7839.416667,696.1225586,0.169999997,7.388938586,1042.248255,473.6694031,1146.558268,8493.610026,5926.61849
