LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,SLER,ZLER,typemesli,typeLER,type,NUMBER,QUADRANT
8325,2.19122,0.022523,2.160955403,0.664878439,0.045518993,0.018474349,0.006593987,0.613991236,HIGH,HIGH,HIGHHIGH,1,1
8326,2.32639,0.019202,2.160955403,0.664878439,0.248819314,0.018474349,0.006593987,0.110350608,HIGH,HIGH,HIGHHIGH,1,1
8327,2.34225,0.018471,2.160955403,0.664878439,0.272673298,0.018474349,0.006593987,-0.000507959,HIGH,LOW,HIGHLOW,2,4
8328,0.564889,0.021075,2.160955403,0.664878439,-2.400538668,0.018474349,0.006593987,0.394397249,LOW,HIGH,LOWHIGH,3,2
8329,2.21333,0.020431,2.160955403,0.664878439,0.078773192,0.018474349,0.006593987,0.29673252,HIGH,HIGH,HIGHHIGH,1,1
8330,2.50925,0.021689,2.160955403,0.664878439,0.523847032,0.018474349,0.006593987,0.487512379,HIGH,HIGH,HIGHHIGH,1,1
8331,0.602282,0.021435,2.160955403,0.664878439,-2.344298312,0.018474349,0.006593987,0.448992439,LOW,HIGH,LOWHIGH,3,2
8332,2.21977,0.021982,2.160955403,0.664878439,0.088459173,0.018474349,0.006593987,0.531946797,HIGH,HIGH,HIGHHIGH,1,1
8333,2.2868,0.006845,2.160955403,0.664878439,0.189274594,0.018474349,0.006593987,-1.763629291,HIGH,LOW,HIGHLOW,2,4
8334,2.24366,0.021573,2.160955403,0.664878439,0.124390553,0.018474349,0.006593987,0.469920595,HIGH,HIGH,HIGHHIGH,1,1
