LID,mesli,LER,Amesli,Smesli,Zmesli,ALER,SLER,ZLER,typemesli,typeLER,type,NUMBER,QUADRANT
1,2.476,0.021397,2.160955403,0.664878439,0.47383789,0.018474349,0.006593987,0.443229613,HIGH,HIGH,HIGHHIGH,1,1
2,2.95434,0.023138,2.160955403,0.664878439,1.193277673,0.018474349,0.006593987,0.707258019,HIGH,HIGH,HIGHHIGH,1,1
3,2.61668,0.021472,2.160955403,0.664878439,0.68542544,0.018474349,0.006593987,0.454603611,HIGH,HIGH,HIGHHIGH,1,1
4,2.69249,0.022844,2.160955403,0.664878439,0.799446283,0.018474349,0.006593987,0.662671947,HIGH,HIGH,HIGHHIGH,1,1
5,2.59601,0.021624,2.160955403,0.664878439,0.65433705,0.018474349,0.006593987,0.477654914,HIGH,HIGH,HIGHHIGH,1,1
6,2.81442,0.020402,2.160955403,0.664878439,0.982833189,0.018474349,0.006593987,0.292334574,HIGH,HIGH,HIGHHIGH,1,1
7,2.8052,0.022055,2.160955403,0.664878439,0.968965993,0.018474349,0.006593987,0.543017489,HIGH,HIGH,HIGHHIGH,1,1
8,2.84003,0.024036,2.160955403,0.664878439,1.021351508,0.018474349,0.006593987,0.843442687,HIGH,HIGH,HIGHHIGH,1,1
9,0.603411,0.04024,2.160955403,0.664878439,-2.342600257,0.018474349,0.006593987,3.300832852,LOW,HIGH,LOWHIGH,3,2
10,1.19392,0.021499,2.160955403,0.664878439,-1.454454447,0.018474349,0.006593987,0.458698251,LOW,HIGH,LOWHIGH,3,2
11,2.45172,0.02125,2.160955403,0.664878439,0.437319937,0.018474349,0.006593987,0.420936578,HIGH,HIGH,HIGHHIGH,1,1
12,2.63556,0.021329,2.160955403,0.664878439,0.713821608,0.018474349,0.006593987,0.432917189,HIGH,HIGH,HIGHHIGH,1,1
13,2.15281,0.014346,2.160955403,0.664878439,-0.012250966,0.018474349,0.006593987,-0.626077845,LOW,LOW,LOWLOW,4,3
14,2.71441,0.022278,2.160955403,0.664878439,0.832414715,0.018474349,0.006593987,0.576836176,HIGH,HIGH,HIGHHIGH,1,1
15,2.1869,0.017316,2.160955403,0.664878439,0.039021565,0.018474349,0.006593987,-0.175667527,HIGH,LOW,HIGHLOW,2,4
16,2.41484,0.012597,2.160955403,0.664878439,0.38185115,0.018474349,0.006593987,-0.891319476,HIGH,LOW,HIGHLOW,2,4
17,2.36591,0.011977,2.160955403,0.664878439,0.30825875,0.018474349,0.006593987,-0.985344526,HIGH,LOW,HIGHLOW,2,4
18,2.83987,0.022066,2.160955403,0.664878439,1.021110863,0.018474349,0.006593987,0.544685675,HIGH,HIGH,HIGHHIGH,1,1
19,2.44068,0.02239,2.160955403,0.664878439,0.420715398,0.018474349,0.006593987,0.593821346,HIGH,HIGH,HIGHHIGH,1,1
20,2.54238,0.022364,2.160955403,0.664878439,0.573675689,0.018474349,0.006593987,0.58987836,HIGH,HIGH,HIGHHIGH,1,1
21,2.16322,0.013207,2.160955403,0.664878439,0.003406032,0.018474349,0.006593987,-0.79881096,HIGH,LOW,HIGHLOW,2,4
22,3.12724,0.01408,2.160955403,0.664878439,1.453325209,0.018474349,0.006593987,-0.666417624,HIGH,LOW,HIGHLOW,2,4
23,2.69036,0.023178,2.160955403,0.664878439,0.79624269,0.018474349,0.006593987,0.713324151,HIGH,HIGH,HIGHHIGH,1,1
24,2.36631,0.015258,2.160955403,0.664878439,0.308860364,0.018474349,0.006593987,-0.48777003,HIGH,LOW,HIGHLOW,2,4
25,2.20107,0.013603,2.160955403,0.664878439,0.060333731,0.018474349,0.006593987,-0.738756251,HIGH,LOW,HIGHLOW,2,4
26,2.66295,0.016457,2.160955403,0.664878439,0.755017109,0.018474349,0.006593987,-0.305937717,HIGH,LOW,HIGHLOW,2,4
27,2.42245,0.017407,2.160955403,0.664878439,0.393296852,0.018474349,0.006593987,-0.161867076,HIGH,LOW,HIGHLOW,2,4
28,2.4753,0.006373,2.160955403,0.664878439,0.472785066,0.018474349,0.006593987,-1.835209651,HIGH,LOW,HIGHLOW,2,4
29,2.25303,0.010518,2.160955403,0.664878439,0.138483355,0.018474349,0.006593987,-1.206606699,HIGH,LOW,HIGHLOW,2,4
30,2.56059,0.007276,2.160955403,0.664878439,0.601064154,0.018474349,0.006593987,-1.698266716,HIGH,LOW,HIGHLOW,2,4
31,2.71444,0.01982,2.160955403,0.664878439,0.832459837,0.018474349,0.006593987,0.20407235,HIGH,HIGH,HIGHHIGH,1,1
32,2.37504,0.006616,2.160955403,0.664878439,0.321990584,0.018474349,0.006593987,-1.798357898,HIGH,LOW,HIGHLOW,2,4
33,3.56891,0.00862,2.160955403,0.664878439,2.117612053,0.018474349,0.006593987,-1.494444673,HIGH,LOW,HIGHLOW,2,4
34,2.26082,0.018868,2.160955403,0.664878439,0.150199782,0.018474349,0.006593987,0.059698403,HIGH,HIGH,HIGHHIGH,1,1
35,2.50584,0.005291,2.160955403,0.664878439,0.518718275,0.018474349,0.006593987,-1.999298528,HIGH,LOW,HIGHLOW,2,4
36,2.50993,0.007756,2.160955403,0.664878439,0.524869775,0.018474349,0.006593987,-1.625473129,HIGH,LOW,HIGHLOW,2,4
37,2.67512,0.006705,2.160955403,0.664878439,0.773321207,0.018474349,0.006593987,-1.784860754,HIGH,LOW,HIGHLOW,2,4
38,2.49577,0.004906,2.160955403,0.664878439,0.503572649,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
39,2.50393,0.008975,2.160955403,0.664878439,0.515845569,0.018474349,0.006593987,-1.44060775,HIGH,LOW,HIGHLOW,2,4
40,2.77245,0.004906,2.160955403,0.664878439,0.919708868,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
41,2.5914,0.010124,2.160955403,0.664878439,0.647403452,0.018474349,0.006593987,-1.266358101,HIGH,LOW,HIGHLOW,2,4
42,2.39938,0.012419,2.160955403,0.664878439,0.35859878,0.018474349,0.006593987,-0.918313765,HIGH,LOW,HIGHLOW,2,4
43,2.39858,0.006626,2.160955403,0.664878439,0.357395552,0.018474349,0.006593987,-1.796841365,HIGH,LOW,HIGHLOW,2,4
44,2.60301,0.02197,2.160955403,0.664878439,0.664865291,0.018474349,0.006593987,0.530126958,HIGH,HIGH,HIGHHIGH,1,1
45,2.24377,0.005588,2.160955403,0.664878439,0.124555997,0.018474349,0.006593987,-1.954257496,HIGH,LOW,HIGHLOW,2,4
46,3.1291,0.024223,2.160955403,0.664878439,1.456122713,0.018474349,0.006593987,0.871801855,HIGH,HIGH,HIGHHIGH,1,1
47,2.78146,0.021259,2.160955403,0.664878439,0.933260218,0.018474349,0.006593987,0.422301457,HIGH,HIGH,HIGHHIGH,1,1
48,2.78057,0.022316,2.160955403,0.664878439,0.931921627,0.018474349,0.006593987,0.582599001,HIGH,HIGH,HIGHHIGH,1,1
49,0.957478,0.024942,2.160955403,0.664878439,-1.810071333,0.018474349,0.006593987,0.980840582,LOW,HIGH,LOWHIGH,3,2
50,2.657,0.018742,2.160955403,0.664878439,0.746068104,0.018474349,0.006593987,0.040590087,HIGH,HIGH,HIGHHIGH,1,1
51,2.56248,0.020268,2.160955403,0.664878439,0.603906779,0.018474349,0.006593987,0.272013031,HIGH,HIGH,HIGHHIGH,1,1
52,1.01719,0.021031,2.160955403,0.664878439,-1.720262435,0.018474349,0.006593987,0.387724504,LOW,HIGH,LOWHIGH,3,2
53,3.24798,0.018687,2.160955403,0.664878439,1.634922314,0.018474349,0.006593987,0.032249155,HIGH,HIGH,HIGHHIGH,1,1
54,3.17181,0.022092,2.160955403,0.664878439,1.520360019,0.018474349,0.006593987,0.548628661,HIGH,HIGH,HIGHHIGH,1,1
55,2.35191,0.010943,2.160955403,0.664878439,0.28720227,0.018474349,0.006593987,-1.142154044,HIGH,LOW,HIGHLOW,2,4
56,2.75683,0.018152,2.160955403,0.664878439,0.896215852,0.018474349,0.006593987,-0.048885363,HIGH,LOW,HIGHLOW,2,4
57,2.34957,0.009264,2.160955403,0.664878439,0.283682829,0.018474349,0.006593987,-1.396779944,HIGH,LOW,HIGHLOW,2,4
58,2.6445,0.0168,2.160955403,0.664878439,0.727267675,0.018474349,0.006593987,-0.253920633,HIGH,LOW,HIGHLOW,2,4
59,2.40731,0.021406,2.160955403,0.664878439,0.370525772,0.018474349,0.006593987,0.444594493,HIGH,HIGH,HIGHHIGH,1,1
60,2.81901,0.020753,2.160955403,0.664878439,0.989736707,0.018474349,0.006593987,0.345564885,HIGH,HIGH,HIGHHIGH,1,1
61,0.870523,0.022084,2.160955403,0.664878439,-1.940854638,0.018474349,0.006593987,0.547415434,LOW,HIGH,LOWHIGH,3,2
62,0.888597,0.020738,2.160955403,0.664878439,-1.913670722,0.018474349,0.006593987,0.343290085,LOW,HIGH,LOWHIGH,3,2
63,2.47017,0.022375,2.160955403,0.664878439,0.46506937,0.018474349,0.006593987,0.591546546,HIGH,HIGH,HIGHHIGH,1,1
64,2.59019,0.004906,2.160955403,0.664878439,0.645583571,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
65,2.47845,0.021572,2.160955403,0.664878439,0.477522774,0.018474349,0.006593987,0.469768942,HIGH,HIGH,HIGHHIGH,1,1
66,2.75347,0.021768,2.160955403,0.664878439,0.891162297,0.018474349,0.006593987,0.49949299,HIGH,HIGH,HIGHHIGH,1,1
67,2.42471,0.008937,2.160955403,0.664878439,0.396695969,0.018474349,0.006593987,-1.446370575,HIGH,LOW,HIGHLOW,2,4
68,0.602282,0.024302,2.160955403,0.664878439,-2.344298312,0.018474349,0.006593987,0.883782466,LOW,HIGH,LOWHIGH,3,2
69,2.79157,0.022293,2.160955403,0.664878439,0.948466005,0.018474349,0.006593987,0.579110975,HIGH,HIGH,HIGHHIGH,1,1
70,2.69849,0.021879,2.160955403,0.664878439,0.808470489,0.018474349,0.006593987,0.516326507,HIGH,HIGH,HIGHHIGH,1,1
71,2.50871,0.02339,2.160955403,0.664878439,0.523034853,0.018474349,0.006593987,0.745474652,HIGH,HIGH,HIGHHIGH,1,1
72,2.47665,0.021879,2.160955403,0.664878439,0.474815513,0.018474349,0.006593987,0.516326507,HIGH,HIGH,HIGHHIGH,1,1
73,2.57036,0.021836,2.160955403,0.664878439,0.61575857,0.018474349,0.006593987,0.509805415,HIGH,HIGH,HIGHHIGH,1,1
74,2.95747,0.022369,2.160955403,0.664878439,1.1979853,0.018474349,0.006593987,0.590636627,HIGH,HIGH,HIGHHIGH,1,1
75,2.74925,0.022145,2.160955403,0.664878439,0.884815272,0.018474349,0.006593987,0.556666286,HIGH,HIGH,HIGHHIGH,1,1
76,2.56256,0.022172,2.160955403,0.664878439,0.604027102,0.018474349,0.006593987,0.560760925,HIGH,HIGH,HIGHHIGH,1,1
77,2.48602,0.021938,2.160955403,0.664878439,0.488908314,0.018474349,0.006593987,0.525274052,HIGH,HIGH,HIGHHIGH,1,1
78,2.81849,0.015651,2.160955403,0.664878439,0.988954609,0.018474349,0.006593987,-0.428170281,HIGH,LOW,HIGHLOW,2,4
79,2.45302,0.022172,2.160955403,0.664878439,0.439275181,0.018474349,0.006593987,0.560760925,HIGH,HIGH,HIGHHIGH,1,1
80,2.79736,0.021148,2.160955403,0.664878439,0.957174363,0.018474349,0.006593987,0.40546794,HIGH,HIGH,HIGHHIGH,1,1
81,2.41832,0.021836,2.160955403,0.664878439,0.38708519,0.018474349,0.006593987,0.509805415,HIGH,HIGH,HIGHHIGH,1,1
82,2.4893,0.021616,2.160955403,0.664878439,0.493841547,0.018474349,0.006593987,0.476441687,HIGH,HIGH,HIGHHIGH,1,1
83,2.64041,0.021704,2.160955403,0.664878439,0.721116175,0.018474349,0.006593987,0.489787178,HIGH,HIGH,HIGHHIGH,1,1
84,2.36272,0.008112,2.160955403,0.664878439,0.303460881,0.018474349,0.006593987,-1.571484552,HIGH,LOW,HIGHLOW,2,4
85,2.52393,0.021967,2.160955403,0.664878439,0.545926256,0.018474349,0.006593987,0.529671998,HIGH,HIGH,HIGHHIGH,1,1
86,2.44099,0.022084,2.160955403,0.664878439,0.421181648,0.018474349,0.006593987,0.547415434,HIGH,HIGH,HIGHHIGH,1,1
87,2.68521,0.022245,2.160955403,0.664878439,0.788496913,0.018474349,0.006593987,0.571831617,HIGH,HIGH,HIGHHIGH,1,1
88,2.54376,0.021221,2.160955403,0.664878439,0.575751257,0.018474349,0.006593987,0.416538632,HIGH,HIGH,HIGHHIGH,1,1
89,2.53545,0.021441,2.160955403,0.664878439,0.563252731,0.018474349,0.006593987,0.449902359,HIGH,HIGH,HIGHHIGH,1,1
90,2.48649,0.02292,2.160955403,0.664878439,0.48961521,0.018474349,0.006593987,0.674197598,HIGH,HIGH,HIGHHIGH,1,1
91,2.52786,0.020475,2.160955403,0.664878439,0.551837111,0.018474349,0.006593987,0.303405266,HIGH,HIGH,HIGHHIGH,1,1
92,2.53636,0.022136,2.160955403,0.664878439,0.564621403,0.018474349,0.006593987,0.555301406,HIGH,HIGH,HIGHHIGH,1,1
93,2.6695,0.021957,2.160955403,0.664878439,0.764868534,0.018474349,0.006593987,0.528155465,HIGH,HIGH,HIGHHIGH,1,1
94,2.61793,0.020503,2.160955403,0.664878439,0.687305483,0.018474349,0.006593987,0.307651558,HIGH,HIGH,HIGHHIGH,1,1
95,0.809408,0.021996,2.160955403,0.664878439,-2.032773697,0.018474349,0.006593987,0.534069944,LOW,HIGH,LOWHIGH,3,2
96,2.24652,0.022362,2.160955403,0.664878439,0.128692091,0.018474349,0.006593987,0.589575053,HIGH,HIGH,HIGHHIGH,1,1
97,2.7457,0.021104,2.160955403,0.664878439,0.87947595,0.018474349,0.006593987,0.398795195,HIGH,HIGH,HIGHHIGH,1,1
98,2.41354,0.022791,2.160955403,0.664878439,0.379895906,0.018474349,0.006593987,0.654634322,HIGH,HIGH,HIGHHIGH,1,1
99,2.99941,0.021777,2.160955403,0.664878439,1.2610645,0.018474349,0.006593987,0.50085787,HIGH,HIGH,HIGHHIGH,1,1
100,2.88994,0.02136,2.160955403,0.664878439,1.096417862,0.018474349,0.006593987,0.437618441,HIGH,HIGH,HIGHHIGH,1,1
101,2.25095,0.017215,2.160955403,0.664878439,0.135354964,0.018474349,0.006593987,-0.190984511,HIGH,LOW,HIGHLOW,2,4
102,3.02145,0.02139,2.160955403,0.664878439,1.294213417,0.018474349,0.006593987,0.44216804,HIGH,HIGH,HIGHHIGH,1,1
103,0.774041,0.021089,2.160955403,0.664878439,-2.085966879,0.018474349,0.006593987,0.396520395,LOW,HIGH,LOWHIGH,3,2
104,2.48885,0.021353,2.160955403,0.664878439,0.493164731,0.018474349,0.006593987,0.436556868,HIGH,HIGH,HIGHHIGH,1,1
105,2.52707,0.021397,2.160955403,0.664878439,0.550648924,0.018474349,0.006593987,0.443229613,HIGH,HIGH,HIGHHIGH,1,1
106,2.66356,0.020522,2.160955403,0.664878439,0.75593457,0.018474349,0.006593987,0.310532971,HIGH,HIGH,HIGHHIGH,1,1
107,2.56128,0.021733,2.160955403,0.664878439,0.602101938,0.018474349,0.006593987,0.494185124,HIGH,HIGH,HIGHHIGH,1,1
108,2.73,0.011348,2.160955403,0.664878439,0.855862611,0.018474349,0.006593987,-1.080734455,HIGH,LOW,HIGHLOW,2,4
109,3.15764,0.005257,2.160955403,0.664878439,1.499047853,0.018474349,0.006593987,-2.00445474,HIGH,LOW,HIGHLOW,2,4
110,0.674752,0.018394,2.160955403,0.664878439,-2.235300944,0.018474349,0.006593987,-0.012185263,LOW,LOW,LOWLOW,4,3
111,2.74883,0.00548,2.160955403,0.664878439,0.884183577,0.018474349,0.006593987,-1.970636053,HIGH,LOW,HIGHLOW,2,4
112,2.92587,0.013437,2.160955403,0.664878439,1.150457816,0.018474349,0.006593987,-0.7639307,HIGH,LOW,HIGHLOW,2,4
113,2.74803,0.006831,2.160955403,0.664878439,0.88298035,0.018474349,0.006593987,-1.765752437,HIGH,LOW,HIGHLOW,2,4
114,3.16948,0.017583,2.160955403,0.664878439,1.516855619,0.018474349,0.006593987,-0.135176094,HIGH,LOW,HIGHLOW,2,4
115,2.53455,0.014745,2.160955403,0.664878439,0.5618991,0.018474349,0.006593987,-0.565568176,HIGH,LOW,HIGHLOW,2,4
116,3.08611,0.023476,2.160955403,0.664878439,1.391464277,0.018474349,0.006593987,0.758516836,HIGH,HIGH,HIGHHIGH,1,1
117,3.16629,0.022554,2.160955403,0.664878439,1.51205775,0.018474349,0.006593987,0.618692488,HIGH,HIGH,HIGHHIGH,1,1
118,3.01019,0.021928,2.160955403,0.664878439,1.27727799,0.018474349,0.006593987,0.523757519,HIGH,HIGH,HIGHHIGH,1,1
119,2.67986,0.023279,2.160955403,0.664878439,0.780450329,0.018474349,0.006593987,0.728641135,HIGH,HIGH,HIGHHIGH,1,1
120,2.7587,0.022233,2.160955403,0.664878439,0.899028396,0.018474349,0.006593987,0.570011777,HIGH,HIGH,HIGHHIGH,1,1
121,2.93171,0.021141,2.160955403,0.664878439,1.159241376,0.018474349,0.006593987,0.404406367,HIGH,HIGH,HIGHHIGH,1,1
122,3.22113,0.017643,2.160955403,0.664878439,1.594538993,0.018474349,0.006593987,-0.126076896,HIGH,LOW,HIGHLOW,2,4
123,2.82675,0.021719,2.160955403,0.664878439,1.001377932,0.018474349,0.006593987,0.492061978,HIGH,HIGH,HIGHHIGH,1,1
124,1.08889,0.022574,2.160955403,0.664878439,-1.612423173,0.018474349,0.006593987,0.621725554,LOW,HIGH,LOWHIGH,3,2
125,2.68554,0.021416,2.160955403,0.664878439,0.788993244,0.018474349,0.006593987,0.446111026,HIGH,HIGH,HIGHHIGH,1,1
126,2.86744,0.022744,2.160955403,0.664878439,1.062577089,0.018474349,0.006593987,0.647506616,HIGH,HIGH,HIGHHIGH,1,1
127,2.82077,0.022377,2.160955403,0.664878439,0.992383807,0.018474349,0.006593987,0.591849853,HIGH,HIGH,HIGHHIGH,1,1
128,2.82435,0.024477,2.160955403,0.664878439,0.99776825,0.018474349,0.006593987,0.910321795,HIGH,HIGH,HIGHHIGH,1,1
129,2.93002,0.022797,2.160955403,0.664878439,1.156699558,0.018474349,0.006593987,0.655544241,HIGH,HIGH,HIGHHIGH,1,1
130,2.70476,0.020547,2.160955403,0.664878439,0.817900784,0.018474349,0.006593987,0.314324304,HIGH,HIGH,HIGHHIGH,1,1
131,2.72255,0.022345,2.160955403,0.664878439,0.844657555,0.018474349,0.006593987,0.586996947,HIGH,HIGH,HIGHHIGH,1,1
132,0.610499,0.021503,2.160955403,0.664878439,-2.331939662,0.018474349,0.006593987,0.459304864,LOW,HIGH,LOWHIGH,3,2
133,2.79308,0.023181,2.160955403,0.664878439,0.950737096,0.018474349,0.006593987,0.713779111,HIGH,HIGH,HIGHHIGH,1,1
134,2.49639,0.021142,2.160955403,0.664878439,0.50450515,0.018474349,0.006593987,0.404558021,HIGH,HIGH,HIGHHIGH,1,1
135,3.17804,0.02356,2.160955403,0.664878439,1.529730153,0.018474349,0.006593987,0.771255714,HIGH,HIGH,HIGHHIGH,1,1
136,2.13936,0.01531,2.160955403,0.664878439,-0.032480228,0.018474349,0.006593987,-0.479884058,LOW,LOW,LOWLOW,4,3
137,2.71491,0.023146,2.160955403,0.664878439,0.833166733,0.018474349,0.006593987,0.708471245,HIGH,HIGH,HIGHHIGH,1,1
138,2.7172,0.020709,2.160955403,0.664878439,0.836610971,0.018474349,0.006593987,0.338892139,HIGH,HIGH,HIGHHIGH,1,1
139,2.77383,0.025005,2.160955403,0.664878439,0.921784436,0.018474349,0.006593987,0.99039474,HIGH,HIGH,HIGHHIGH,1,1
140,0.866593,0.020446,2.160955403,0.664878439,-1.946765493,0.018474349,0.006593987,0.29900732,LOW,HIGH,LOWHIGH,3,2
141,2.55102,0.021379,2.160955403,0.664878439,0.586670546,0.018474349,0.006593987,0.440499854,HIGH,HIGH,HIGHHIGH,1,1
142,2.75387,0.022416,2.160955403,0.664878439,0.89176391,0.018474349,0.006593987,0.597764332,HIGH,HIGH,HIGHHIGH,1,1
143,0.915258,0.024088,2.160955403,0.664878439,-1.873571663,0.018474349,0.006593987,0.851328659,LOW,HIGH,LOWHIGH,3,2
144,2.81799,0.025503,2.160955403,0.664878439,0.988202592,0.018474349,0.006593987,1.065918087,HIGH,HIGH,HIGHHIGH,1,1
145,0.917434,0.02063,2.160955403,0.664878439,-1.870298884,0.018474349,0.006593987,0.326911528,LOW,HIGH,LOWHIGH,3,2
146,2.70488,0.024119,2.160955403,0.664878439,0.818081268,0.018474349,0.006593987,0.856029912,HIGH,HIGH,HIGHHIGH,1,1
147,2.6047,0.02198,2.160955403,0.664878439,0.667407109,0.018474349,0.006593987,0.531643491,HIGH,HIGH,HIGHHIGH,1,1
148,2.22408,0.024283,2.160955403,0.664878439,0.094941561,0.018474349,0.006593987,0.880901054,HIGH,HIGH,HIGHHIGH,1,1
149,2.49748,0.021528,2.160955403,0.664878439,0.506144548,0.018474349,0.006593987,0.463096197,HIGH,HIGH,HIGHHIGH,1,1
150,2.53584,0.021163,2.160955403,0.664878439,0.563839305,0.018474349,0.006593987,0.40774274,HIGH,HIGH,HIGHHIGH,1,1
151,2.40752,0.021104,2.160955403,0.664878439,0.370841619,0.018474349,0.006593987,0.398795195,HIGH,HIGH,HIGHHIGH,1,1
152,2.56286,0.021243,2.160955403,0.664878439,0.604478312,0.018474349,0.006593987,0.419875004,HIGH,HIGH,HIGHHIGH,1,1
153,2.59659,0.022363,2.160955403,0.664878439,0.65520939,0.018474349,0.006593987,0.589726707,HIGH,HIGH,HIGHHIGH,1,1
154,2.61644,0.021221,2.160955403,0.664878439,0.685064472,0.018474349,0.006593987,0.416538632,HIGH,HIGH,HIGHHIGH,1,1
155,0.915434,0.021441,2.160955403,0.664878439,-1.873306952,0.018474349,0.006593987,0.449902359,LOW,HIGH,LOWHIGH,3,2
156,0.831315,0.02065,2.160955403,0.664878439,-1.999824817,0.018474349,0.006593987,0.329944594,LOW,HIGH,LOWHIGH,3,2
157,2.74986,0.020577,2.160955403,0.664878439,0.885732733,0.018474349,0.006593987,0.318873903,HIGH,HIGH,HIGHHIGH,1,1
158,2.68396,0.021547,2.160955403,0.664878439,0.78661687,0.018474349,0.006593987,0.465977609,HIGH,HIGH,HIGHHIGH,1,1
159,2.57846,0.021484,2.160955403,0.664878439,0.627941248,0.018474349,0.006593987,0.456423451,HIGH,HIGH,HIGHHIGH,1,1
160,2.00953,0.021119,2.160955403,0.664878439,-0.227749005,0.018474349,0.006593987,0.401069995,LOW,HIGH,LOWHIGH,3,2
161,2.48343,0.020952,2.160955403,0.664878439,0.485012865,0.018474349,0.006593987,0.375743892,HIGH,HIGH,HIGHHIGH,1,1
162,2.24104,0.01912,2.160955403,0.664878439,0.120449983,0.018474349,0.006593987,0.097915036,HIGH,HIGH,HIGHHIGH,1,1
163,2.4545,0.02125,2.160955403,0.664878439,0.441501152,0.018474349,0.006593987,0.420936578,HIGH,HIGH,HIGHHIGH,1,1
164,2.40911,0.004906,2.160955403,0.664878439,0.373233034,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
165,2.38415,0.005048,2.160955403,0.664878439,0.335692337,0.018474349,0.006593987,-2.036150281,HIGH,LOW,HIGHLOW,2,4
166,2.08108,0.018185,2.160955403,0.664878439,-0.120135349,0.018474349,0.006593987,-0.043880804,LOW,LOW,LOWLOW,4,3
167,2.75454,0.020373,2.160955403,0.664878439,0.892771613,0.018474349,0.006593987,0.287936628,HIGH,HIGH,HIGHHIGH,1,1
168,2.51761,0.005089,2.160955403,0.664878439,0.536420759,0.018474349,0.006593987,-2.029932496,HIGH,LOW,HIGHLOW,2,4
169,2.51761,0.004906,2.160955403,0.664878439,0.536420759,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
170,2.36481,0.006405,2.160955403,0.664878439,0.306604313,0.018474349,0.006593987,-1.830356745,HIGH,LOW,HIGHLOW,2,4
171,2.68074,0.006954,2.160955403,0.664878439,0.78177388,0.018474349,0.006593987,-1.74709908,HIGH,LOW,HIGHLOW,2,4
172,2.42292,0.005652,2.160955403,0.664878439,0.394003748,0.018474349,0.006593987,-1.944551684,HIGH,LOW,HIGHLOW,2,4
173,2.65789,0.009105,2.160955403,0.664878439,0.747406695,0.018474349,0.006593987,-1.42089282,HIGH,LOW,HIGHLOW,2,4
174,2.49342,0.006243,2.160955403,0.664878439,0.500038168,0.018474349,0.006593987,-1.854924581,HIGH,LOW,HIGHLOW,2,4
175,2.30128,0.008344,2.160955403,0.664878439,0.211053012,0.018474349,0.006593987,-1.536300986,HIGH,LOW,HIGHLOW,2,4
176,2.44028,0.007144,2.160955403,0.664878439,0.420113784,0.018474349,0.006593987,-1.718284952,HIGH,LOW,HIGHLOW,2,4
177,2.32552,0.013327,2.160955403,0.664878439,0.247510804,0.018474349,0.006593987,-0.780612563,HIGH,LOW,HIGHLOW,2,4
178,2.08661,0.017885,2.160955403,0.664878439,-0.111818039,0.018474349,0.006593987,-0.089376796,LOW,LOW,LOWLOW,4,3
179,2.41973,0.004906,2.160955403,0.664878439,0.389205878,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
180,2.32179,0.005636,2.160955403,0.664878439,0.241900756,0.018474349,0.006593987,-1.946978137,HIGH,LOW,HIGHLOW,2,4
181,1.87373,0.0087,2.160955403,0.664878439,-0.431996867,0.018474349,0.006593987,-1.482312409,LOW,LOW,LOWLOW,4,3
182,2.62931,0.019828,2.160955403,0.664878439,0.704421394,0.018474349,0.006593987,0.205285577,HIGH,HIGH,HIGHHIGH,1,1
183,2.2963,0.011504,2.160955403,0.664878439,0.203562921,0.018474349,0.006593987,-1.05707654,HIGH,LOW,HIGHLOW,2,4
184,2.50095,0.006203,2.160955403,0.664878439,0.511363547,0.018474349,0.006593987,-1.860990713,HIGH,LOW,HIGHLOW,2,4
185,2.44779,0.005048,2.160955403,0.664878439,0.431409082,0.018474349,0.006593987,-2.036150281,HIGH,LOW,HIGHLOW,2,4
186,2.27354,0.009074,2.160955403,0.664878439,0.169331099,0.018474349,0.006593987,-1.425594072,HIGH,LOW,HIGHLOW,2,4
187,2.2899,0.005897,2.160955403,0.664878439,0.193937101,0.018474349,0.006593987,-1.907396625,HIGH,LOW,HIGHLOW,2,4
188,2.46132,0.009667,2.160955403,0.664878439,0.451758666,0.018474349,0.006593987,-1.335663662,HIGH,LOW,HIGHLOW,2,4
189,2.70098,0.008183,2.160955403,0.664878439,0.812215534,0.018474349,0.006593987,-1.560717168,HIGH,LOW,HIGHLOW,2,4
190,3.30108,0.007786,2.160955403,0.664878439,1.714786538,0.018474349,0.006593987,-1.62092353,HIGH,LOW,HIGHLOW,2,4
191,2.40848,0.005534,2.160955403,0.664878439,0.372285492,0.018474349,0.006593987,-1.962446774,HIGH,LOW,HIGHLOW,2,4
192,2.26394,0.013005,2.160955403,0.664878439,0.15489237,0.018474349,0.006593987,-0.829444928,HIGH,LOW,HIGHLOW,2,4
193,2.44475,0.004906,2.160955403,0.664878439,0.426836817,0.018474349,0.006593987,-2.05768505,HIGH,LOW,HIGHLOW,2,4
194,1.98934,0.011054,2.160955403,0.664878439,-0.258115458,0.018474349,0.006593987,-1.125320527,LOW,LOW,LOWLOW,4,3
195,2.25704,0.008436,2.160955403,0.664878439,0.144514533,0.018474349,0.006593987,-1.522348881,HIGH,LOW,HIGHLOW,2,4
196,2.04301,0.009144,2.160955403,0.664878439,-0.177393936,0.018474349,0.006593987,-1.414978341,LOW,LOW,LOWLOW,4,3
197,2.18545,0.010032,2.160955403,0.664878439,0.036840715,0.018474349,0.006593987,-1.280310206,HIGH,LOW,HIGHLOW,2,4
