Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14
0.29124251,82,0.769186139,1127.93335,16.36388842,1222.666626,8119.833333,725.3129069,0,2.793853919,1500.125498,23085.22266,4087.480713,10386.89063,6373.970215
0.216111834,138.25,0.59658277,1133.933329,16.35833422,1214.67749,7901.166667,597.0464681,0,4.238834381,1018.353414,11904.93555,1633.248169,25339.44531,3157.134766
0.188778356,129.5,0.631802499,1133.833293,16.37777837,1216.350667,8045.75,679.3644816,0,5.453436375,1070.86735,10664.30957,3371.57251,25245.74219,2688.400879
0.216418574,125.75,0.361108303,1136.991679,16.40416654,1221.01766,7011.083333,610.2087199,0,4.87651221,1015.572133,9328.852539,5218.980957,23478.66016,1904.599854
0.231056854,125.75,1.098247886,1137.666646,16.39722252,1225.535482,7525.166667,616.2173462,0,3.769300461,1034.069824,8650.289063,6570.197754,21980.61719,4092.37085
0.299081395,110.75,0.433713406,1133.333293,16.39722252,1229.669474,8280.833333,620.5902303,0,3.237541278,1058.268229,8253.938477,6999.106934,20809.79297,5833.30957
0.211831351,122.25,0.296371102,1137.816589,16.36111069,1228.836914,8327.416667,669.7957967,0,2.919091622,1019.724528,7613.837891,6831.361816,20023.67383,7192.183105
0.169258013,130.5,0.776015043,1139.299988,16.35277748,1225.00944,8281.75,652.4003092,0,2.796382268,1059.059499,4710.36084,7871.943848,19668.43945,9194.970703
0.201387415,114,0.657268703,1136.49998,16.37222226,1230.663778,8483.333333,678.8189901,0,3.872643153,1026.098419,1768.474365,7458.384766,19767.33398,7446.307617
0.282349388,102,0.266816795,1134.333293,16.38055547,1239.999837,8174.666667,648.9165853,0,4.640657425,1034.785563,1107.927246,6551.908203,20313.72656,6659.391602
0.192985833,98.5,0.991270244,1134.849976,16.36527697,1240.823283,8196.5,672.1057129,0,3.373543819,1047.859324,1543.534546,4996.749023,18554.98633,7158.73584
0.245010167,95,0.392764151,1134.099955,16.35833295,1240.989258,8298.666667,684.8114624,0,3.245819092,1012.484416,963.0685425,2065.793213,15594.46973,8726.253906
0.191378618,92.5,0.281648308,1131.083252,16.38194466,1241.787679,8209.833333,676.2262777,0,5.877637068,1044.716675,3323.778076,766.4912109,12652.56934,10550.23633
0.266830633,90.75,1.24426949,1132.033325,16.39999962,1239.661621,8378.583333,658.6722412,0,3.686465661,1050.472341,5613.820801,3702.023438,9746.15332,7589.960449
0,88,0.627045393,1130.533366,16.39444415,1231.274699,8310.583333,715.2340495,0,3.730699142,1573.643433,8130.651855,1321.930542,6920.07959,4680.544922
0.082158054,91.25,0.382151306,1135.399984,16.40277799,1223.317505,4868.5,154.0156352,1.85426569,16.40360554,1758.984985,10808.67676,150,4334.455078,1850
0.203522856,86.25,0.700632155,1134.866618,16.37499936,1216.588623,5864.583333,576.1619161,0.995712201,4.478036722,1804.774394,13598.80566,383.3551941,2772.634277,874.612854
0.201320348,84.75,0.479845107,1129.733297,16.35833295,1217.329427,6409.083333,627.5476278,0.86500001,2.323648294,1614.889974,16427.03516,50,3819.358643,3777.234619
0.224588841,83.75,1.194654822,1124.066671,16.35555522,1221.685181,7884.416667,712.8577677,0,3.350190242,1515.847473,19259.99805,2829.006348,6283.908203,6765.167969
0.271317154,85.25,0.662959576,1128.366699,16.3388888,1223.665853,7740.916667,690.7150269,0,3.622512341,1515.462179,21920.36719,2466.772461,9076.755859,8259.994141
0.203839272,144.25,0.613483012,1126.366699,16.3722229,1215.324626,8214.5,607.0269368,0,3.064063946,1012.564738,6434.865723,4107.006348,24843.25977,2197.157227
0.186020051,146.25,0.478416383,1129.700012,16.35277812,1217.645752,7770.75,617.6866455,0,4.759727319,1064.259379,8613.216797,2475.378662,26166.53516,4689.083008
0.174101735,142.5,0.551576376,1131.13328,16.36111196,1222.321981,7867.75,683.7896729,0,5.441984495,1017.956553,8964.791992,708.8877563,25150.49609,5955.459473
0.235425631,137.25,0.866433024,1135.366638,16.36597315,1224.318115,8204.25,598.9710286,0,3.360601266,1025.542552,8344.30957,991.217041,22987.98633,5173.731445
0.214522496,133,0.494208813,1138.333272,16.38333384,1226.013997,7810,608.5881551,0,4.095591625,1017.775848,6551.908203,2438.232666,21032.05859,4809.105957
0.134995614,118.25,1.103562593,1134.633341,16.40555573,1231.319865,6730,303.3757375,0,2.568279068,1038.152384,5736.505859,4174.327148,19345.47852,6052.065918
0.121165223,117.5,0.930811584,1134.233317,16.38611094,1232.997803,5451.416667,305.1246745,0,2.155142228,1009.080149,5335.494629,6222.740723,18004.0957,8230.886719
0.054215003,133,0.424685746,1134.149963,16.33958308,1231.803019,7099.25,214.9559937,0,3.627532005,1016.476919,4662.890625,8344.009766,17089.39648,9727.666992
0.138030867,123.5,0.860284209,1134.49998,16.35277748,1231.325399,7671.833333,470.0800273,0,3.143304269,1015.354828,4450,9709.145508,16671.75781,11416.10742
0.230530401,115,0.726807117,1136.066549,16.35555522,1232.680379,8349.75,626.7187297,0,3.242558241,1018.899343,1450,9631.588867,16788.31445,10215.0625
0.326398343,99,0.818288147,1133.366618,16.36666616,1242.024129,7821.75,610.4041748,0,3.990367174,1022.210622,1519.046265,7578.093262,17428.35352,9656.474609
0.328790287,97.5,0.291526645,1132.43337,16.35277748,1242.979411,8050.416667,649.0056152,0,2.891383489,1014.929921,3070.42334,4596.46582,18351.77148,10007.37207
0.103564275,99.25,0.648946583,1130.50002,16.35277748,1239.296509,6176.416667,254.1265462,0,10.08846347,1015.746735,779.4212036,1650,15352.11719,11182.46387
0.188793411,97.5,0.74427706,1124.166707,16.35972214,1235.682332,7159.833333,338.9343363,0,11.73959128,1028.182505,1455.165894,1299.039063,12352.63184,9280.490234
0.237188155,90.75,0.692568362,1127.133341,16.38333321,1239.014648,8215.333333,712.6666667,0,4.208444357,1024.642985,4114.304199,4044.896973,9353.475586,6672.893066
0.182242925,91.5,0.47853291,1123.816711,16.38750013,1230.317952,8281,694.7822673,0,2.695182482,1533.372579,6956.833496,1734.214478,6355.115723,4450.34668
0.283305685,86,0.503766418,1125.56663,16.41666667,1217.993286,7966.5,671.6749064,0,6.751065572,1701.68632,9774.84082,739.9334106,3359.6875,1472.244019
0.103604322,88.75,0.508195519,1149.366679,16.42361132,1208.68453,3546.5,137.4632874,5.388810158,35.26588058,3046.223633,12674.67969,606.2219238,433.0081787,920.5966797
0.052965162,89.75,0.586927056,1141.900045,16.38333321,1213.054403,4821.416667,152.5195007,1.550416231,14.89054807,2221.226318,15574.09668,150,2662.236084,3447.825439
0.056166839,87.25,0.580099106,1122.499959,16.34722201,1224.965291,6357.583333,251.3463745,0.434583306,8.030354977,1530.356934,17677.74023,150,5655.749512,6355.116211
0.093557013,87.5,0.322042018,1127.366659,16.31944466,1224.995768,5889.916667,251.1768799,0,8.960415204,1564.667928,19877.81445,295.8081055,8653.756836,9309.452148
0.241582443,180,2.980828285,1122.233337,16.37361145,1225.650065,7749.416667,540.993042,0,1.172751943,987.6666565,653.8345947,1722.643433,21950.11328,357.1345825
0.21366784,163.75,1.032636881,1125.366699,16.36805598,1230.563477,7779.25,522.9274597,0,1.374590556,1011.735311,2192.601074,1395.529419,24829.57031,1458.595215
0.427791903,146.75,2.822039604,1124.600016,16.35972341,1227.879598,7546.083333,606.8623454,0,0.889461736,980.8108012,4425.776855,1350,27627.6582,1768.473999
0.396602631,133.75,0.92146647,1125.43335,16.36388969,1229.30009,8180,531.4172363,0,3.570819696,981.2662659,7092.77832,1177.92334,25763.29688,4526.312012
0.403347512,127.25,1.081199288,1125.199992,16.36388969,1230.981283,8289,625.0264893,0,3.010870337,1008.943156,6071.861328,766.4911499,23273.32227,7455.702637
0.295894603,125,1.2342031,1131.56665,16.38611158,1232.991577,7874.5,649.4689128,0,3.597123782,1052.998169,5547.296875,150,20917.63477,8016.701172
0.26098454,126.75,0.677923024,1134.533264,16.39166705,1236.32255,8059.833333,624.8027344,0,3.89658769,1097.639323,4102.133301,25,18746.93164,7786.366211
0.080177429,121.25,0.885016382,1132.900004,16.40000025,1237.966919,7701.666667,504.5069275,0.538333337,3.381468137,1025.106628,2850,1980.530884,16832.92969,8609.733398
0.174184794,132.5,0.761187077,1133.233297,16.36666679,1230.018148,7754.833333,239.023674,0.43083334,2.243024906,1020.203267,2350,4101.524414,15272.44238,10140.38965
0.183464939,129.5,0.487709641,1128.766703,16.3569444,1233.994181,8249.833333,646.1973063,0,2.072994351,1038.880086,1687.454224,6150.40625,14182.64746,11896.5332
0.178092654,117.5,0.484858602,1131.900004,16.35138893,1235.306641,7949.083333,631.3737386,0,1.798076471,1012.952993,1650,6779.933594,13676.53125,13828.50293
0.238214687,104.25,0.527500272,1132.800008,16.37361081,1237.167847,8186.583333,680.6692708,0.174999992,2.089035273,1069.156657,739.9334106,6668.395508,13818.375,13086.15723
0.100787681,103.75,0.676010907,1125.633362,16.34722201,1239.342692,6913.666667,320.8717346,0,3.497495969,1019.992035,1299.039063,7251.724121,14589.29395,12654.94043
0.183408037,99.5,0.436706394,1124.50002,16.3305556,1237.664754,8140.916667,647.1540731,0,3.674432437,1013.924947,1013.658142,4671.991211,15898.03418,12924.68555
0.397356043,95,0.408246934,1125.299988,16.34166654,1235.011841,8274.666667,677.9899495,0,7.832787355,1021.994497,638.4788818,1710.994263,15690.36328,10889.78906
0.202368721,93.75,0.48862803,1119.43335,16.34722201,1234.146444,8205.5,656.513916,0,8.508017699,1027.905263,350,1250,12770.57129,8311.888672
0.224306211,91.25,0.500200927,1118.93337,16.37222226,1238.03243,8421.166667,696.9591471,0,4.179342349,1075.3632,3296.589355,1570.827637,9898.863281,5452.292969
0.274686595,88.25,1.081523538,1116.666646,16.38194466,1228.652873,7365.083333,559.1059163,0.833333333,7.963809649,1523.829458,6221.535156,50,7133.547363,2574.393066
0.24138391,88.75,0.272183239,1118.466634,16.39722252,1216.28772,7123.916667,667.7479248,0.092083335,4.136344115,1593.154704,8922.303711,50,4667.708008,450
0.251256679,88,0.838821113,1123.950033,16.46111107,1202.835856,6809.833333,468.2437948,0.456666668,13.24437936,1657.376424,11340.52441,85.35533905,3269.174316,350
0.175990775,88,0.652581334,1120.166667,16.39861107,1212.09904,6339.666667,537.8173726,1.080000003,9.339666049,2299.561117,13435.12207,85.35533905,4193.745605,3281.386963
0.206907113,88,0.607804298,1116.333374,16.3388888,1224.340169,7717,710.5557658,0,3.867790063,1563.724935,15656.54785,1570.827637,6518.243652,6266.378418
0.274361471,87.5,0.610430419,1119.566711,16.31666692,1227.338949,8156.583333,716.4385579,0,3.406977018,1511.440521,17889.87109,3070.423584,9240.536133,9261.075195
0.040426369,233.25,11.86187458,1105.133362,16.36527824,1113.859375,7907.75,709.173645,0,0.33520927,536.721227,2303.80127,3044.25708,9995.374023,1366.934082
0.048730111,350,14.29595757,1119.966695,16.02777735,1107.969076,8075.166667,901.1223958,0,0.156784087,537.5735168,1321.930542,1904.600098,11252,3070.423584
0,371.5,17.84204483,1128.133341,15.95833302,1119.005737,6627.416667,627.6465047,0,0.472827464,896.5093994,1499.166626,3070.423584,15297.30371,3726.593506
0,201.5,1.816589713,1126.300028,16.30555534,1195.298543,7243,574.8354187,0,1.760972063,1024.458049,2971.11084,371.1379089,20332.42578,1499.166626
0.313916107,170.75,1.717789769,1125.666687,16.34722201,1217.327555,7786.5,527.5025228,0.376666665,1.727839708,1093.268056,1856.744507,255.6693115,23024.06445,887.414856
0.150842339,156.25,0.723229229,1122.133382,16.39444478,1230.33252,5942,207.7515259,0,2.088101546,1069.798899,426.9421692,335.8494568,25783.86133,2041.445557
0.100566757,136.5,1.242907405,1121.533386,16.38472303,1235.016235,7358.25,606.6383057,0,1.989244461,1009.429108,3226.065918,1350.061523,27036.04102,4097.255371
0.144677828,148,0.653672934,1122.966756,16.35555649,1232.334757,7205,219.5789312,0,1.318310738,1003.884674,4539.54834,1750,24307.35547,5960.495117
0.415539175,140.25,1.568530798,1125.599935,16.36666743,1232.011719,8107.25,588.2522583,0,2.691878557,1004.218007,3244.611084,2080.264648,21650.57813,7849.044434
0.192577725,130,1.116824389,1126.799988,16.37500064,1236.502645,6105.166667,215.4013062,0,3.686503649,982.2967936,2554.897461,2650,19095.74609,6107.986328
0.210474884,134.75,1.103961587,1129.56665,16.36944516,1235.653198,7635.083333,393.0875854,0,3.941719055,1010.973684,1722.643433,2192.601074,16689.74219,5550
0.227922266,128.25,0.637201846,1130.583333,16.36944453,1237.969849,7422,610.9746908,0.955000003,4.937672377,1032.040558,50,85.35533905,14506.80859,6139.014648
0.209471603,137.75,0.715880454,1129.866659,16.35833295,1233.009562,8091.916667,592.0847371,0,4.191640695,1028.829325,650,1930.673462,12662.83887,7663.387207
0.215036119,113.5,0.560213387,1125.966675,16.38333321,1235.330892,8263.5,659.0437419,0,0.974149168,1010.734375,1107.927246,3811.829834,11324.6416,9789.152344
0.282635947,108,0.368182808,1121.233419,16.36111069,1235.649455,8097.666667,638.9973145,0,2.749573469,1015.731832,1350,3958.219238,10683.9834,11650
0.168584014,105.75,0.844068348,1122.833394,16.34444427,1234.298096,7873.25,357.6638184,0,4.619401614,1024.106628,792.1483765,3754.674805,10864.9668,11122.3877
0.221353898,101.75,0.548279643,1124.566711,16.3305556,1231.971883,7933.083333,675.3398438,0,2.283772548,1012.039663,1551.612915,4592.112793,11829.94043,10848.38672
0.214781478,100,0.649763703,1120.93339,16.32500013,1231.320109,7973.833333,334.494456,0,1.928574324,1011.858958,1950,4315.958984,13410.72363,10353.13965
0.07743379,100.5,0.77481091,1120.299988,16.34583346,1231.850382,7346.333333,363.2656352,0,9.61105601,1025.444906,2197.157471,1951.281982,15419.06348,9175.374023
0.188964695,95.5,0.669017792,1120.49998,16.34722201,1236.67277,8049.333333,670.7767131,0,11.64117845,1037.172526,295.8081055,919.8282471,13841.51367,6788.777344
0.140757563,95.5,0.885613918,1120.533346,16.34722201,1235.342773,7417.083333,377.2002563,0,7.214181105,1023.210622,2215.287842,638.3543091,11246.66602,4181.805664
0.270486504,89.25,0.647237837,1117.566711,16.34722201,1230.641642,8114.916667,706.5786133,0,3.807189465,1265.744161,4790.35498,2438.749756,8909.96582,1768.473755
0.267281731,90.5,0.823147357,1111.900004,16.3388888,1224.019368,8197.416667,655.3574829,0,4.144292752,1505.522776,7113.894531,2609.118652,7091.368164,450
0.081778944,91,1.167388558,1115.300028,16.34444427,1219.366333,7271,327.5228475,0,4.778592467,1516.918213,9192.524414,450,6259.992188,427.270813
0.286543051,90.25,0.86652267,1114.166687,16.31111145,1220.693441,7253,656.4794515,0,6.157265504,1503.063395,11451.0918,2246.664307,6788.777832,3040.970215
0.123206529,92.75,1.251000524,1114.599976,16.29166667,1223.656087,6754.416667,340.4405009,0,5.535366933,1516.879354,13647.25195,287.4618225,8425.408203,5523.359375
0.238959541,88.5,0.328280836,1116.36674,16.28194427,1224.653483,7328,692.9904582,0,2.247426669,1493.559052,15784.40723,1981.791992,10671.80859,7790.218262
0.036528104,170.5,5.724752903,1067.333313,16.5444444,1058.975464,7949.333333,780.6842651,0,0.33062242,497.0320282,4858.754883,5620.275879,12892.14844,306.5601501
0.043446285,165.25,5.551820278,1093.5,16.39722188,1085.190145,7125.333333,691.0055949,0,0.320847611,629.7236888,3430.378906,4871.087891,13889.11426,295.8081055
0.030952311,209.25,9.719894409,1099.766622,16.36527824,1111.376343,7767,738.3482259,0,0.315439731,538.9423319,1657.559082,5378.429199,15414.52246,1013.658203
0.035554471,319.75,12.00240326,1116.866679,16.05277793,1120.588298,7997,836.3333333,0,0.261907895,540.4613139,476.9856567,4075.22998,17329.38281,1061.840332
0.053258136,368.5,16.65243149,1123.066691,16.04930496,1149.838379,7617.583333,789.1364543,0,0.385248413,822.472524,350,1143.460327,19519.41406,852.9411011
0.211113398,172.75,1.223879218,1120.36672,16.28055636,1177.969767,7525.166667,607.3659871,0,1.749951641,1016.083262,217.8694153,1541.936401,21902.22656,1013.656616
0.29082939,172.25,0.631438076,1119.866597,16.37777837,1214.727051,7199.083333,589.5306396,0,1.676681201,1019.854991,2826.216553,150,24421.45703,842.9992065
0.334258129,161,1.457636118,1121.300008,16.37777837,1224.031413,7349.666667,562,0.415000002,1.923095703,1020.369039,638.354248,692.9899902,27039,1835.075195
0.183226566,151.75,1.410564661,1118.93337,16.38333384,1231.99467,7583.5,490.7475179,0,2.068314115,1010.34609,668.9624023,1492.481812,26000.91406,4781.997559
0.213682339,156.75,0.331264526,1122.50002,16.34722201,1231.812622,7959.333333,565.4569499,0,3.431906462,1010.982269,1961.504761,287.4618225,23150.53906,7769.652832
0.267823885,145,0.677616596,1123.666626,16.37777837,1232.346883,7475,513.9371338,0,3.445449432,1008.84907,563.5167847,1049.939209,20343.24219,6107.986328
0.253208747,140.75,0.516448379,1123.56665,16.36944516,1233.324992,7884.833333,630,0,4.400166114,1056.302094,350,2259.430664,17599.64453,3606.591064
0.185257177,141.75,0.541079283,1125.633301,16.35833359,1232.658936,8279.583333,623.3667806,0,4.280636867,1008.274028,919.2778931,2250,14954.84863,2550
0.196489026,131.75,0.656058729,1120.933248,16.35277812,1232.510132,8154.5,550.0729675,0,3.3620526,1009.093313,2233.27124,2192.601074,12471.86816,3453.621338
0.236405045,118,0.322303355,1120.99998,16.36111132,1234.66154,8393.583333,632.082133,0,3.582712571,1022.796417,3578.756836,342.9840393,10268.76367,5570.233398
0.272513032,112.75,0.625644743,1118.033325,16.36944453,1230.972168,8433.833333,668.6859741,0,0.986576279,1021.918559,2815.581543,1485.765625,8564.31543,8168.69043
0.231304094,109.75,0.551200628,1118.5,16.35277748,1229.656942,7919.916667,415.3992716,0.343333324,2.40978388,1031.138184,1071.213867,1774.119751,7697.239746,8650
0.27777488,105.25,0.445354372,1118.999939,16.34722201,1229.333822,8035.25,630.2177327,0.653333346,2.517729759,1033.349416,653.8457642,829.1576538,7946.540039,8185.810547
0.110067479,105.75,0.550323188,1117.966654,16.3305556,1230.842244,7020.583333,370.4446411,0.339999994,3.3703746,1016.182332,1451.724121,2754.541992,9222.120117,7984.83252
0.176895499,100,0.599602044,1119.333333,16.33611107,1235.684082,8273.333333,677.8096517,0,2.18932728,1011.217875,3122.098633,1633.248413,11177.99219,7354.42041
0.233518342,96,0.454809755,1118.099996,16.3388888,1237.673543,8336.5,678.2994385,0.390000025,3.41571482,1102.183889,4050.617188,255.6693115,13522.11133,7716.702637
0.3311824,93.75,0.811582863,1118.633301,16.34166654,1237.972127,8416.916667,666.4395955,0.377499978,2.223563393,1018.490061,1710.259033,779.4212036,15430.08398,5156.306641
0.327752103,92,0.457836658,1116.749898,16.34097226,1232.483968,8234.583333,725.9326986,0,2.412525972,1501.792582,636.3900757,1269.850708,13152.47168,2547.057129
0.069538124,94,0.527862489,1116.999939,16.32361094,1230.647095,4906.416667,261.6001994,0,3.940237284,1282.006165,2899.568848,2197.156982,11219.95996,517.2062988
0.253430833,90,0.35159269,1115.066711,16.30555598,1227.332601,7954.583333,690.239034,0,2.768030961,1494.810649,4950,550,9838.063477,1850
