var1,var2,qv1,qv2,qv12,interaction,,,,,,,,,,,,,,,,,,,
1,X1,X2,0.409598176026464,0.524197164241027,0.534070699245655,"Enhance, bi-",,,,X1,0.409598176026464,,,,,,,,,,,,,
2,X1,X3,0.409598176026464,0.0649136225660741,0.518579357475474,"Enhance, nonlinear",,,,X2,0.534070699245655,0.524197164241027,,,,,,,,,,,,
3,X1,X4,0.409598176026464,0.27404464136886,0.447356066752403,"Enhance, bi-",,,,X3,0.518579357475474,0.561659783424399,0.0649136225660741,,,,,,,,,,,
4,X1,X5,0.409598176026464,0.431035483156905,0.526875727444244,"Enhance, bi-",,,,X4,0.447356066752403,0.546262992209662,0.4503765911025,0.27404464136886,,,,,,,,,,
5,X1,X6,0.409598176026464,0.290893782807198,0.6683875883524,"Enhance, bi-",,,,X5,0.526875727444244,0.568770272693392,0.477173873059412,0.478505421937993,0.431035483156905,,,,,,,,,
6,X1,X7,0.409598176026464,0.733753887710811,0.775560454582367,"Enhance, bi-",,,,X6,0.6683875883524,0.732868558413987,0.338473332822737,0.487281197157687,0.620614001032822,0.290893782807198,,,,,,,,
7,X1,X8,0.409598176026464,0.116890708229281,0.466929961406274,"Enhance, bi-",,,,X7,0.775560454582367,0.785375908301787,0.737776995281059,0.749734960664122,0.760184481270012,0.752817993895875,0.733753887710811,,,,,,,
8,X1,X9,0.409598176026464,0.455004375474856,0.550218175745101,"Enhance, bi-",,,,X8,0.466929961406274,0.561138072089839,0.174664958092808,0.34371265690096,0.480658736840782,0.318993948258308,0.738031441098936,0.116890708229281,,,,,,
9,X1,X10,0.409598176026464,0.302799547968249,0.475155175124757,"Enhance, bi-",,,,X9,0.550218175745101,0.599181305574654,0.499131206702063,0.495740162407764,0.529997308167975,0.650176145029456,0.766283659926433,0.481703914736445,0.455004375474856,,,,,
10,X1,X11,0.409598176026464,0.0865548691611288,0.431302981229321,"Enhance, bi-",,,,X10,0.475155175124757,0.559594158255796,0.359147897833705,0.438706448786265,0.501690048625522,0.552229768990022,0.74895996700407,0.348385728244971,0.496464262933683,0.302799547968249,,,,
11,X1,X12,0.409598176026464,0.150932360490529,0.446797661794538,"Enhance, bi-",,,,X11,0.431302981229321,0.530510258196405,0.170001492251654,0.310128830868013,0.441151464220987,0.340861345288263,0.736796296849975,0.164313428193106,0.462883229816762,0.33170395719362,0.0865548691611288,,,
12,X1,X13,0.409598176026464,0.161827337247683,0.453208527162859,"Enhance, bi-",,,,X12,0.446797661794538,0.539216549779851,0.214902140251416,0.339645390461644,0.457820515306632,0.378723481946224,0.738687051913836,0.209554072318123,0.465880505930711,0.350804114592096,0.207270687610861,0.150932360490529,,
13,X1,X14,0.409598176026464,0.0905562492888746,0.431876418464507,"Enhance, bi-",,,,X13,0.453208527162859,0.547591219660244,0.229743849365773,0.348408787883599,0.462955931802337,0.392499356136243,0.738312037692738,0.208699479904927,0.477692341207719,0.351456247939613,0.191601611430818,0.246081449151448,0.161827337247683,
