var1,var2,qv1,qv2,qv12,interaction,,,,,,,,,,,,,,,,,,
67,X7,X11,0.256672337415362,0.00464983540339359,0.26570374149903,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
68,X7,X12,0.256672337415362,0.0227864254328275,0.26340633547648,"Enhance, bi-",,,,,,,,,,,,,,,,,
69,X7,X13,0.256672337415362,0.0108326682843293,0.274930342037263,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
70,X7,X14,0.256672337415362,0.0498177782921176,0.276409853871643,"Enhance, bi-",,,,,,,,,,,,,,,,,
71,X8,X9,0.0124784227437257,0.152565094541998,0.16518926783113,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
72,X8,X10,0.0124784227437257,0.103207071008655,0.113574948173059,"Enhance, bi-",,,,,,,,,,,,,,,,,
73,X8,X11,0.0124784227437257,0.00464983540339359,0.0213277696981694,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
74,X8,X12,0.0124784227437257,0.0227864254328275,0.0409774987466881,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
75,X8,X13,0.0124784227437257,0.0108326682843293,0.0220487140751983,"Enhance, bi-",,,,,,,,,,,,,,,,,
76,X8,X14,0.0124784227437257,0.0498177782921176,0.0750674675441863,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
77,X9,X10,0.152565094541998,0.103207071008655,0.23598769771015,"Enhance, bi-",,,,,,,,,,,,,,,,,
78,X9,X11,0.152565094541998,0.00464983540339359,0.161644242860833,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
79,X9,X12,0.152565094541998,0.0227864254328275,0.159355777890414,"Enhance, bi-",,,,,,,,,,,,,,,,,
80,X9,X13,0.152565094541998,0.0108326682843293,0.163958028312233,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
81,X9,X14,0.152565094541998,0.0498177782921176,0.17932840446011,"Enhance, bi-",,,,,,,,,,,,,,,,,
82,X10,X11,0.103207071008655,0.00464983540339359,0.120101509192159,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
83,X10,X12,0.103207071008655,0.0227864254328275,0.12824015936762,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
84,X10,X13,0.103207071008655,0.0108326682843293,0.12554411912474,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
85,X10,X14,0.103207071008655,0.0498177782921176,0.159119459362426,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
86,X11,X12,0.00464983540339359,0.0227864254328275,0.0343207011720797,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
87,X11,X13,0.00464983540339359,0.0108326682843293,0.0232638490962109,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
88,X11,X14,0.00464983540339359,0.0498177782921176,0.0621976980582948,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
89,X12,X13,0.0227864254328275,0.0108326682843293,0.0417832152185068,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
90,X12,X14,0.0227864254328275,0.0498177782921176,0.0701127438095723,"Enhance, bi-",,,,,,,,,,,,,,,,,
91,X13,X14,0.0108326682843293,0.0498177782921176,0.0815850631185028,"Enhance, nonlinear",,,,,,,,,,,,,,,,,
